uniqueID,preLimVal,region,hemi,genotype,postLimVal,removeRegion,parent,major,x,y
app_ORBm_left,0.638210938,ORBm,left,app,0.638210938,FALSE,ORB,Isocortex,app,ORBm_left
app_ORBm_right,0.682287227,ORBm,right,app,0.682287227,FALSE,ORB,Isocortex,app,ORBm_right
app_ORBvl_left,0.673611058,ORBvl,left,app,0.673611058,FALSE,ORB,Isocortex,app,ORBvl_left
app_ORBvl_right,0.733346535,ORBvl,right,app,0.733346535,FALSE,ORB,Isocortex,app,ORBvl_right
app_OT_left,0.77806301,OT,left,app,0.77806301,FALSE,OT,STR,app,OT_left
app_OT_right,0.747844833,OT,right,app,0.747844833,FALSE,OT,STR,app,OT_right
app_P_left,0.248634846,P,left,app,0.248634846,FALSE,P,P,app,P_left
app_P_right,0.238128576,P,right,app,0.238128576,FALSE,P,P,app,P_right
app_PA_left,1.062284004,PA,left,app,1,FALSE,PA,CTXsp,app,PA_left
app_PA_right,1.087003205,PA,right,app,1,FALSE,PA,CTXsp,app,PA_right
app_Pa4_left,0.014878068,Pa4,left,app,0.014878068,FALSE,Pa4,MB,app,Pa4_left
app_Pa4_right,0.503564932,Pa4,right,app,0.503564932,FALSE,Pa4,MB,app,Pa4_right
app_PAA_left,1.020496232,PAA,left,app,1,FALSE,PAA,OLF,app,PAA_left
app_PAA_right,0.958984062,PAA,right,app,0.958984062,FALSE,PAA,OLF,app,PAA_right
app_PAG_left,0.233510781,PAG,left,app,0.233510781,FALSE,PAG,MB,app,PAG_left
app_PAG_right,0.267803331,PAG,right,app,0.267803331,FALSE,PAG,MB,app,PAG_right
app_PAL_left,0.561870539,PAL,left,app,0.561870539,FALSE,PAL,PAL,app,PAL_left
app_PAL_right,0.498724362,PAL,right,app,0.498724362,FALSE,PAL,PAL,app,PAL_right
app_PALd_left,0.648523576,PALd,left,app,0.648523576,FALSE,PAL,PAL,app,PALd_left
app_PALd_right,0.60348887,PALd,right,app,0.60348887,FALSE,PAL,PAL,app,PALd_right
app_PAR_left,0.942823196,PAR,left,app,0.942823196,FALSE,PAR,HPF,app,PAR_left
app_PAR_right,0.896568623,PAR,right,app,0.896568623,FALSE,PAR,HPF,app,PAR_right
app_PBG_left,0.241196602,PBG,left,app,0.241196602,FALSE,PBG,MB,app,PBG_left
app_PBG_right,0.100380452,PBG,right,app,0.100380452,FALSE,PBG,MB,app,PBG_right
app_pc_left,0.229664876,pc,left,app,0.229664876,TRUE,pc,fiber tracts,app,pc_left
app_pc_right,0.106557317,pc,right,app,0.106557317,TRUE,pc,fiber tracts,app,pc_right
app_PC5_left,-0.527826202,PC5,left,app,0,FALSE,PC5,P,app,PC5_left
app_PC5_right,0.695279351,PC5,right,app,0.695279351,FALSE,PC5,P,app,PC5_right
app_PCN_left,0.694473639,PCN,left,app,0.694473639,FALSE,PCN,TH,app,PCN_left
app_PCN_right,0.668488918,PCN,right,app,0.668488918,FALSE,PCN,TH,app,PCN_right
app_PeF_left,0.638427802,PeF,left,app,0.638427802,FALSE,PeF,HY,app,PeF_left
app_PeF_right,0.370443757,PeF,right,app,0.370443757,FALSE,PeF,HY,app,PeF_right
app_PERI_left,0.977663458,PERI,left,app,0.977663458,FALSE,PERI,Isocortex,app,PERI_left
app_PERI_right,0.928266014,PERI,right,app,0.928266014,FALSE,PERI,Isocortex,app,PERI_right
app_PF_left,-0.180201041,PF,left,app,0,FALSE,PF,TH,app,PF_left
app_PF_right,-0.065031771,PF,right,app,0,FALSE,PF,TH,app,PF_right
app_PG_left,0.520383189,PG,left,app,0.520383189,FALSE,PG,P,app,PG_left
app_PG_right,0.585259681,PG,right,app,0.585259681,FALSE,PG,P,app,PG_right
app_PH_left,0.1298117,PH,left,app,0.1298117,FALSE,PH,HY,app,PH_left
app_PH_right,0.192162926,PH,right,app,0.192162926,FALSE,PH,HY,app,PH_right
app_PIL_left,0.510180966,PIL,left,app,0.510180966,FALSE,PIL,TH,app,PIL_left
app_PIL_right,0.54826544,PIL,right,app,0.54826544,FALSE,PIL,TH,app,PIL_right
app_PIR_left,0.911586824,PIR,left,app,0.911586824,FALSE,PIR,OLF,app,PIR_left
app_PIR_right,0.83576699,PIR,right,app,0.83576699,FALSE,PIR,OLF,app,PIR_right
app_PL_left,0.79575355,PL,left,app,0.79575355,FALSE,PL,Isocortex,app,PL_left
app_PL_right,0.743716173,PL,right,app,0.743716173,FALSE,PL,Isocortex,app,PL_right
app_pm_left,0.476737354,pm,left,app,0.476737354,TRUE,pm,fiber tracts,app,pm_left
app_pm_right,0.157983106,pm,right,app,0.157983106,TRUE,pm,fiber tracts,app,pm_right
app_PN_left,0.554489907,PN,left,app,0.554489907,FALSE,PN,MB,app,PN_left
app_PN_right,0.699877434,PN,right,app,0.699877434,FALSE,PN,MB,app,PN_right
app_PO_left,0.850319198,PO,left,app,0.850319198,FALSE,PO,TH,app,PO_left
app_PO_right,0.827230693,PO,right,app,0.827230693,FALSE,PO,TH,app,PO_right
app_POL_left,0.709406492,POL,left,app,0.709406492,FALSE,POL,TH,app,POL_left
app_POL_right,0.69188041,POL,right,app,0.69188041,FALSE,POL,TH,app,POL_right
app_POST_left,0.763296666,POST,left,app,0.763296666,FALSE,POST,HPF,app,POST_left
app_POST_right,0.77779804,POST,right,app,0.77779804,FALSE,POST,HPF,app,POST_right
app_PoT_left,0.723177133,PoT,left,app,0.723177133,FALSE,PoT,TH,app,PoT_left
app_PoT_right,0.658297815,PoT,right,app,0.658297815,FALSE,PoT,TH,app,PoT_right
app_PP_left,0.515332729,PP,left,app,0.515332729,FALSE,PP,TH,app,PP_left
app_PP_right,0.499420619,PP,right,app,0.499420619,FALSE,PP,TH,app,PP_right
app_PPN_left,0.322618766,PPN,left,app,0.322618766,FALSE,PPN,MB,app,PPN_left
app_PPN_right,0.268592656,PPN,right,app,0.268592656,FALSE,PPN,MB,app,PPN_right
app_PPT_left,0.687540282,PPT,left,app,0.687540282,FALSE,PPT,MB,app,PPT_left
app_PPT_right,0.621882179,PPT,right,app,0.621882179,FALSE,PPT,MB,app,PPT_right
app_PR_left,0.295822458,PR,left,app,0.295822458,FALSE,PR,TH,app,PR_left
app_PR_right,0.329482084,PR,right,app,0.329482084,FALSE,PR,TH,app,PR_right
app_PRC_left,-0.540747792,PRC,left,app,0,FALSE,PRC,MB,app,PRC_left
app_PRC_right,-1.645736796,PRC,right,app,0,FALSE,PRC,MB,app,PRC_right
app_PRE_left,0.914096166,PRE,left,app,0.914096166,FALSE,PRE,HPF,app,PRE_left
app_PRE_right,0.901385712,PRE,right,app,0.901385712,FALSE,PRE,HPF,app,PRE_right
app_PRNr_left,0.408266311,PRNr,left,app,0.408266311,FALSE,PRNr,P,app,PRNr_left
app_PRNr_right,0.355320099,PRNr,right,app,0.355320099,FALSE,PRNr,P,app,PRNr_right
app_ProS_left,0.827771364,ProS,left,app,0.827771364,FALSE,ProS,HPF,app,ProS_left
app_ProS_right,0.829032598,ProS,right,app,0.829032598,FALSE,ProS,HPF,app,ProS_right
app_PST_left,0.437773726,PST,left,app,0.437773726,FALSE,PST,HY,app,PST_left
app_PST_right,0.39220179,PST,right,app,0.39220179,FALSE,PST,HY,app,PST_right
app_PSV_left,1.058577723,PSV,left,app,1,FALSE,PSV,P,app,PSV_left
app_PSV_right,0.597057084,PSV,right,app,0.597057084,FALSE,PSV,P,app,PSV_right
app_PVR_left,0.667942105,PVR,left,app,0.667942105,FALSE,PVR,HY,app,PVR_left
app_PVR_right,0.185868637,PVR,right,app,0.185868637,FALSE,PVR,HY,app,PVR_right
app_PVT_left,0.065000091,PVT,left,app,0.065000091,FALSE,PVT,TH,app,PVT_left
app_PVT_right,-0.010688833,PVT,right,app,0,FALSE,PVT,TH,app,PVT_right
app_PVZ_left,-0.047384577,PVZ,left,app,0,FALSE,PVZ,HY,app,PVZ_left
app_PVZ_right,0.295082251,PVZ,right,app,0.295082251,FALSE,PVZ,HY,app,PVZ_right
app_RE_left,0.496667998,RE,left,app,0.496667998,FALSE,RE,TH,app,RE_left
app_RE_right,0.449997855,RE,right,app,0.449997855,FALSE,RE,TH,app,RE_right
app_RH_left,0.560660546,RH,left,app,0.560660546,FALSE,RH,TH,app,RH_left
app_RH_right,0.607536612,RH,right,app,0.607536612,FALSE,RH,TH,app,RH_right
app_RL_left,-0.104929748,RL,left,app,0,FALSE,RL,MB,app,RL_left
app_RL_right,0.111208531,RL,right,app,0.111208531,FALSE,RL,MB,app,RL_right
app_RN_left,0.46277335,RN,left,app,0.46277335,FALSE,RN,MB,app,RN_left
app_RN_right,0.418104864,RN,right,app,0.418104864,FALSE,RN,MB,app,RN_right
app_RPF_left,-1.314931866,RPF,left,app,0,FALSE,RPF,MB,app,RPF_left
app_RPF_right,0.319697631,RPF,right,app,0.319697631,FALSE,RPF,MB,app,RPF_right
app_RSPagl_left,0.986512787,RSPagl,left,app,0.986512787,FALSE,RSP,Isocortex,app,RSPagl_left
app_RSPagl_right,0.931916327,RSPagl,right,app,0.931916327,FALSE,RSP,Isocortex,app,RSPagl_right
app_RSPd_left,0.997652191,RSPd,left,app,0.997652191,FALSE,RSP,Isocortex,app,RSPd_left
app_RSPd_right,0.94245151,RSPd,right,app,0.94245151,FALSE,RSP,Isocortex,app,RSPd_right
app_RSPv_left,0.912490298,RSPv,left,app,0.912490298,FALSE,RSP,Isocortex,app,RSPv_left
app_RSPv_right,0.864342614,RSPv,right,app,0.864342614,FALSE,RSP,Isocortex,app,RSPv_right
app_RT_left,0.739486063,RT,left,app,0.739486063,FALSE,RT,TH,app,RT_left
app_RT_right,0.709299869,RT,right,app,0.709299869,FALSE,RT,TH,app,RT_right
app_rust_left,0.274067382,rust,left,app,0.274067382,TRUE,rust,fiber tracts,app,rust_left
app_rust_right,0.204514685,rust,right,app,0.204514685,TRUE,rust,fiber tracts,app,rust_right
app_SAG_left,0.136911245,SAG,left,app,0.136911245,FALSE,SAG,MB,app,SAG_left
app_SAG_right,0.139817905,SAG,right,app,0.139817905,FALSE,SAG,MB,app,SAG_right
app_SCm_left,0.536240234,SCm,left,app,0.536240234,FALSE,MBmot,MB,app,SCm_left
app_SCm_right,0.548252031,SCm,right,app,0.548252031,FALSE,MBmot,MB,app,SCm_right
app_SCO_left,-0.360426027,SCO,left,app,0,FALSE,SCO,MB,app,SCO_left
app_SCO_right,-0.840102431,SCO,right,app,0,FALSE,SCO,MB,app,SCO_right
app_scp_left,0.046118092,scp,left,app,0.046118092,TRUE,scp,fiber tracts,app,scp_left
app_scp_right,-0.257468011,scp,right,app,0,TRUE,scp,fiber tracts,app,scp_right
app_SCs_left,0.596627523,SCs,left,app,0.596627523,FALSE,MBsen,MB,app,SCs_left
app_SCs_right,0.59449182,SCs,right,app,0.59449182,FALSE,MBsen,MB,app,SCs_right
app_sctv_left,0.40208284,sctv,left,app,0.40208284,TRUE,sctv,fiber tracts,app,sctv_left
app_sctv_right,0.499179923,sctv,right,app,0.499179923,TRUE,sctv,fiber tracts,app,sctv_right
app_scwm_left,0.53699715,scwm,left,app,0.53699715,TRUE,scwm,fiber tracts,app,scwm_left
app_scwm_right,0.455024938,scwm,right,app,0.455024938,TRUE,scwm,fiber tracts,app,scwm_right
app_SEZ_left,0.062844883,SEZ,left,app,0.062844883,TRUE,SEZ,VS,app,SEZ_left
app_SEZ_right,-0.143318433,SEZ,right,app,0,TRUE,SEZ,VS,app,SEZ_right
app_SGN_left,0.74110002,SGN,left,app,0.74110002,FALSE,SGN,TH,app,SGN_left
app_SGN_right,0.761732084,SGN,right,app,0.761732084,FALSE,SGN,TH,app,SGN_right
app_SH_left,0.971726485,SH,left,app,0.971726485,FALSE,SH,STR,app,SH_left
app_SH_right,0.768077951,SH,right,app,0.768077951,FALSE,SH,STR,app,SH_right
app_SI_left,0.842208633,SI,left,app,0.842208633,FALSE,SI,PAL,app,SI_left
app_SI_right,0.786296144,SI,right,app,0.786296144,FALSE,SI,PAL,app,SI_right
app_sm_left,0.394216095,sm,left,app,0.394216095,TRUE,sm,fiber tracts,app,sm_left
app_sm_right,-0.479258601,sm,right,app,0,TRUE,sm,fiber tracts,app,sm_right
app_SMT_left,0.53701994,SMT,left,app,0.53701994,FALSE,SMT,TH,app,SMT_left
app_SMT_right,0.593013868,SMT,right,app,0.593013868,FALSE,SMT,TH,app,SMT_right
app_SOC_left,0.386526755,SOC,left,app,0.386526755,FALSE,SOC,P,app,SOC_left
app_SOC_right,0.318707097,SOC,right,app,0.318707097,FALSE,SOC,P,app,SOC_right
app_SPF_left,0.56680647,SPF,left,app,0.56680647,FALSE,SPF,TH,app,SPF_left
app_SPF_right,0.469241562,SPF,right,app,0.469241562,FALSE,SPF,TH,app,SPF_right
app_SSp-bfd_left,1.064188373,SSp-bfd,left,app,1,FALSE,SSp,Isocortex,app,SSp-bfd_left
app_SSp-bfd_right,0.928086428,SSp-bfd,right,app,0.928086428,FALSE,SSp,Isocortex,app,SSp-bfd_right
app_SSp-ll_left,0.90859642,SSp-ll,left,app,0.90859642,FALSE,SSp,Isocortex,app,SSp-ll_left
app_SSp-ll_right,1.199834355,SSp-ll,right,app,1,FALSE,SSp,Isocortex,app,SSp-ll_right
app_SSp-m_left,1.039085458,SSp-m,left,app,1,FALSE,SSp,Isocortex,app,SSp-m_left
app_SSp-m_right,0.974353803,SSp-m,right,app,0.974353803,FALSE,SSp,Isocortex,app,SSp-m_right
app_SSp-n_right,1.166999172,SSp-n,right,app,1,FALSE,SSp,Isocortex,app,SSp-n_right
app_SSp-tr_left,0.85268712,SSp-tr,left,app,0.85268712,FALSE,SSp,Isocortex,app,SSp-tr_left
app_SSp-tr_right,0.928474569,SSp-tr,right,app,0.928474569,FALSE,SSp,Isocortex,app,SSp-tr_right
app_SSp-ul_left,1.110258218,SSp-ul,left,app,1,FALSE,SSp,Isocortex,app,SSp-ul_left
app_SSp-ul_right,1.012542242,SSp-ul,right,app,1,FALSE,SSp,Isocortex,app,SSp-ul_right
app_SSp-un_left,0.95923195,SSp-un,left,app,0.95923195,FALSE,SSp,Isocortex,app,SSp-un_left
app_SSp-un_right,1.238182208,SSp-un,right,app,1,FALSE,SSp,Isocortex,app,SSp-un_right
app_SSs_left,1.075282885,SSs,left,app,1,FALSE,SSs,Isocortex,app,SSs_left
app_SSs_right,0.951988293,SSs,right,app,0.951988293,FALSE,SSs,Isocortex,app,SSs_right
app_st_left,0.635439729,st,left,app,0.635439729,TRUE,st,fiber tracts,app,st_left
app_st_right,0.658581385,st,right,app,0.658581385,TRUE,st,fiber tracts,app,st_right
app_stc_left,0.787122153,stc,left,app,0.787122153,TRUE,stc,fiber tracts,app,stc_left
app_stc_right,0.786185604,stc,right,app,0.786185604,TRUE,stc,fiber tracts,app,stc_right
app_STN_left,0.409617758,STN,left,app,0.409617758,FALSE,STN,HY,app,STN_left
app_STN_right,0.530846066,STN,right,app,0.530846066,FALSE,STN,HY,app,STN_right
app_STR_left,0.794291154,STR,left,app,0.794291154,FALSE,STR,STR,app,STR_left
app_STR_right,0.753971303,STR,right,app,0.753971303,FALSE,STR,STR,app,STR_right
app_Su3_left,-0.14655983,Su3,left,app,0,FALSE,Su3,MB,app,Su3_left
app_Su3_right,0.298925536,Su3,right,app,0.298925536,FALSE,Su3,MB,app,Su3_right
app_SUB_left,0.915528437,SUB,left,app,0.915528437,FALSE,SUB,HPF,app,SUB_left
app_SUB_right,0.903056982,SUB,right,app,0.903056982,FALSE,SUB,HPF,app,SUB_right
app_SUM_left,0.561396664,SUM,left,app,0.561396664,FALSE,SUM,HY,app,SUM_left
app_SUM_right,0.467392365,SUM,right,app,0.467392365,FALSE,SUM,HY,app,SUM_right
app_sup_left,0.298354906,sup,left,app,0.298354906,TRUE,sup,fiber tracts,app,sup_left
app_sup_right,0.276374406,sup,right,app,0.276374406,TRUE,sup,fiber tracts,app,sup_right
app_sV_left,-0.659286762,sV,left,app,0,TRUE,sV,fiber tracts,app,sV_left
app_sV_right,-1.027711991,sV,right,app,0,TRUE,sV,fiber tracts,app,sV_right
app_tb_left,-0.12528955,tb,left,app,0,TRUE,tb,fiber tracts,app,tb_left
app_TEa_left,1.053889108,TEa,left,app,1,FALSE,TEa,Isocortex,app,TEa_left
app_TEa_right,0.961321809,TEa,right,app,0.961321809,FALSE,TEa,Isocortex,app,TEa_right
app_TH_left,0.559179561,TH,left,app,0.559179561,FALSE,TH,TH,app,TH_left
app_TH_right,0.557130468,TH,right,app,0.557130468,FALSE,TH,TH,app,TH_right
app_TR_left,1.139497893,TR,left,app,1,FALSE,TR,OLF,app,TR_left
app_TR_right,1.095246569,TR,right,app,1,FALSE,TR,OLF,app,TR_right
app_TRN_left,0.454089266,TRN,left,app,0.454089266,FALSE,TRN,P,app,TRN_left
app_TRN_right,0.494721069,TRN,right,app,0.494721069,FALSE,TRN,P,app,TRN_right
app_tspc_left,0.38322814,tspc,left,app,0.38322814,TRUE,tspc,fiber tracts,app,tspc_left
app_tspc_right,0.156796994,tspc,right,app,0.156796994,TRUE,tspc,fiber tracts,app,tspc_right
app_TT_left,0.584511256,TT,left,app,0.584511256,FALSE,TT,OLF,app,TT_left
app_TT_right,0.566305841,TT,right,app,0.566305841,FALSE,TT,OLF,app,TT_right
app_TU_left,0.679247189,TU,left,app,0.679247189,FALSE,TU,HY,app,TU_left
app_TU_right,0.693617983,TU,right,app,0.693617983,FALSE,TU,HY,app,TU_right
app_V3_left,-0.59736822,V3,left,app,0,TRUE,V3,VS,app,V3_left
app_V3_right,-0.13370918,V3,right,app,0,TRUE,V3,VS,app,V3_right
app_VAL_left,0.676584138,VAL,left,app,0.676584138,FALSE,VAL,TH,app,VAL_left
app_VAL_right,0.605820482,VAL,right,app,0.605820482,FALSE,VAL,TH,app,VAL_right
app_VISa_left,1.036949827,VISa,left,app,1,FALSE,VISa,Isocortex,app,VISa_left
app_VISa_right,0.94700746,VISa,right,app,0.94700746,FALSE,VISa,Isocortex,app,VISa_right
app_VISal_left,1.110791261,VISal,left,app,1,FALSE,VISal,Isocortex,app,VISal_left
app_VISal_right,0.998270644,VISal,right,app,0.998270644,FALSE,VISal,Isocortex,app,VISal_right
app_VISam_left,0.972759737,VISam,left,app,0.972759737,FALSE,VISam,Isocortex,app,VISam_left
app_VISam_right,0.843861991,VISam,right,app,0.843861991,FALSE,VISam,Isocortex,app,VISam_right
app_VISC_left,1.037635623,VISC,left,app,1,FALSE,VISC,Isocortex,app,VISC_left
app_VISC_right,0.932013668,VISC,right,app,0.932013668,FALSE,VISC,Isocortex,app,VISC_right
app_VISl_left,1.016662931,VISl,left,app,1,FALSE,VISl,Isocortex,app,VISl_left
app_VISl_right,0.931924449,VISl,right,app,0.931924449,FALSE,VISl,Isocortex,app,VISl_right
app_VISli_left,0.976281049,VISli,left,app,0.976281049,FALSE,VISli,Isocortex,app,VISli_left
app_VISli_right,0.884940009,VISli,right,app,0.884940009,FALSE,VISli,Isocortex,app,VISli_right
app_VISp_left,1.002486613,VISp,left,app,1,FALSE,VISp,Isocortex,app,VISp_left
app_VISp_right,0.937743287,VISp,right,app,0.937743287,FALSE,VISp,Isocortex,app,VISp_right
app_VISpl_left,0.977261319,VISpl,left,app,0.977261319,FALSE,VISpl,Isocortex,app,VISpl_left
app_VISpl_right,0.756214259,VISpl,right,app,0.756214259,FALSE,VISpl,Isocortex,app,VISpl_right
app_VISpm_left,0.972135507,VISpm,left,app,0.972135507,FALSE,VISpm,Isocortex,app,VISpm_left
app_VISpm_right,0.950013086,VISpm,right,app,0.950013086,FALSE,VISpm,Isocortex,app,VISpm_right
app_VISpor_left,1.093751821,VISpor,left,app,1,FALSE,VISpor,Isocortex,app,VISpor_left
app_VISpor_right,0.991041246,VISpor,right,app,0.991041246,FALSE,VISpor,Isocortex,app,VISpor_right
app_VISrl_left,1.066074012,VISrl,left,app,1,FALSE,VISrl,Isocortex,app,VISrl_left
app_VISrl_right,0.878780784,VISrl,right,app,0.878780784,FALSE,VISrl,Isocortex,app,VISrl_right
app_VL_left,-0.01884775,VL,left,app,0,TRUE,VL,VS,app,VL_left
app_VL_right,-0.043556996,VL,right,app,0,TRUE,VL,VS,app,VL_right
app_VM_left,0.564886525,VM,left,app,0.564886525,FALSE,VM,TH,app,VM_left
app_VM_right,0.532109004,VM,right,app,0.532109004,FALSE,VM,TH,app,VM_right
app_VMH_left,0.666267202,VMH,left,app,0.666267202,FALSE,VMH,HY,app,VMH_left
app_VMH_right,0.673454701,VMH,right,app,0.673454701,FALSE,VMH,HY,app,VMH_right
app_VP_left,0.623787977,VP,left,app,0.623787977,FALSE,VP,TH,app,VP_left
app_VP_right,0.528903664,VP,right,app,0.528903664,FALSE,VP,TH,app,VP_right
app_VPL_left,0.613482012,VPL,left,app,0.613482012,FALSE,VPL,TH,app,VPL_left
app_VPL_right,0.638059681,VPL,right,app,0.638059681,FALSE,VPL,TH,app,VPL_right
app_VPM_left,0.646372706,VPM,left,app,0.646372706,FALSE,VPM,TH,app,VPM_left
app_VPM_right,0.593241963,VPM,right,app,0.593241963,FALSE,VPM,TH,app,VPM_right
app_VTA_left,0.372184378,VTA,left,app,0.372184378,FALSE,VTA,MB,app,VTA_left
app_VTA_right,0.394983231,VTA,right,app,0.394983231,FALSE,VTA,MB,app,VTA_right
app_vtd_left,0.124802521,vtd,left,app,0.124802521,TRUE,vtd,fiber tracts,app,vtd_left
app_vtd_right,-0.360681598,vtd,right,app,0,TRUE,vtd,fiber tracts,app,vtd_right
app_Xi_left,0.284704779,Xi,left,app,0.284704779,FALSE,Xi,TH,app,Xi_left
app_Xi_right,0.64733324,Xi,right,app,0.64733324,FALSE,Xi,TH,app,Xi_right
app_ZI_left,0.578907755,ZI,left,app,0.578907755,FALSE,ZI,HY,app,ZI_left
app_ZI_right,0.491353229,ZI,right,app,0.491353229,FALSE,ZI,HY,app,ZI_right
