uniqueID,preLimVal,region,hemi,mouse,treatment,postLimVal,removeRegion,parent,major,x,y
1152_mPFF_BLA_right,28.15908513,BLA,right,1152,mPFF,28.15908513,FALSE,BLA,CTXsp,1152_mPFF,BLA_right
1152_mPFF_BMA_left,5.687906204,BMA,left,1152,mPFF,5.687906204,FALSE,BMA,CTXsp,1152_mPFF,BMA_left
1152_mPFF_BMA_right,27.5436135,BMA,right,1152,mPFF,27.5436135,FALSE,BMA,CTXsp,1152_mPFF,BMA_right
1152_mPFF_CA1_left,13.04738109,CA1,left,1152,mPFF,13.04738109,FALSE,CA1,HPF,1152_mPFF,CA1_left
1152_mPFF_CA1_right,13.15312304,CA1,right,1152,mPFF,13.15312304,FALSE,CA1,HPF,1152_mPFF,CA1_right
1152_mPFF_CA2_left,0,CA2,left,1152,mPFF,0,FALSE,CA2,HPF,1152_mPFF,CA2_left
1152_mPFF_CA2_right,29.93144084,CA2,right,1152,mPFF,29.93144084,FALSE,CA2,HPF,1152_mPFF,CA2_right
1152_mPFF_CA3_left,6.133766712,CA3,left,1152,mPFF,6.133766712,FALSE,CA3,HPF,1152_mPFF,CA3_left
1152_mPFF_CA3_right,11.91398298,CA3,right,1152,mPFF,11.91398298,FALSE,CA3,HPF,1152_mPFF,CA3_right
1152_mPFF_CB_left,0,CB,left,1152,mPFF,0,FALSE,CB,CB,1152_mPFF,CB_left
1152_mPFF_CB_right,0,CB,right,1152,mPFF,0,FALSE,CB,CB,1152_mPFF,CB_right
1152_mPFF_CEA_left,9.162945215,CEA,left,1152,mPFF,9.162945215,FALSE,CEA,STR,1152_mPFF,CEA_left
1152_mPFF_CEA_right,43.49816361,CEA,right,1152,mPFF,43.49816361,FALSE,CEA,STR,1152_mPFF,CEA_right
1152_mPFF_CLA_left,19.8665728,CLA,left,1152,mPFF,19.8665728,FALSE,CLA,CTXsp,1152_mPFF,CLA_left
1152_mPFF_CLA_right,12.8943359,CLA,right,1152,mPFF,12.8943359,FALSE,CLA,CTXsp,1152_mPFF,CLA_right
1152_mPFF_CL_left,5.532781489,CL,left,1152,mPFF,5.532781489,FALSE,CL,TH,1152_mPFF,CL_left
1152_mPFF_CL_right,10.46313978,CL,right,1152,mPFF,10.46313978,FALSE,CL,TH,1152_mPFF,CL_right
1152_mPFF_CM_left,0,CM,left,1152,mPFF,0,FALSE,CM,TH,1152_mPFF,CM_left
1152_mPFF_CM_right,0,CM,right,1152,mPFF,0,FALSE,CM,TH,1152_mPFF,CM_right
1152_mPFF_COA_left,7.3473557,COA,left,1152,mPFF,7.3473557,FALSE,COA,OLF,1152_mPFF,COA_left
1152_mPFF_COA_right,11.09919691,COA,right,1152,mPFF,11.09919691,FALSE,COA,OLF,1152_mPFF,COA_right
1152_mPFF_COAp_right,0,COAp,right,1152,mPFF,0,FALSE,COA,OLF,1152_mPFF,COAp_right
1152_mPFF_CP_left,1.766871162,CP,left,1152,mPFF,1.766871162,FALSE,CP,STR,1152_mPFF,CP_left
1152_mPFF_CP_right,2.058446933,CP,right,1152,mPFF,2.058446933,FALSE,CP,STR,1152_mPFF,CP_right
1152_mPFF_CS_left,0,CS,left,1152,mPFF,0,FALSE,CS,P,1152_mPFF,CS_left
1152_mPFF_CS_right,0,CS,right,1152,mPFF,0,FALSE,CS,P,1152_mPFF,CS_right
1152_mPFF_CTXsp_left,0,CTXsp,left,1152,mPFF,0,FALSE,CTXsp,CTXsp,1152_mPFF,CTXsp_left
1152_mPFF_CTXsp_right,25.35858182,CTXsp,right,1152,mPFF,25.35858182,FALSE,CTXsp,CTXsp,1152_mPFF,CTXsp_right
1152_mPFF_DG_left,0,DG,left,1152,mPFF,0,FALSE,DG,HPF,1152_mPFF,DG_left
1152_mPFF_DG_right,1.77263873,DG,right,1152,mPFF,1.77263873,FALSE,DG,HPF,1152_mPFF,DG_right
1152_mPFF_DMH_left,3.511188253,DMH,left,1152,mPFF,3.511188253,FALSE,DMH,HY,1152_mPFF,DMH_left
1152_mPFF_DMH_right,0,DMH,right,1152,mPFF,0,FALSE,DMH,HY,1152_mPFF,DMH_right
1152_mPFF_DR_left,0,DR,left,1152,mPFF,0,FALSE,DR,MB,1152_mPFF,DR_left
1152_mPFF_DR_right,0,DR,right,1152,mPFF,0,FALSE,DR,MB,1152_mPFF,DR_right
1152_mPFF_ECT_right,10.63785748,ECT,right,1152,mPFF,10.63785748,FALSE,ECT,Isocortex,1152_mPFF,ECT_right
1152_mPFF_ENTl_left,5.910738435,ENTl,left,1152,mPFF,5.910738435,FALSE,ENT,HPF,1152_mPFF,ENTl_left
1152_mPFF_ENTl_right,9.278532572,ENTl,right,1152,mPFF,9.278532572,FALSE,ENT,HPF,1152_mPFF,ENTl_right
1152_mPFF_ENTm_left,13.08831403,ENTm,left,1152,mPFF,13.08831403,FALSE,ENT,HPF,1152_mPFF,ENTm_left
1152_mPFF_ENTm_right,12.50354932,ENTm,right,1152,mPFF,12.50354932,FALSE,ENT,HPF,1152_mPFF,ENTm_right
1152_mPFF_EP_left,3.55639341,EP,left,1152,mPFF,3.55639341,FALSE,EP,CTXsp,1152_mPFF,EP_left
1152_mPFF_EP_right,15.70620289,EP,right,1152,mPFF,15.70620289,FALSE,EP,CTXsp,1152_mPFF,EP_right
1152_mPFF_Eth_left,35.11188253,Eth,left,1152,mPFF,35.11188253,FALSE,Eth,TH,1152_mPFF,Eth_left
1152_mPFF_Eth_right,71.135762,Eth,right,1152,mPFF,71.135762,FALSE,Eth,TH,1152_mPFF,Eth_right
1152_mPFF_FC_left,0,FC,left,1152,mPFF,0,FALSE,FC,HPF,1152_mPFF,FC_left
1152_mPFF_FC_right,0,FC,right,1152,mPFF,0,FALSE,FC,HPF,1152_mPFF,FC_right
1152_mPFF_GU_left,14.28154044,GU,left,1152,mPFF,14.28154044,FALSE,GU,Isocortex,1152_mPFF,GU_left
1152_mPFF_GU_right,22.55795131,GU,right,1152,mPFF,22.55795131,FALSE,GU,Isocortex,1152_mPFF,GU_right
1152_mPFF_HATA_left,8.535505595,HATA,left,1152,mPFF,8.535505595,FALSE,HATA,HPF,1152_mPFF,HATA_left
1152_mPFF_HATA_right,0,HATA,right,1152,mPFF,0,FALSE,HATA,HPF,1152_mPFF,HATA_right
1152_mPFF_HPF_left,1.345894258,HPF,left,1152,mPFF,1.345894258,FALSE,HPF,HPF,1152_mPFF,HPF_left
1152_mPFF_HPF_right,3.297962573,HPF,right,1152,mPFF,3.297962573,FALSE,HPF,HPF,1152_mPFF,HPF_right
1152_mPFF_HY_left,0,HY,left,1152,mPFF,0,FALSE,HY,HY,1152_mPFF,HY_left
1152_mPFF_HY_right,0,HY,right,1152,mPFF,0,FALSE,HY,HY,1152_mPFF,HY_right
1152_mPFF_IA_right,0,IA,right,1152,mPFF,0,FALSE,IA,STR,1152_mPFF,IA_right
1152_mPFF_IC_left,1.668800773,IC,left,1152,mPFF,1.668800773,FALSE,IC,MB,1152_mPFF,IC_left
1152_mPFF_IC_right,2.946566854,IC,right,1152,mPFF,2.946566854,FALSE,IC,MB,1152_mPFF,IC_right
1152_mPFF_IG_left,53.10277061,IG,left,1152,mPFF,53.10277061,FALSE,IG,HPF,1152_mPFF,IG_left
1152_mPFF_IG_right,18.84160861,IG,right,1152,mPFF,18.84160861,FALSE,IG,HPF,1152_mPFF,IG_right
1152_mPFF_IIn_left,0,IIn,left,1152,mPFF,0,TRUE,IIn,fiber tracts,1152_mPFF,IIn_left
1152_mPFF_IIn_right,0,IIn,right,1152,mPFF,0,TRUE,IIn,fiber tracts,1152_mPFF,IIn_right
1152_mPFF_IMD_left,0,IMD,left,1152,mPFF,0,FALSE,IMD,TH,1152_mPFF,IMD_left
1152_mPFF_IMD_right,14.8440479,IMD,right,1152,mPFF,14.8440479,FALSE,IMD,TH,1152_mPFF,IMD_right
1152_mPFF_IV_left,0,IV,left,1152,mPFF,0,FALSE,IV,MB,1152_mPFF,IV_left
1152_mPFF_IV_right,0,IV,right,1152,mPFF,0,FALSE,IV,MB,1152_mPFF,IV_right
1152_mPFF_In_left,0,In,left,1152,mPFF,0,TRUE,In,fiber tracts,1152_mPFF,In_left
1152_mPFF_In_right,0,In,right,1152,mPFF,0,TRUE,In,fiber tracts,1152_mPFF,In_right
1152_mPFF_LA_left,11.09919691,LA,left,1152,mPFF,11.09919691,FALSE,LA,CTXsp,1152_mPFF,LA_left
1152_mPFF_LA_right,9.083671102,LA,right,1152,mPFF,9.083671102,FALSE,LA,CTXsp,1152_mPFF,LA_right
1152_mPFF_LD_left,41.49586117,LD,left,1152,mPFF,41.49586117,FALSE,LD,TH,1152_mPFF,LD_left
1152_mPFF_LGd_left,0,LGd,left,1152,mPFF,0,FALSE,LGd,TH,1152_mPFF,LGd_left
1152_mPFF_LGd_right,17.79549602,LGd,right,1152,mPFF,17.79549602,FALSE,LGd,TH,1152_mPFF,LGd_right
1152_mPFF_LGv_left,0,LGv,left,1152,mPFF,0,FALSE,LGv,TH,1152_mPFF,LGv_left
1152_mPFF_LGv_right,0,LGv,right,1152,mPFF,0,FALSE,LGv,TH,1152_mPFF,LGv_right
1152_mPFF_LHA_left,0,LHA,left,1152,mPFF,0,FALSE,LHA,HY,1152_mPFF,LHA_left
1152_mPFF_LHA_right,0,LHA,right,1152,mPFF,0,FALSE,LHA,HY,1152_mPFF,LHA_right
1152_mPFF_LH_left,0,LH,left,1152,mPFF,0,FALSE,LH,TH,1152_mPFF,LH_left
1152_mPFF_LH_right,0,LH,right,1152,mPFF,0,FALSE,LH,TH,1152_mPFF,LH_right
1152_mPFF_LPO_left,0,LPO,left,1152,mPFF,0,FALSE,LPO,HY,1152_mPFF,LPO_left
1152_mPFF_LPO_right,0,LPO,right,1152,mPFF,0,FALSE,LPO,HY,1152_mPFF,LPO_right
1152_mPFF_LP_left,18.65194214,LP,left,1152,mPFF,18.65194214,FALSE,LP,TH,1152_mPFF,LP_left
1152_mPFF_LP_right,9.334447298,LP,right,1152,mPFF,9.334447298,FALSE,LP,TH,1152_mPFF,LP_right
1152_mPFF_LS_left,11.05255591,LS,left,1152,mPFF,11.05255591,FALSE,LS,STR,1152_mPFF,LS_left
1152_mPFF_LS_right,11.01497942,LS,right,1152,mPFF,11.01497942,FALSE,LS,STR,1152_mPFF,LS_right
1152_mPFF_MB_left,2.0425518,MB,left,1152,mPFF,2.0425518,FALSE,MB,MB,1152_mPFF,MB_left
1152_mPFF_MB_right,0,MB,right,1152,mPFF,0,FALSE,MB,MB,1152_mPFF,MB_right
1152_mPFF_MD_left,7.288694177,MD,left,1152,mPFF,7.288694177,FALSE,MD,TH,1152_mPFF,MD_left
1152_mPFF_MD_right,13.06822622,MD,right,1152,mPFF,13.06822622,FALSE,MD,TH,1152_mPFF,MD_right
1152_mPFF_MEA_left,20.93827857,MEA,left,1152,mPFF,20.93827857,FALSE,MEA,STR,1152_mPFF,MEA_left
1152_mPFF_MEA_right,11.69563062,MEA,right,1152,mPFF,11.69563062,FALSE,MEA,STR,1152_mPFF,MEA_right
1152_mPFF_ME_left,0,ME,left,1152,mPFF,0,FALSE,ME,HY,1152_mPFF,ME_left
1152_mPFF_ME_right,0,ME,right,1152,mPFF,0,FALSE,ME,HY,1152_mPFF,ME_right
1152_mPFF_MH_left,0,MH,left,1152,mPFF,0,FALSE,MH,TH,1152_mPFF,MH_left
1152_mPFF_MH_right,0,MH,right,1152,mPFF,0,FALSE,MH,TH,1152_mPFF,MH_right
1152_mPFF_MOp_left,22.56611297,MOp,left,1152,mPFF,22.56611297,FALSE,MOp,Isocortex,1152_mPFF,MOp_left
1152_mPFF_MOp_right,10.8839399,MOp,right,1152,mPFF,10.8839399,FALSE,MOp,Isocortex,1152_mPFF,MOp_right
1152_mPFF_MOs_left,20.07196591,MOs,left,1152,mPFF,20.07196591,FALSE,MOs,Isocortex,1152_mPFF,MOs_left
1152_mPFF_MOs_right,13.87490918,MOs,right,1152,mPFF,13.87490918,FALSE,MOs,Isocortex,1152_mPFF,MOs_right
1152_mPFF_MRN_left,1.957038997,MRN,left,1152,mPFF,1.957038997,FALSE,MRN,MB,1152_mPFF,MRN_left
1152_mPFF_MRN_right,1.04578736,MRN,right,1152,mPFF,1.04578736,FALSE,MRN,MB,1152_mPFF,MRN_right
1152_mPFF_MS_left,9.0229837,MS,left,1152,mPFF,9.0229837,FALSE,MS,PAL,1152_mPFF,MS_left
1152_mPFF_MS_right,11.27814253,MS,right,1152,mPFF,11.27814253,FALSE,MS,PAL,1152_mPFF,MS_right
1152_mPFF_NDB_left,0,NDB,left,1152,mPFF,0,FALSE,NDB,PAL,1152_mPFF,NDB_left
1152_mPFF_NDB_right,2.298667095,NDB,right,1152,mPFF,2.298667095,FALSE,NDB,PAL,1152_mPFF,NDB_right
1152_mPFF_NLL_left,0,NLL,left,1152,mPFF,0,FALSE,NLL,P,1152_mPFF,NLL_left
1152_mPFF_NLL_right,1.306598076,NLL,right,1152,mPFF,1.306598076,FALSE,NLL,P,1152_mPFF,NLL_right
1152_mPFF_OLF_left,7.958469777,OLF,left,1152,mPFF,7.958469777,FALSE,OLF,OLF,1152_mPFF,OLF_left
1152_mPFF_OLF_right,20.78538884,OLF,right,1152,mPFF,20.78538884,FALSE,OLF,OLF,1152_mPFF,OLF_right
1152_mPFF_OT_left,0,OT,left,1152,mPFF,0,FALSE,OT,STR,1152_mPFF,OT_left
1152_mPFF_OT_right,0,OT,right,1152,mPFF,0,FALSE,OT,STR,1152_mPFF,OT_right
1152_mPFF_PAA_left,10.78238912,PAA,left,1152,mPFF,10.78238912,FALSE,PAA,OLF,1152_mPFF,PAA_left
1152_mPFF_PAA_right,33.57826007,PAA,right,1152,mPFF,33.57826007,FALSE,PAA,OLF,1152_mPFF,PAA_right
1152_mPFF_PAG_left,1.483823393,PAG,left,1152,mPFF,1.483823393,FALSE,PAG,MB,1152_mPFF,PAG_left
1152_mPFF_PAG_right,0.961755125,PAG,right,1152,mPFF,0.961755125,FALSE,PAG,MB,1152_mPFF,PAG_right
1152_mPFF_PAL_left,0,PAL,left,1152,mPFF,0,FALSE,PAL,PAL,1152_mPFF,PAL_left
1152_mPFF_PAL_right,4.55884617,PAL,right,1152,mPFF,4.55884617,FALSE,PAL,PAL,1152_mPFF,PAL_right
1152_mPFF_PALd_left,0,PALd,left,1152,mPFF,0,FALSE,PAL,PAL,1152_mPFF,PALd_left
1152_mPFF_PALd_right,0,PALd,right,1152,mPFF,0,FALSE,PAL,PAL,1152_mPFF,PALd_right
1152_mPFF_PAR_left,8.633690998,PAR,left,1152,mPFF,8.633690998,FALSE,PAR,HPF,1152_mPFF,PAR_left
1152_mPFF_PAR_right,6.341407436,PAR,right,1152,mPFF,6.341407436,FALSE,PAR,HPF,1152_mPFF,PAR_right
1152_mPFF_PBG_left,0,PBG,left,1152,mPFF,0,FALSE,PBG,MB,1152_mPFF,PBG_left
1152_mPFF_PBG_right,0,PBG,right,1152,mPFF,0,FALSE,PBG,MB,1152_mPFF,PBG_right
1152_mPFF_PCN_left,8.571914983,PCN,left,1152,mPFF,8.571914983,FALSE,PCN,TH,1152_mPFF,PCN_left
1152_mPFF_PCN_right,9.559255976,PCN,right,1152,mPFF,9.559255976,FALSE,PCN,TH,1152_mPFF,PCN_right
1152_mPFF_PERI_left,22.63764527,PERI,left,1152,mPFF,22.63764527,FALSE,PERI,Isocortex,1152_mPFF,PERI_left
1152_mPFF_PERI_right,4.96821195,PERI,right,1152,mPFF,4.96821195,FALSE,PERI,Isocortex,1152_mPFF,PERI_right
1152_mPFF_PG_left,2.804239212,PG,left,1152,mPFF,2.804239212,FALSE,PG,P,1152_mPFF,PG_left
1152_mPFF_PG_right,3.019747755,PG,right,1152,mPFF,3.019747755,FALSE,PG,P,1152_mPFF,PG_right
1152_mPFF_PIR_left,10.10687688,PIR,left,1152,mPFF,10.10687688,FALSE,PIR,OLF,1152_mPFF,PIR_left
1152_mPFF_PIR_right,16.10169388,PIR,right,1152,mPFF,16.10169388,FALSE,PIR,OLF,1152_mPFF,PIR_right
1152_mPFF_POST_left,43.35538963,POST,left,1152,mPFF,43.35538963,FALSE,POST,HPF,1152_mPFF,POST_left
1152_mPFF_POST_right,21.84611921,POST,right,1152,mPFF,21.84611921,FALSE,POST,HPF,1152_mPFF,POST_right
1152_mPFF_PO_left,26.25816718,PO,left,1152,mPFF,26.25816718,FALSE,PO,TH,1152_mPFF,PO_left
1152_mPFF_PO_right,21.16014113,PO,right,1152,mPFF,21.16014113,FALSE,PO,TH,1152_mPFF,PO_right
1152_mPFF_PPN_left,0,PPN,left,1152,mPFF,0,FALSE,PPN,MB,1152_mPFF,PPN_left
1152_mPFF_PPN_right,0,PPN,right,1152,mPFF,0,FALSE,PPN,MB,1152_mPFF,PPN_right
1152_mPFF_PRE_left,8.369759722,PRE,left,1152,mPFF,8.369759722,FALSE,PRE,HPF,1152_mPFF,PRE_left
1152_mPFF_PRE_right,9.18255909,PRE,right,1152,mPFF,9.18255909,FALSE,PRE,HPF,1152_mPFF,PRE_right
1152_mPFF_PRNr_left,1.262952499,PRNr,left,1152,mPFF,1.262952499,FALSE,PRNr,P,1152_mPFF,PRNr_left
1152_mPFF_PRNr_right,3.055645244,PRNr,right,1152,mPFF,3.055645244,FALSE,PRNr,P,1152_mPFF,PRNr_right
1152_mPFF_PR_left,0,PR,left,1152,mPFF,0,FALSE,PR,TH,1152_mPFF,PR_left
1152_mPFF_PR_right,0,PR,right,1152,mPFF,0,FALSE,PR,TH,1152_mPFF,PR_right
1152_mPFF_PST_right,0,PST,right,1152,mPFF,0,FALSE,PST,HY,1152_mPFF,PST_right
1152_mPFF_PVT_left,0,PVT,left,1152,mPFF,0,FALSE,PVT,TH,1152_mPFF,PVT_left
1152_mPFF_PVT_right,0,PVT,right,1152,mPFF,0,FALSE,PVT,TH,1152_mPFF,PVT_right
1152_mPFF_PVZ_left,0,PVZ,left,1152,mPFF,0,FALSE,PVZ,HY,1152_mPFF,PVZ_left
1152_mPFF_PVZ_right,0,PVZ,right,1152,mPFF,0,FALSE,PVZ,HY,1152_mPFF,PVZ_right
1152_mPFF_P_left,3.077431571,P,left,1152,mPFF,3.077431571,FALSE,P,P,1152_mPFF,P_left
1152_mPFF_P_right,2.3428454,P,right,1152,mPFF,2.3428454,FALSE,P,P,1152_mPFF,P_right
1152_mPFF_Pa4_left,0,Pa4,left,1152,mPFF,0,FALSE,Pa4,MB,1152_mPFF,Pa4_left
1152_mPFF_Pa4_right,0,Pa4,right,1152,mPFF,0,FALSE,Pa4,MB,1152_mPFF,Pa4_right
1152_mPFF_PeF_left,0,PeF,left,1152,mPFF,0,FALSE,PeF,HY,1152_mPFF,PeF_left
1152_mPFF_PeF_right,0,PeF,right,1152,mPFF,0,FALSE,PeF,HY,1152_mPFF,PeF_right
1152_mPFF_RE_left,0,RE,left,1152,mPFF,0,FALSE,RE,TH,1152_mPFF,RE_left
1152_mPFF_RE_right,0,RE,right,1152,mPFF,0,FALSE,RE,TH,1152_mPFF,RE_right
1152_mPFF_RH_left,0,RH,left,1152,mPFF,0,FALSE,RH,TH,1152_mPFF,RH_left
1152_mPFF_RH_right,0,RH,right,1152,mPFF,0,FALSE,RH,TH,1152_mPFF,RH_right
1152_mPFF_RSPagl_left,37.83719671,RSPagl,left,1152,mPFF,37.83719671,FALSE,RSP,Isocortex,1152_mPFF,RSPagl_left
1152_mPFF_RSPagl_right,31.98385568,RSPagl,right,1152,mPFF,31.98385568,FALSE,RSP,Isocortex,1152_mPFF,RSPagl_right
1152_mPFF_RSPd_left,46.90103985,RSPd,left,1152,mPFF,46.90103985,FALSE,RSP,Isocortex,1152_mPFF,RSPd_left
1152_mPFF_RSPd_right,19.66718624,RSPd,right,1152,mPFF,19.66718624,FALSE,RSP,Isocortex,1152_mPFF,RSPd_right
1152_mPFF_RSPv_left,15.59593127,RSPv,left,1152,mPFF,15.59593127,FALSE,RSP,Isocortex,1152_mPFF,RSPv_left
1152_mPFF_RSPv_right,23.56013703,RSPv,right,1152,mPFF,23.56013703,FALSE,RSP,Isocortex,1152_mPFF,RSPv_right
1152_mPFF_RT_left,6.463072182,RT,left,1152,mPFF,6.463072182,FALSE,RT,TH,1152_mPFF,RT_left
1152_mPFF_RT_right,16.59834447,RT,right,1152,mPFF,16.59834447,FALSE,RT,TH,1152_mPFF,RT_right
1152_mPFF_SAG_left,0,SAG,left,1152,mPFF,0,FALSE,SAG,MB,1152_mPFF,SAG_left
1152_mPFF_SAG_right,0,SAG,right,1152,mPFF,0,FALSE,SAG,MB,1152_mPFF,SAG_right
1152_mPFF_SCm_left,1.816179108,SCm,left,1152,mPFF,1.816179108,FALSE,MBmot,MB,1152_mPFF,SCm_left
1152_mPFF_SCm_right,1.654367901,SCm,right,1152,mPFF,1.654367901,FALSE,MBmot,MB,1152_mPFF,SCm_right
1152_mPFF_SCs_left,0,SCs,left,1152,mPFF,0,FALSE,MBsen,MB,1152_mPFF,SCs_left
1152_mPFF_SCs_right,1.394018316,SCs,right,1152,mPFF,1.394018316,FALSE,MBsen,MB,1152_mPFF,SCs_right
1152_mPFF_SEZ_left,0,SEZ,left,1152,mPFF,0,TRUE,SEZ,VS,1152_mPFF,SEZ_left
1152_mPFF_SEZ_right,0,SEZ,right,1152,mPFF,0,TRUE,SEZ,VS,1152_mPFF,SEZ_right
1152_mPFF_SH_left,170.5520841,SH,left,1152,mPFF,170.5520841,FALSE,SH,STR,1152_mPFF,SH_left
1152_mPFF_SH_right,75.63614164,SH,right,1152,mPFF,75.63614164,FALSE,SH,STR,1152_mPFF,SH_right
1152_mPFF_SI_left,0,SI,left,1152,mPFF,0,FALSE,SI,PAL,1152_mPFF,SI_left
1152_mPFF_SI_right,1.559927599,SI,right,1152,mPFF,1.559927599,FALSE,SI,PAL,1152_mPFF,SI_right
1152_mPFF_SMT_left,0,SMT,left,1152,mPFF,0,FALSE,SMT,TH,1152_mPFF,SMT_left
1152_mPFF_SMT_right,8.337067997,SMT,right,1152,mPFF,8.337067997,FALSE,SMT,TH,1152_mPFF,SMT_right
1152_mPFF_SSp-bfd_left,27.27056875,SSp-bfd,left,1152,mPFF,27.27056875,FALSE,SSp,Isocortex,1152_mPFF,SSp-bfd_left
1152_mPFF_SSp-bfd_right,28.86869477,SSp-bfd,right,1152,mPFF,28.86869477,FALSE,SSp,Isocortex,1152_mPFF,SSp-bfd_right
1152_mPFF_SSp-m_left,21.45154397,SSp-m,left,1152,mPFF,21.45154397,FALSE,SSp,Isocortex,1152_mPFF,SSp-m_left
1152_mPFF_SSp-m_right,15.69873954,SSp-m,right,1152,mPFF,15.69873954,FALSE,SSp,Isocortex,1152_mPFF,SSp-m_right
1152_mPFF_SSp-tr_left,0,SSp-tr,left,1152,mPFF,0,FALSE,SSp,Isocortex,1152_mPFF,SSp-tr_left
1152_mPFF_SSp-ul_left,44.9900457,SSp-ul,left,1152,mPFF,44.9900457,FALSE,SSp,Isocortex,1152_mPFF,SSp-ul_left
1152_mPFF_SSp-ul_right,19.13677225,SSp-ul,right,1152,mPFF,19.13677225,FALSE,SSp,Isocortex,1152_mPFF,SSp-ul_right
1152_mPFF_SSp-un_right,0,SSp-un,right,1152,mPFF,0,FALSE,SSp,Isocortex,1152_mPFF,SSp-un_right
1152_mPFF_SSs_left,7.932921366,SSs,left,1152,mPFF,7.932921366,FALSE,SSs,Isocortex,1152_mPFF,SSs_left
1152_mPFF_SSs_right,22.12727195,SSs,right,1152,mPFF,22.12727195,FALSE,SSs,Isocortex,1152_mPFF,SSs_right
1152_mPFF_STN_right,0,STN,right,1152,mPFF,0,FALSE,STN,HY,1152_mPFF,STN_right
1152_mPFF_STR_left,9.425786863,STR,left,1152,mPFF,9.425786863,FALSE,STR,STR,1152_mPFF,STR_left
1152_mPFF_STR_right,10.65438714,STR,right,1152,mPFF,10.65438714,FALSE,STR,STR,1152_mPFF,STR_right
1152_mPFF_SUB_left,3.616241138,SUB,left,1152,mPFF,3.616241138,FALSE,SUB,HPF,1152_mPFF,SUB_left
