uniqueID,preLimVal,region,hemi,mouse,genotype,mpi,postLimVal,removeRegion,parent,major,x,y
2337_app_9_MB_left,-0.740387185,MB,left,2337,app,9,-0.740387185,FALSE,MB,MB,2337_app_9,MB_left
2337_app_9_MB_right,-0.573283345,MB,right,2337,app,9,-0.573283345,FALSE,MB,MB,2337_app_9,MB_right
2337_app_9_MBmot_left,-1.267449969,MBmot,left,2337,app,9,-1.267449969,FALSE,MB,MB,2337_app_9,MBmot_left
2337_app_9_MBmot_right,-0.779803771,MBmot,right,2337,app,9,-0.779803771,FALSE,MB,MB,2337_app_9,MBmot_right
2337_app_9_MBsta_left,-1.379948729,MBsta,left,2337,app,9,-1.379948729,FALSE,MB,MB,2337_app_9,MBsta_left
2337_app_9_MBsta_right,-1.06590278,MBsta,right,2337,app,9,-1.06590278,FALSE,MB,MB,2337_app_9,MBsta_right
2337_app_9_MD_left,-1.338027149,MD,left,2337,app,9,-1.338027149,FALSE,MD,TH,2337_app_9,MD_left
2337_app_9_MD_right,-1.151575322,MD,right,2337,app,9,-1.151575322,FALSE,MD,TH,2337_app_9,MD_right
2337_app_9_MEA_left,-0.964702042,MEA,left,2337,app,9,-0.964702042,FALSE,MEA,STR,2337_app_9,MEA_left
2337_app_9_MEA_right,-0.589322584,MEA,right,2337,app,9,-0.589322584,FALSE,MEA,STR,2337_app_9,MEA_right
2337_app_9_ME_left,0.153410746,ME,left,2337,app,9,0.153410746,FALSE,ME,HY,2337_app_9,ME_left
2337_app_9_ME_right,0.351731963,ME,right,2337,app,9,0.351731963,FALSE,ME,HY,2337_app_9,ME_right
2337_app_9_MG_left,-0.97204316,MG,left,2337,app,9,-0.97204316,FALSE,MG,TH,2337_app_9,MG_left
2337_app_9_MG_right,-0.751466213,MG,right,2337,app,9,-0.751466213,FALSE,MG,TH,2337_app_9,MG_right
2337_app_9_MH_left,-0.028602247,MH,left,2337,app,9,-0.028602247,FALSE,MH,TH,2337_app_9,MH_left
2337_app_9_MH_right,-0.132441921,MH,right,2337,app,9,-0.132441921,FALSE,MH,TH,2337_app_9,MH_right
2337_app_9_MM_left,-0.18419368,MM,left,2337,app,9,-0.18419368,FALSE,MM,HY,2337_app_9,MM_left
2337_app_9_MM_right,-0.0470793,MM,right,2337,app,9,-0.0470793,FALSE,MM,HY,2337_app_9,MM_right
2337_app_9_MOp_left,-1.53393685,MOp,left,2337,app,9,-1.53393685,FALSE,MOp,Isocortex,2337_app_9,MOp_left
2337_app_9_MOp_right,-1.483956921,MOp,right,2337,app,9,-1.483956921,FALSE,MOp,Isocortex,2337_app_9,MOp_right
2337_app_9_MOs_left,-1.354839188,MOs,left,2337,app,9,-1.354839188,FALSE,MOs,Isocortex,2337_app_9,MOs_left
2337_app_9_MOs_right,-1.176679114,MOs,right,2337,app,9,-1.176679114,FALSE,MOs,Isocortex,2337_app_9,MOs_right
2337_app_9_MRN_left,-1.057400072,MRN,left,2337,app,9,-1.057400072,FALSE,MRN,MB,2337_app_9,MRN_left
2337_app_9_MRN_right,-0.825799307,MRN,right,2337,app,9,-0.825799307,FALSE,MRN,MB,2337_app_9,MRN_right
2337_app_9_MS_left,0.66576769,MS,left,2337,app,9,0.66576769,FALSE,MS,PAL,2337_app_9,MS_left
2337_app_9_MS_right,0.878253337,MS,right,2337,app,9,0.878253337,FALSE,MS,PAL,2337_app_9,MS_right
2337_app_9_MT_left,-0.537749607,MT,left,2337,app,9,-0.537749607,FALSE,MT,MB,2337_app_9,MT_left
2337_app_9_MT_right,-0.703512236,MT,right,2337,app,9,-0.703512236,FALSE,MT,MB,2337_app_9,MT_right
2337_app_9_NB_left,-1.485083316,NB,left,2337,app,9,-1.485083316,FALSE,NB,MB,2337_app_9,NB_left
2337_app_9_NB_right,-1.050829017,NB,right,2337,app,9,-1.050829017,FALSE,NB,MB,2337_app_9,NB_right
2337_app_9_NDB_left,0.566712726,NDB,left,2337,app,9,0.566712726,FALSE,NDB,PAL,2337_app_9,NDB_left
2337_app_9_NDB_right,0.914140165,NDB,right,2337,app,9,0.914140165,FALSE,NDB,PAL,2337_app_9,NDB_right
2337_app_9_ND_left,-1.546176897,ND,left,2337,app,9,-1.546176897,FALSE,ND,MB,2337_app_9,ND_left
2337_app_9_ND_right,-1.038068273,ND,right,2337,app,9,-1.038068273,FALSE,ND,MB,2337_app_9,ND_right
2337_app_9_NLL_left,-1.559977465,NLL,left,2337,app,9,-1.559977465,FALSE,NLL,P,2337_app_9,NLL_left
2337_app_9_NLL_right,-1.102984787,NLL,right,2337,app,9,-1.102984787,FALSE,NLL,P,2337_app_9,NLL_right
2337_app_9_OLF_left,-1.067492737,OLF,left,2337,app,9,-1.067492737,FALSE,OLF,OLF,2337_app_9,OLF_left
2337_app_9_OLF_right,-0.94831044,OLF,right,2337,app,9,-0.94831044,FALSE,OLF,OLF,2337_app_9,OLF_right
2337_app_9_ORBl_left,-1.792659609,ORBl,left,2337,app,9,-1.792659609,FALSE,ORB,Isocortex,2337_app_9,ORBl_left
2337_app_9_ORBl_right,-1.276595252,ORBl,right,2337,app,9,-1.276595252,FALSE,ORB,Isocortex,2337_app_9,ORBl_right
2337_app_9_ORBm_left,-1.594189594,ORBm,left,2337,app,9,-1.594189594,FALSE,ORB,Isocortex,2337_app_9,ORBm_left
2337_app_9_ORBm_right,-0.746385666,ORBm,right,2337,app,9,-0.746385666,FALSE,ORB,Isocortex,2337_app_9,ORBm_right
2337_app_9_ORBvl_left,-1.544485682,ORBvl,left,2337,app,9,-1.544485682,FALSE,ORB,Isocortex,2337_app_9,ORBvl_left
2337_app_9_ORBvl_right,-0.625271904,ORBvl,right,2337,app,9,-0.625271904,FALSE,ORB,Isocortex,2337_app_9,ORBvl_right
2337_app_9_OT_left,-1.089369623,OT,left,2337,app,9,-1.089369623,FALSE,OT,STR,2337_app_9,OT_left
2337_app_9_OT_right,-0.791184324,OT,right,2337,app,9,-0.791184324,FALSE,OT,STR,2337_app_9,OT_right
2337_app_9_PAA_left,-1.104497431,PAA,left,2337,app,9,-1.104497431,FALSE,PAA,OLF,2337_app_9,PAA_left
2337_app_9_PAA_right,-0.944053526,PAA,right,2337,app,9,-0.944053526,FALSE,PAA,OLF,2337_app_9,PAA_right
2337_app_9_PAG_left,-0.98881061,PAG,left,2337,app,9,-0.98881061,FALSE,PAG,MB,2337_app_9,PAG_left
2337_app_9_PAG_right,-0.851451494,PAG,right,2337,app,9,-0.851451494,FALSE,PAG,MB,2337_app_9,PAG_right
2337_app_9_PAL_left,-0.178323746,PAL,left,2337,app,9,-0.178323746,FALSE,PAL,PAL,2337_app_9,PAL_left
2337_app_9_PAL_right,-0.012287115,PAL,right,2337,app,9,-0.012287115,FALSE,PAL,PAL,2337_app_9,PAL_right
2337_app_9_PALd_left,-1.327393322,PALd,left,2337,app,9,-1.327393322,FALSE,PAL,PAL,2337_app_9,PALd_left
2337_app_9_PALd_right,-0.495629862,PALd,right,2337,app,9,-0.495629862,FALSE,PAL,PAL,2337_app_9,PALd_right
2337_app_9_PAR_left,0.488590518,PAR,left,2337,app,9,0.488590518,FALSE,PAR,HPF,2337_app_9,PAR_left
2337_app_9_PAR_right,1.098219797,PAR,right,2337,app,9,1.098219797,FALSE,PAR,HPF,2337_app_9,PAR_right
2337_app_9_PA_left,-0.397074202,PA,left,2337,app,9,-0.397074202,FALSE,PA,CTXsp,2337_app_9,PA_left
2337_app_9_PA_right,0.47171495,PA,right,2337,app,9,0.47171495,FALSE,PA,CTXsp,2337_app_9,PA_right
2337_app_9_PBG_left,-1.001666699,PBG,left,2337,app,9,-1.001666699,FALSE,PBG,MB,2337_app_9,PBG_left
2337_app_9_PBG_right,-1.017001281,PBG,right,2337,app,9,-1.017001281,FALSE,PBG,MB,2337_app_9,PBG_right
2337_app_9_PCN_left,-1.70227196,PCN,left,2337,app,9,-1.70227196,FALSE,PCN,TH,2337_app_9,PCN_left
2337_app_9_PCN_right,-1.901733684,PCN,right,2337,app,9,-1.901733684,FALSE,PCN,TH,2337_app_9,PCN_right
2337_app_9_PERI_left,-0.09640021,PERI,left,2337,app,9,-0.09640021,FALSE,PERI,Isocortex,2337_app_9,PERI_left
2337_app_9_PERI_right,1.06331766,PERI,right,2337,app,9,1.06331766,FALSE,PERI,Isocortex,2337_app_9,PERI_right
2337_app_9_PG_left,-1.483981069,PG,left,2337,app,9,-1.483981069,FALSE,PG,P,2337_app_9,PG_left
2337_app_9_PG_right,-1.521164307,PG,right,2337,app,9,-1.521164307,FALSE,PG,P,2337_app_9,PG_right
2337_app_9_PH_left,-1.144160075,PH,left,2337,app,9,-1.144160075,FALSE,PH,HY,2337_app_9,PH_left
2337_app_9_PH_right,-1.526502446,PH,right,2337,app,9,-1.526502446,FALSE,PH,HY,2337_app_9,PH_right
2337_app_9_PIL_left,-0.957158202,PIL,left,2337,app,9,-0.957158202,FALSE,PIL,TH,2337_app_9,PIL_left
2337_app_9_PIL_right,-0.577491783,PIL,right,2337,app,9,-0.577491783,FALSE,PIL,TH,2337_app_9,PIL_right
2337_app_9_PIR_left,-1.335740913,PIR,left,2337,app,9,-1.335740913,FALSE,PIR,OLF,2337_app_9,PIR_left
2337_app_9_PIR_right,-0.688627379,PIR,right,2337,app,9,-0.688627379,FALSE,PIR,OLF,2337_app_9,PIR_right
2337_app_9_PL_left,-1.36121803,PL,left,2337,app,9,-1.36121803,FALSE,PL,Isocortex,2337_app_9,PL_left
2337_app_9_PL_right,-0.918817761,PL,right,2337,app,9,-0.918817761,FALSE,PL,Isocortex,2337_app_9,PL_right
2337_app_9_PN_left,-0.020183891,PN,left,2337,app,9,-0.020183891,FALSE,PN,MB,2337_app_9,PN_left
2337_app_9_PN_right,0.315761994,PN,right,2337,app,9,0.315761994,FALSE,PN,MB,2337_app_9,PN_right
2337_app_9_POL_left,-1.316494335,POL,left,2337,app,9,-1.316494335,FALSE,POL,TH,2337_app_9,POL_left
2337_app_9_POL_right,-0.898097165,POL,right,2337,app,9,-0.898097165,FALSE,POL,TH,2337_app_9,POL_right
2337_app_9_POST_left,-0.199234691,POST,left,2337,app,9,-0.199234691,FALSE,POST,HPF,2337_app_9,POST_left
2337_app_9_POST_right,1.053511502,POST,right,2337,app,9,1.053511502,FALSE,POST,HPF,2337_app_9,POST_right
2337_app_9_PO_left,-1.715470168,PO,left,2337,app,9,-1.715470168,FALSE,PO,TH,2337_app_9,PO_left
2337_app_9_PO_right,-1.837294343,PO,right,2337,app,9,-1.837294343,FALSE,PO,TH,2337_app_9,PO_right
2337_app_9_PPN_left,-0.674627286,PPN,left,2337,app,9,-0.674627286,FALSE,PPN,MB,2337_app_9,PPN_left
2337_app_9_PPN_right,-0.766018698,PPN,right,2337,app,9,-0.766018698,FALSE,PPN,MB,2337_app_9,PPN_right
2337_app_9_PP_left,-0.907970027,PP,left,2337,app,9,-0.907970027,FALSE,PP,TH,2337_app_9,PP_left
2337_app_9_PP_right,-0.656330929,PP,right,2337,app,9,-0.656330929,FALSE,PP,TH,2337_app_9,PP_right
2337_app_9_PRE_left,0.587232922,PRE,left,2337,app,9,0.587232922,FALSE,PRE,HPF,2337_app_9,PRE_left
2337_app_9_PRE_right,1.282057853,PRE,right,2337,app,9,1.282057853,FALSE,PRE,HPF,2337_app_9,PRE_right
2337_app_9_PRNr_left,-1.299042569,PRNr,left,2337,app,9,-1.299042569,FALSE,PRNr,P,2337_app_9,PRNr_left
2337_app_9_PRNr_right,-1.067047055,PRNr,right,2337,app,9,-1.067047055,FALSE,PRNr,P,2337_app_9,PRNr_right
2337_app_9_PR_left,-0.870071179,PR,left,2337,app,9,-0.870071179,FALSE,PR,TH,2337_app_9,PR_left
2337_app_9_PR_right,-0.632724925,PR,right,2337,app,9,-0.632724925,FALSE,PR,TH,2337_app_9,PR_right
2337_app_9_PST_left,-0.70007784,PST,left,2337,app,9,-0.70007784,FALSE,PST,HY,2337_app_9,PST_left
2337_app_9_PST_right,-0.555373278,PST,right,2337,app,9,-0.555373278,FALSE,PST,HY,2337_app_9,PST_right
2337_app_9_PVT_left,-1.060038132,PVT,left,2337,app,9,-1.060038132,FALSE,PVT,TH,2337_app_9,PVT_left
2337_app_9_PVT_right,-1.451447418,PVT,right,2337,app,9,-1.451447418,FALSE,PVT,TH,2337_app_9,PVT_right
2337_app_9_PVZ_left,-0.620913583,PVZ,left,2337,app,9,-0.620913583,FALSE,PVZ,HY,2337_app_9,PVZ_left
2337_app_9_PVZ_right,-0.460117552,PVZ,right,2337,app,9,-0.460117552,FALSE,PVZ,HY,2337_app_9,PVZ_right
2337_app_9_P_left,-1.002050029,P,left,2337,app,9,-1.002050029,FALSE,P,P,2337_app_9,P_left
2337_app_9_P_right,-0.897696623,P,right,2337,app,9,-0.897696623,FALSE,P,P,2337_app_9,P_right
2337_app_9_Pa4_left,-0.927741122,Pa4,left,2337,app,9,-0.927741122,FALSE,Pa4,MB,2337_app_9,Pa4_left
2337_app_9_Pa4_right,-0.28829993,Pa4,right,2337,app,9,-0.28829993,FALSE,Pa4,MB,2337_app_9,Pa4_right
2337_app_9_PeF_left,-0.548911708,PeF,left,2337,app,9,-0.548911708,FALSE,PeF,HY,2337_app_9,PeF_left
2337_app_9_PeF_right,0.401555117,PeF,right,2337,app,9,0.401555117,FALSE,PeF,HY,2337_app_9,PeF_right
2337_app_9_PoT_left,-1.250442787,PoT,left,2337,app,9,-1.250442787,FALSE,PoT,TH,2337_app_9,PoT_left
2337_app_9_PoT_right,-0.799041715,PoT,right,2337,app,9,-0.799041715,FALSE,PoT,TH,2337_app_9,PoT_right
2337_app_9_ProS_left,0.118615016,ProS,left,2337,app,9,0.118615016,FALSE,ProS,HPF,2337_app_9,ProS_left
2337_app_9_ProS_right,0.977435426,ProS,right,2337,app,9,0.977435426,FALSE,ProS,HPF,2337_app_9,ProS_right
2337_app_9_RE_left,-1.226658834,RE,left,2337,app,9,-1.226658834,FALSE,RE,TH,2337_app_9,RE_left
2337_app_9_RE_right,-0.7202966,RE,right,2337,app,9,-0.7202966,FALSE,RE,TH,2337_app_9,RE_right
2337_app_9_RH_left,-1.547195589,RH,left,2337,app,9,-1.547195589,FALSE,RH,TH,2337_app_9,RH_left
2337_app_9_RH_right,-1.677684654,RH,right,2337,app,9,-1.677684654,FALSE,RH,TH,2337_app_9,RH_right
2337_app_9_RL_left,-1.334904428,RL,left,2337,app,9,-1.334904428,FALSE,RL,MB,2337_app_9,RL_left
2337_app_9_RL_right,-1.201678133,RL,right,2337,app,9,-1.201678133,FALSE,RL,MB,2337_app_9,RL_right
2337_app_9_RN_left,-1.25841325,RN,left,2337,app,9,-1.25841325,FALSE,RN,MB,2337_app_9,RN_left
2337_app_9_RN_right,-0.939948279,RN,right,2337,app,9,-0.939948279,FALSE,RN,MB,2337_app_9,RN_right
2337_app_9_RSPagl_left,-0.979697997,RSPagl,left,2337,app,9,-0.979697997,FALSE,RSP,Isocortex,2337_app_9,RSPagl_left
2337_app_9_RSPagl_right,-0.094086009,RSPagl,right,2337,app,9,-0.094086009,FALSE,RSP,Isocortex,2337_app_9,RSPagl_right
2337_app_9_RSPd_left,-0.865456644,RSPd,left,2337,app,9,-0.865456644,FALSE,RSP,Isocortex,2337_app_9,RSPd_left
2337_app_9_RSPd_right,0.035248515,RSPd,right,2337,app,9,0.035248515,FALSE,RSP,Isocortex,2337_app_9,RSPd_right
2337_app_9_RSPv_left,-0.58402206,RSPv,left,2337,app,9,-0.58402206,FALSE,RSP,Isocortex,2337_app_9,RSPv_left
2337_app_9_RSPv_right,0.376822271,RSPv,right,2337,app,9,0.376822271,FALSE,RSP,Isocortex,2337_app_9,RSPv_right
2337_app_9_RT_left,-1.462270435,RT,left,2337,app,9,-1.462270435,FALSE,RT,TH,2337_app_9,RT_left
2337_app_9_RT_right,-1.308551549,RT,right,2337,app,9,-1.308551549,FALSE,RT,TH,2337_app_9,RT_right
2337_app_9_SAG_left,-1.371341216,SAG,left,2337,app,9,-1.371341216,FALSE,SAG,MB,2337_app_9,SAG_left
2337_app_9_SAG_right,-1.084341565,SAG,right,2337,app,9,-1.084341565,FALSE,SAG,MB,2337_app_9,SAG_right
2337_app_9_SCO_left,0.917003829,SCO,left,2337,app,9,0.917003829,FALSE,SCO,MB,2337_app_9,SCO_left
2337_app_9_SCO_right,-1.176353193,SCO,right,2337,app,9,-1.176353193,FALSE,SCO,MB,2337_app_9,SCO_right
2337_app_9_SCm_left,-1.385638008,SCm,left,2337,app,9,-1.385638008,FALSE,MBmot,MB,2337_app_9,SCm_left
2337_app_9_SCm_right,-1.378085962,SCm,right,2337,app,9,-1.378085962,FALSE,MBmot,MB,2337_app_9,SCm_right
2337_app_9_SCs_left,-1.116722398,SCs,left,2337,app,9,-1.116722398,FALSE,MBsen,MB,2337_app_9,SCs_left
2337_app_9_SCs_right,-0.851490193,SCs,right,2337,app,9,-0.851490193,FALSE,MBsen,MB,2337_app_9,SCs_right
2337_app_9_SEZ_left,-0.693890802,SEZ,left,2337,app,9,-0.693890802,TRUE,SEZ,VS,2337_app_9,SEZ_left
2337_app_9_SEZ_right,-0.246977571,SEZ,right,2337,app,9,-0.246977571,TRUE,SEZ,VS,2337_app_9,SEZ_right
2337_app_9_SF_right,0.530816163,SF,right,2337,app,9,0.530816163,FALSE,SF,STR,2337_app_9,SF_right
2337_app_9_SGN_left,-1.317998352,SGN,left,2337,app,9,-1.317998352,FALSE,SGN,TH,2337_app_9,SGN_left
2337_app_9_SGN_right,-0.818466502,SGN,right,2337,app,9,-0.818466502,FALSE,SGN,TH,2337_app_9,SGN_right
2337_app_9_SI_left,-0.968519479,SI,left,2337,app,9,-0.968519479,FALSE,SI,PAL,2337_app_9,SI_left
2337_app_9_SI_right,-0.784183065,SI,right,2337,app,9,-0.784183065,FALSE,SI,PAL,2337_app_9,SI_right
2337_app_9_SMT_left,-1.616719602,SMT,left,2337,app,9,-1.616719602,FALSE,SMT,TH,2337_app_9,SMT_left
2337_app_9_SMT_right,-1.062903049,SMT,right,2337,app,9,-1.062903049,FALSE,SMT,TH,2337_app_9,SMT_right
2337_app_9_SSp-bfd_left,-1.327724231,SSp-bfd,left,2337,app,9,-1.327724231,FALSE,SSp,Isocortex,2337_app_9,SSp-bfd_left
2337_app_9_SSp-bfd_right,-0.906209556,SSp-bfd,right,2337,app,9,-0.906209556,FALSE,SSp,Isocortex,2337_app_9,SSp-bfd_right
2337_app_9_SSp-ll_left,-2.105886772,SSp-ll,left,2337,app,9,-2,FALSE,SSp,Isocortex,2337_app_9,SSp-ll_left
2337_app_9_SSp-ll_right,-1.529930771,SSp-ll,right,2337,app,9,-1.529930771,FALSE,SSp,Isocortex,2337_app_9,SSp-ll_right
2337_app_9_SSp-m_left,-1.954702869,SSp-m,left,2337,app,9,-1.954702869,FALSE,SSp,Isocortex,2337_app_9,SSp-m_left
2337_app_9_SSp-m_right,-1.385679262,SSp-m,right,2337,app,9,-1.385679262,FALSE,SSp,Isocortex,2337_app_9,SSp-m_right
2337_app_9_SSp-n_left,-1.012698899,SSp-n,left,2337,app,9,-1.012698899,FALSE,SSp,Isocortex,2337_app_9,SSp-n_left
2337_app_9_SSp-n_right,-1.238202495,SSp-n,right,2337,app,9,-1.238202495,FALSE,SSp,Isocortex,2337_app_9,SSp-n_right
2337_app_9_SSp-ul_left,-1.692207267,SSp-ul,left,2337,app,9,-1.692207267,FALSE,SSp,Isocortex,2337_app_9,SSp-ul_left
2337_app_9_SSp-ul_right,-1.453312161,SSp-ul,right,2337,app,9,-1.453312161,FALSE,SSp,Isocortex,2337_app_9,SSp-ul_right
2337_app_9_SSp-un_left,-0.974666805,SSp-un,left,2337,app,9,-0.974666805,FALSE,SSp,Isocortex,2337_app_9,SSp-un_left
2337_app_9_SSp-un_right,-1.354933443,SSp-un,right,2337,app,9,-1.354933443,FALSE,SSp,Isocortex,2337_app_9,SSp-un_right
2337_app_9_SSs_left,-1.572996069,SSs,left,2337,app,9,-1.572996069,FALSE,SSs,Isocortex,2337_app_9,SSs_left
2337_app_9_SSs_right,-1.016790773,SSs,right,2337,app,9,-1.016790773,FALSE,SSs,Isocortex,2337_app_9,SSs_right
2337_app_9_STN_left,-0.720102224,STN,left,2337,app,9,-0.720102224,FALSE,STN,HY,2337_app_9,STN_left
2337_app_9_STN_right,-1.30308686,STN,right,2337,app,9,-1.30308686,FALSE,STN,HY,2337_app_9,STN_right
2337_app_9_STR_left,-0.292349159,STR,left,2337,app,9,-0.292349159,FALSE,STR,STR,2337_app_9,STR_left
2337_app_9_STR_right,-0.036059048,STR,right,2337,app,9,-0.036059048,FALSE,STR,STR,2337_app_9,STR_right
2337_app_9_SUB_left,0.285616976,SUB,left,2337,app,9,0.285616976,FALSE,SUB,HPF,2337_app_9,SUB_left
2337_app_9_SUB_right,1.270628061,SUB,right,2337,app,9,1.270628061,FALSE,SUB,HPF,2337_app_9,SUB_right
2337_app_9_SUM_left,0.246959999,SUM,left,2337,app,9,0.246959999,FALSE,SUM,HY,2337_app_9,SUM_left
2337_app_9_SUM_right,0.48026674,SUM,right,2337,app,9,0.48026674,FALSE,SUM,HY,2337_app_9,SUM_right
2337_app_9_TEa_left,-1.066144369,TEa,left,2337,app,9,-1.066144369,FALSE,TEa,Isocortex,2337_app_9,TEa_left
2337_app_9_TEa_right,-0.263217134,TEa,right,2337,app,9,-0.263217134,FALSE,TEa,Isocortex,2337_app_9,TEa_right
2337_app_9_TH_left,-1.388726461,TH,left,2337,app,9,-1.388726461,FALSE,TH,TH,2337_app_9,TH_left
2337_app_9_TH_right,-0.972825131,TH,right,2337,app,9,-0.972825131,FALSE,TH,TH,2337_app_9,TH_right
2337_app_9_TRN_left,-1.208049838,TRN,left,2337,app,9,-1.208049838,FALSE,TRN,P,2337_app_9,TRN_left
2337_app_9_TRN_right,-0.900771524,TRN,right,2337,app,9,-0.900771524,FALSE,TRN,P,2337_app_9,TRN_right
2337_app_9_TR_left,-0.461992202,TR,left,2337,app,9,-0.461992202,FALSE,TR,OLF,2337_app_9,TR_left
2337_app_9_TR_right,0.371544668,TR,right,2337,app,9,0.371544668,FALSE,TR,OLF,2337_app_9,TR_right
2337_app_9_TT_left,-1.34667183,TT,left,2337,app,9,-1.34667183,FALSE,TT,OLF,2337_app_9,TT_left
2337_app_9_TT_right,-0.967032714,TT,right,2337,app,9,-0.967032714,FALSE,TT,OLF,2337_app_9,TT_right
2337_app_9_TU_left,0.01967672,TU,left,2337,app,9,0.01967672,FALSE,TU,HY,2337_app_9,TU_left
2337_app_9_TU_right,0.373422997,TU,right,2337,app,9,0.373422997,FALSE,TU,HY,2337_app_9,TU_right
2337_app_9_V3_left,-0.282069033,V3,left,2337,app,9,-0.282069033,TRUE,V3,VS,2337_app_9,V3_left
2337_app_9_V3_right,-0.111701643,V3,right,2337,app,9,-0.111701643,TRUE,V3,VS,2337_app_9,V3_right
2337_app_9_VAL_left,-5,VAL,left,2337,app,9,-2,FALSE,VAL,TH,2337_app_9,VAL_left
2337_app_9_VAL_right,-2.125145342,VAL,right,2337,app,9,-2,FALSE,VAL,TH,2337_app_9,VAL_right
2337_app_9_VISC_left,-1.384355991,VISC,left,2337,app,9,-1.384355991,FALSE,VISC,Isocortex,2337_app_9,VISC_left
2337_app_9_VISC_right,-1.066171291,VISC,right,2337,app,9,-1.066171291,FALSE,VISC,Isocortex,2337_app_9,VISC_right
2337_app_9_VISa_left,-1.15371894,VISa,left,2337,app,9,-1.15371894,FALSE,VISa,Isocortex,2337_app_9,VISa_left
2337_app_9_VISa_right,0.191877378,VISa,right,2337,app,9,0.191877378,FALSE,VISa,Isocortex,2337_app_9,VISa_right
2337_app_9_VISal_left,-1.136730083,VISal,left,2337,app,9,-1.136730083,FALSE,VISal,Isocortex,2337_app_9,VISal_left
2337_app_9_VISal_right,-0.247615314,VISal,right,2337,app,9,-0.247615314,FALSE,VISal,Isocortex,2337_app_9,VISal_right
2337_app_9_VISam_left,-1.229965817,VISam,left,2337,app,9,-1.229965817,FALSE,VISam,Isocortex,2337_app_9,VISam_left
2337_app_9_VISam_right,-0.26905935,VISam,right,2337,app,9,-0.26905935,FALSE,VISam,Isocortex,2337_app_9,VISam_right
2337_app_9_VISl_left,-0.951693305,VISl,left,2337,app,9,-0.951693305,FALSE,VISl,Isocortex,2337_app_9,VISl_left
2337_app_9_VISl_right,-0.395243551,VISl,right,2337,app,9,-0.395243551,FALSE,VISl,Isocortex,2337_app_9,VISl_right
2337_app_9_VISli_left,-1.210332466,VISli,left,2337,app,9,-1.210332466,FALSE,VISli,Isocortex,2337_app_9,VISli_left
2337_app_9_VISli_right,-0.542628357,VISli,right,2337,app,9,-0.542628357,FALSE,VISli,Isocortex,2337_app_9,VISli_right
2337_app_9_VISp_left,-1.184550935,VISp,left,2337,app,9,-1.184550935,FALSE,VISp,Isocortex,2337_app_9,VISp_left
2337_app_9_VISp_right,-0.604361407,VISp,right,2337,app,9,-0.604361407,FALSE,VISp,Isocortex,2337_app_9,VISp_right
2337_app_9_VISpl_left,-1.178158222,VISpl,left,2337,app,9,-1.178158222,FALSE,VISpl,Isocortex,2337_app_9,VISpl_left
2337_app_9_VISpl_right,-0.044467273,VISpl,right,2337,app,9,-0.044467273,FALSE,VISpl,Isocortex,2337_app_9,VISpl_right
2337_app_9_VISpm_left,-0.958439299,VISpm,left,2337,app,9,-0.958439299,FALSE,VISpm,Isocortex,2337_app_9,VISpm_left
2337_app_9_VISpm_right,-0.198189736,VISpm,right,2337,app,9,-0.198189736,FALSE,VISpm,Isocortex,2337_app_9,VISpm_right
2337_app_9_VISpor_left,-0.754523009,VISpor,left,2337,app,9,-0.754523009,FALSE,VISpor,Isocortex,2337_app_9,VISpor_left
2337_app_9_VISpor_right,0.52812133,VISpor,right,2337,app,9,0.52812133,FALSE,VISpor,Isocortex,2337_app_9,VISpor_right
2337_app_9_VISrl_left,-1.242232156,VISrl,left,2337,app,9,-1.242232156,FALSE,VISrl,Isocortex,2337_app_9,VISrl_left
2337_app_9_VISrl_right,-0.528886958,VISrl,right,2337,app,9,-0.528886958,FALSE,VISrl,Isocortex,2337_app_9,VISrl_right
2337_app_9_VL_left,-0.388702099,VL,left,2337,app,9,-0.388702099,TRUE,VL,VS,2337_app_9,VL_left
2337_app_9_VL_right,0.701882331,VL,right,2337,app,9,0.701882331,TRUE,VL,VS,2337_app_9,VL_right
2337_app_9_VMH_left,-0.554042618,VMH,left,2337,app,9,-0.554042618,FALSE,VMH,HY,2337_app_9,VMH_left
2337_app_9_VMH_right,-0.378284924,VMH,right,2337,app,9,-0.378284924,FALSE,VMH,HY,2337_app_9,VMH_right
2337_app_9_VM_left,-1.509088392,VM,left,2337,app,9,-1.509088392,FALSE,VM,TH,2337_app_9,VM_left
2337_app_9_VM_right,-0.598278448,VM,right,2337,app,9,-0.598278448,FALSE,VM,TH,2337_app_9,VM_right
2337_app_9_VPL_left,-1.957563119,VPL,left,2337,app,9,-1.957563119,FALSE,VPL,TH,2337_app_9,VPL_left
2337_app_9_VPL_right,-1.911744929,VPL,right,2337,app,9,-1.911744929,FALSE,VPL,TH,2337_app_9,VPL_right
2337_app_9_VPM_left,-1.733511652,VPM,left,2337,app,9,-1.733511652,FALSE,VPM,TH,2337_app_9,VPM_left
2337_app_9_VPM_right,-1.643743514,VPM,right,2337,app,9,-1.643743514,FALSE,VPM,TH,2337_app_9,VPM_right
2337_app_9_VP_right,-5,VP,right,2337,app,9,-2,FALSE,VP,TH,2337_app_9,VP_right
2337_app_9_VTA_left,-0.713530801,VTA,left,2337,app,9,-0.713530801,FALSE,VTA,MB,2337_app_9,VTA_left
2337_app_9_VTA_right,-0.347756272,VTA,right,2337,app,9,-0.347756272,FALSE,VTA,MB,2337_app_9,VTA_right
