mouse,Region ID,mpi,side,parent,daughter,treatment,sex,marker,% pathology pTau
402,771,4,left,P,P,AD PHF/mPFF,f,pTau,0.000483681
403,771,4,left,P,P,AD PHF/mPFF,f,pTau,0.000175035
404,771,4,left,P,P,AD PHF/mPFF,f,pTau,0.005980963
405,771,9,left,P,P,AD PHF/mPFF,f,pTau,0.004552949
406,771,9,left,P,P,AD PHF/mPFF,f,pTau,0.00147668
407,771,9,left,P,P,AD PHF/mPFF,f,pTau,0.003806321
408,771,9,left,P,P,AD PHF/mPFF,f,pTau,0.004223362
410,771,6,left,P,P,AD PHF/mPFF,f,pTau,0.001950969
411,771,6,left,P,P,AD PHF/mPFF,f,pTau,0.001597148
412,771,6,left,P,P,mPFF,f,pTau,0.003385839
413,771,4,left,P,P,mPFF,f,pTau,0
414,771,4,left,P,P,mPFF,f,pTau,0.000522839
415,771,4,left,P,P,mPFF,f,pTau,0.001232248
416,771,4,left,P,P,mPFF,f,pTau,0
417,771,9,left,P,P,mPFF,f,pTau,0.000359289
419,771,9,left,P,P,mPFF,f,pTau,0.000324513
420,771,9,left,P,P,mPFF,f,pTau,0.000280472
421,771,9,left,P,P,mPFF,f,pTau,0.000136143
422,771,6,left,P,P,AD PHF/mPFF,f,pTau,0.003126902
423,771,6,left,P,P,mPFF,f,pTau,8.80E-05
424,771,6,left,P,P,mPFF,f,pTau,0.000116963
416,549009215,4,left,P5,P5,mPFF,f,pTau,0
401,780,4,left,PA,PA,AD PHF/mPFF,f,pTau,0.00051776
402,780,4,left,PA,PA,AD PHF/mPFF,f,pTau,0.000310035
403,780,4,left,PA,PA,AD PHF/mPFF,f,pTau,0.000610924
404,780,4,left,PA,PA,AD PHF/mPFF,f,pTau,0.000669595
405,780,9,left,PA,PA,AD PHF/mPFF,f,pTau,0
406,780,9,left,PA,PA,AD PHF/mPFF,f,pTau,0.000222916
407,780,9,left,PA,PA,AD PHF/mPFF,f,pTau,0.000787964
408,780,9,left,PA,PA,AD PHF/mPFF,f,pTau,0.003742587
410,780,6,left,PA,PA,AD PHF/mPFF,f,pTau,0.002907028
411,780,6,left,PA,PA,AD PHF/mPFF,f,pTau,0.003733978
412,780,6,left,PA,PA,mPFF,f,pTau,0.001260818
413,780,4,left,PA,PA,mPFF,f,pTau,0.000450557
414,780,4,left,PA,PA,mPFF,f,pTau,0.00017681
415,780,4,left,PA,PA,mPFF,f,pTau,0.002421387
416,780,4,left,PA,PA,mPFF,f,pTau,0
417,780,9,left,PA,PA,mPFF,f,pTau,0.000297252
419,780,9,left,PA,PA,mPFF,f,pTau,0
420,780,9,left,PA,PA,mPFF,f,pTau,0
421,780,9,left,PA,PA,mPFF,f,pTau,0.000720167
422,780,6,left,PA,PA,AD PHF/mPFF,f,pTau,0
423,780,6,left,PA,PA,mPFF,f,pTau,0.002960794
424,780,6,left,PA,PA,mPFF,f,pTau,0.000762033
401,606826663,4,left,Pa4,Pa4,AD PHF/mPFF,f,pTau,0
402,606826663,4,left,Pa4,Pa4,AD PHF/mPFF,f,pTau,0
403,606826663,4,left,Pa4,Pa4,AD PHF/mPFF,f,pTau,0
404,606826663,4,left,Pa4,Pa4,AD PHF/mPFF,f,pTau,0
406,606826663,9,left,Pa4,Pa4,AD PHF/mPFF,f,pTau,0
407,606826663,9,left,Pa4,Pa4,AD PHF/mPFF,f,pTau,0
408,606826663,9,left,Pa4,Pa4,AD PHF/mPFF,f,pTau,0.03184749
410,606826663,6,left,Pa4,Pa4,AD PHF/mPFF,f,pTau,0
411,606826663,6,left,Pa4,Pa4,AD PHF/mPFF,f,pTau,0.010798071
412,606826663,6,left,Pa4,Pa4,mPFF,f,pTau,0
416,606826663,4,left,Pa4,Pa4,mPFF,f,pTau,0
417,606826663,9,left,Pa4,Pa4,mPFF,f,pTau,0
419,606826663,9,left,Pa4,Pa4,mPFF,f,pTau,0
420,606826663,9,left,Pa4,Pa4,mPFF,f,pTau,0.004738314
421,606826663,9,left,Pa4,Pa4,mPFF,f,pTau,0
401,788,4,left,PAA,PAA,AD PHF/mPFF,f,pTau,0.001069252
402,788,4,left,PAA,PAA,AD PHF/mPFF,f,pTau,0
403,788,4,left,PAA,PAA,AD PHF/mPFF,f,pTau,0.000184546
404,788,4,left,PAA,PAA,AD PHF/mPFF,f,pTau,0.000159004
405,788,9,left,PAA,PAA,AD PHF/mPFF,f,pTau,0.00295976
406,788,9,left,PAA,PAA,AD PHF/mPFF,f,pTau,0.000269254
407,788,9,left,PAA,PAA,AD PHF/mPFF,f,pTau,0.001891817
408,788,9,left,PAA,PAA,AD PHF/mPFF,f,pTau,0.000555983
410,788,6,left,PAA,PAA,AD PHF/mPFF,f,pTau,0.018472202
411,788,6,left,PAA,PAA,AD PHF/mPFF,f,pTau,0
412,788,6,left,PAA,PAA,mPFF,f,pTau,0
413,788,4,left,PAA,PAA,mPFF,f,pTau,0.000736478
414,788,4,left,PAA,PAA,mPFF,f,pTau,0
415,788,4,left,PAA,PAA,mPFF,f,pTau,0
416,788,4,left,PAA,PAA,mPFF,f,pTau,0
417,788,9,left,PAA,PAA,mPFF,f,pTau,0
419,788,9,left,PAA,PAA,mPFF,f,pTau,0
420,788,9,left,PAA,PAA,mPFF,f,pTau,0
421,788,9,left,PAA,PAA,mPFF,f,pTau,0
422,788,6,left,PAA,PAA,AD PHF/mPFF,f,pTau,0
423,788,6,left,PAA,PAA,mPFF,f,pTau,0
424,788,6,left,PAA,PAA,mPFF,f,pTau,0
401,795,4,left,PAG,PAG,AD PHF/mPFF,f,pTau,0.005932477
402,795,4,left,PAG,PAG,AD PHF/mPFF,f,pTau,0.000978956
403,795,4,left,PAG,PAG,AD PHF/mPFF,f,pTau,0.001753042
404,795,4,left,PAG,PAG,AD PHF/mPFF,f,pTau,0.01044916
405,795,9,left,PAG,PAG,AD PHF/mPFF,f,pTau,0.001238024
406,795,9,left,PAG,PAG,AD PHF/mPFF,f,pTau,0.003031157
407,795,9,left,PAG,PAG,AD PHF/mPFF,f,pTau,0.004208916
408,795,9,left,PAG,PAG,AD PHF/mPFF,f,pTau,0.040795541
410,795,6,left,PAG,PAG,AD PHF/mPFF,f,pTau,0.015092978
411,795,6,left,PAG,PAG,AD PHF/mPFF,f,pTau,0.003094358
412,795,6,left,PAG,PAG,mPFF,f,pTau,0.00277254
413,795,4,left,PAG,PAG,mPFF,f,pTau,0.007439216
414,795,4,left,PAG,PAG,mPFF,f,pTau,0.00094562
415,795,4,left,PAG,PAG,mPFF,f,pTau,0.000456808
416,795,4,left,PAG,PAG,mPFF,f,pTau,0.00018566
417,795,9,left,PAG,PAG,mPFF,f,pTau,0.002998915
419,795,9,left,PAG,PAG,mPFF,f,pTau,4.37E-05
420,795,9,left,PAG,PAG,mPFF,f,pTau,0.001245826
421,795,9,left,PAG,PAG,mPFF,f,pTau,0.000730764
422,795,6,left,PAG,PAG,AD PHF/mPFF,f,pTau,0.006562593
423,795,6,left,PAG,PAG,mPFF,f,pTau,0.002360235
424,795,6,left,PAG,PAG,mPFF,f,pTau,0.001212454
401,803,4,left,PAL,PAL,AD PHF/mPFF,f,pTau,0.005346424
402,803,4,left,PAL,PAL,AD PHF/mPFF,f,pTau,0.001696074
403,803,4,left,PAL,PAL,AD PHF/mPFF,f,pTau,0.000843595
404,803,4,left,PAL,PAL,AD PHF/mPFF,f,pTau,0.010231054
405,803,9,left,PAL,PAL,AD PHF/mPFF,f,pTau,0.021343089
406,803,9,left,PAL,PAL,AD PHF/mPFF,f,pTau,0.003817108
407,803,9,left,PAL,PAL,AD PHF/mPFF,f,pTau,0.000975807
408,803,9,left,PAL,PAL,AD PHF/mPFF,f,pTau,0.008465766
410,803,6,left,PAL,PAL,AD PHF/mPFF,f,pTau,0.002520817
411,803,6,left,PAL,PAL,AD PHF/mPFF,f,pTau,0.010726193
412,803,6,left,PAL,PAL,mPFF,f,pTau,0
413,803,4,left,PAL,PAL,mPFF,f,pTau,0.002276234
414,803,4,left,PAL,PAL,mPFF,f,pTau,0
415,803,4,left,PAL,PAL,mPFF,f,pTau,0.001476199
416,803,4,left,PAL,PAL,mPFF,f,pTau,0
417,803,9,left,PAL,PAL,mPFF,f,pTau,0.000466618
419,803,9,left,PAL,PAL,mPFF,f,pTau,0.002538278
420,803,9,left,PAL,PAL,mPFF,f,pTau,0.001582039
421,803,9,left,PAL,PAL,mPFF,f,pTau,0.005335182
422,803,6,left,PAL,PAL,AD PHF/mPFF,f,pTau,0.004245072
423,803,6,left,PAL,PAL,mPFF,f,pTau,0
424,803,6,left,PAL,PAL,mPFF,f,pTau,0
401,843,4,left,PAR,PAR,AD PHF/mPFF,f,pTau,0.002250745
402,843,4,left,PAR,PAR,AD PHF/mPFF,f,pTau,0
403,843,4,left,PAR,PAR,AD PHF/mPFF,f,pTau,0.015020956
404,843,4,left,PAR,PAR,AD PHF/mPFF,f,pTau,0
405,843,9,left,PAR,PAR,AD PHF/mPFF,f,pTau,0.007708386
406,843,9,left,PAR,PAR,AD PHF/mPFF,f,pTau,0
407,843,9,left,PAR,PAR,AD PHF/mPFF,f,pTau,0.009437692
411,843,6,left,PAR,PAR,AD PHF/mPFF,f,pTau,0.000572367
412,843,6,left,PAR,PAR,mPFF,f,pTau,0
414,843,4,left,PAR,PAR,mPFF,f,pTau,0
415,843,4,left,PAR,PAR,mPFF,f,pTau,0
416,843,4,left,PAR,PAR,mPFF,f,pTau,0.001250129
419,843,9,left,PAR,PAR,mPFF,f,pTau,0
420,843,9,left,PAR,PAR,mPFF,f,pTau,0
421,843,9,left,PAR,PAR,mPFF,f,pTau,0
401,874,4,left,PBG,PBG,AD PHF/mPFF,f,pTau,0
402,874,4,left,PBG,PBG,AD PHF/mPFF,f,pTau,0
403,874,4,left,PBG,PBG,AD PHF/mPFF,f,pTau,0
404,874,4,left,PBG,PBG,AD PHF/mPFF,f,pTau,0
405,874,9,left,PBG,PBG,AD PHF/mPFF,f,pTau,0
406,874,9,left,PBG,PBG,AD PHF/mPFF,f,pTau,0
407,874,9,left,PBG,PBG,AD PHF/mPFF,f,pTau,0
408,874,9,left,PBG,PBG,AD PHF/mPFF,f,pTau,0.240190295
410,874,6,left,PBG,PBG,AD PHF/mPFF,f,pTau,0
411,874,6,left,PBG,PBG,AD PHF/mPFF,f,pTau,0
412,874,6,left,PBG,PBG,mPFF,f,pTau,0
414,874,4,left,PBG,PBG,mPFF,f,pTau,0.001425366
415,874,4,left,PBG,PBG,mPFF,f,pTau,0
416,874,4,left,PBG,PBG,mPFF,f,pTau,0
417,874,9,left,PBG,PBG,mPFF,f,pTau,0
419,874,9,left,PBG,PBG,mPFF,f,pTau,0
420,874,9,left,PBG,PBG,mPFF,f,pTau,0
421,874,9,left,PBG,PBG,mPFF,f,pTau,0
422,874,6,left,PBG,PBG,AD PHF/mPFF,f,pTau,0
423,874,6,left,PBG,PBG,mPFF,f,pTau,0
424,874,6,left,PBG,PBG,mPFF,f,pTau,0
401,158,4,left,pc,pc,AD PHF/mPFF,f,pTau,0
404,158,4,left,pc,pc,AD PHF/mPFF,f,pTau,0.003722577
405,158,9,left,pc,pc,AD PHF/mPFF,f,pTau,0
406,158,9,left,pc,pc,AD PHF/mPFF,f,pTau,0
407,158,9,left,pc,pc,AD PHF/mPFF,f,pTau,0
408,158,9,left,pc,pc,AD PHF/mPFF,f,pTau,0
410,158,6,left,pc,pc,AD PHF/mPFF,f,pTau,0
411,158,6,left,pc,pc,AD PHF/mPFF,f,pTau,0
412,158,6,left,pc,pc,mPFF,f,pTau,0
414,158,4,left,pc,pc,mPFF,f,pTau,0.001362246
416,158,4,left,pc,pc,mPFF,f,pTau,0
417,158,9,left,pc,pc,mPFF,f,pTau,0
421,158,9,left,pc,pc,mPFF,f,pTau,0
422,158,6,left,pc,pc,AD PHF/mPFF,f,pTau,0.010372842
423,158,6,left,pc,pc,mPFF,f,pTau,0.012423193
424,158,6,left,pc,pc,mPFF,f,pTau,0
416,549009223,4,left,PC5,PC5,mPFF,f,pTau,0
401,907,4,left,PCN,PCN,AD PHF/mPFF,f,pTau,0.003455339
402,907,4,left,PCN,PCN,AD PHF/mPFF,f,pTau,0
403,907,4,left,PCN,PCN,AD PHF/mPFF,f,pTau,0
404,907,4,left,PCN,PCN,AD PHF/mPFF,f,pTau,0
405,907,9,left,PCN,PCN,AD PHF/mPFF,f,pTau,0
406,907,9,left,PCN,PCN,AD PHF/mPFF,f,pTau,0.001552317
407,907,9,left,PCN,PCN,AD PHF/mPFF,f,pTau,0.000842485
408,907,9,left,PCN,PCN,AD PHF/mPFF,f,pTau,0
410,907,6,left,PCN,PCN,AD PHF/mPFF,f,pTau,0.01633497
411,907,6,left,PCN,PCN,AD PHF/mPFF,f,pTau,0.00061512
412,907,6,left,PCN,PCN,mPFF,f,pTau,0
413,907,4,left,PCN,PCN,mPFF,f,pTau,0
414,907,4,left,PCN,PCN,mPFF,f,pTau,0
415,907,4,left,PCN,PCN,mPFF,f,pTau,0.008250353
416,907,4,left,PCN,PCN,mPFF,f,pTau,0
417,907,9,left,PCN,PCN,mPFF,f,pTau,0
419,907,9,left,PCN,PCN,mPFF,f,pTau,0.003254016
420,907,9,left,PCN,PCN,mPFF,f,pTau,0
421,907,9,left,PCN,PCN,mPFF,f,pTau,0
422,907,6,left,PCN,PCN,AD PHF/mPFF,f,pTau,0
423,907,6,left,PCN,PCN,mPFF,f,pTau,0
424,907,6,left,PCN,PCN,mPFF,f,pTau,0.000535789
401,576073704,4,left,PeF,PeF,AD PHF/mPFF,f,pTau,0
402,576073704,4,left,PeF,PeF,AD PHF/mPFF,f,pTau,0.003704346
403,576073704,4,left,PeF,PeF,AD PHF/mPFF,f,pTau,0.00053752
404,576073704,4,left,PeF,PeF,AD PHF/mPFF,f,pTau,0.00094568
405,576073704,9,left,PeF,PeF,AD PHF/mPFF,f,pTau,0.068720885
406,576073704,9,left,PeF,PeF,AD PHF/mPFF,f,pTau,0.010574237
407,576073704,9,left,PeF,PeF,AD PHF/mPFF,f,pTau,0.005766137
408,576073704,9,left,PeF,PeF,AD PHF/mPFF,f,pTau,0.039195672
410,576073704,6,left,PeF,PeF,AD PHF/mPFF,f,pTau,0
411,576073704,6,left,PeF,PeF,AD PHF/mPFF,f,pTau,0.009276699
412,576073704,6,left,PeF,PeF,mPFF,f,pTau,0.001981783
413,576073704,4,left,PeF,PeF,mPFF,f,pTau,0
414,576073704,4,left,PeF,PeF,mPFF,f,pTau,0
415,576073704,4,left,PeF,PeF,mPFF,f,pTau,0.00049665
416,576073704,4,left,PeF,PeF,mPFF,f,pTau,0
417,576073704,9,left,PeF,PeF,mPFF,f,pTau,0
419,576073704,9,left,PeF,PeF,mPFF,f,pTau,0
420,576073704,9,left,PeF,PeF,mPFF,f,pTau,0
421,576073704,9,left,PeF,PeF,mPFF,f,pTau,0
422,576073704,6,left,PeF,PeF,AD PHF/mPFF,f,pTau,0.005211938
423,576073704,6,left,PeF,PeF,mPFF,f,pTau,0
424,576073704,6,left,PeF,PeF,mPFF,f,pTau,0
401,540,4,left,PERI,PERI1,AD PHF/mPFF,f,pTau,0.000583747
402,540,4,left,PERI,PERI1,AD PHF/mPFF,f,pTau,0.007699258
403,540,4,left,PERI,PERI1,AD PHF/mPFF,f,pTau,0.000511646
404,540,4,left,PERI,PERI1,AD PHF/mPFF,f,pTau,0.000209219
405,540,9,left,PERI,PERI1,AD PHF/mPFF,f,pTau,0.078544835
406,540,9,left,PERI,PERI1,AD PHF/mPFF,f,pTau,0.054877474
407,540,9,left,PERI,PERI1,AD PHF/mPFF,f,pTau,0.031502325
408,540,9,left,PERI,PERI1,AD PHF/mPFF,f,pTau,0.030640012
410,540,6,left,PERI,PERI1,AD PHF/mPFF,f,pTau,0.031893765
411,540,6,left,PERI,PERI1,AD PHF/mPFF,f,pTau,0.006653792
412,540,6,left,PERI,PERI1,mPFF,f,pTau,0.011202234
413,540,4,left,PERI,PERI1,mPFF,f,pTau,0.000806452
414,540,4,left,PERI,PERI1,mPFF,f,pTau,0.00269627
415,540,4,left,PERI,PERI1,mPFF,f,pTau,0.001878287
416,540,4,left,PERI,PERI1,mPFF,f,pTau,0.00179042
417,540,9,left,PERI,PERI1,mPFF,f,pTau,0.002897284
419,540,9,left,PERI,PERI1,mPFF,f,pTau,0.001562505
420,540,9,left,PERI,PERI1,mPFF,f,pTau,0.007628727
421,540,9,left,PERI,PERI1,mPFF,f,pTau,0.000451719
422,540,6,left,PERI,PERI1,AD PHF/mPFF,f,pTau,0.025363992
423,540,6,left,PERI,PERI1,mPFF,f,pTau,0.012949513
424,540,6,left,PERI,PERI1,mPFF,f,pTau,0.003800349
401,888,4,left,PERI,PERI2/3,AD PHF/mPFF,f,pTau,0.000583747
402,888,4,left,PERI,PERI2/3,AD PHF/mPFF,f,pTau,0.007699258
403,888,4,left,PERI,PERI2/3,AD PHF/mPFF,f,pTau,0.000511646
404,888,4,left,PERI,PERI2/3,AD PHF/mPFF,f,pTau,0.000209219
405,888,9,left,PERI,PERI2/3,AD PHF/mPFF,f,pTau,0.078544835
406,888,9,left,PERI,PERI2/3,AD PHF/mPFF,f,pTau,0.054877474
407,888,9,left,PERI,PERI2/3,AD PHF/mPFF,f,pTau,0.031502325
408,888,9,left,PERI,PERI2/3,AD PHF/mPFF,f,pTau,0.030640012
410,888,6,left,PERI,PERI2/3,AD PHF/mPFF,f,pTau,0.031893765
411,888,6,left,PERI,PERI2/3,AD PHF/mPFF,f,pTau,0.006653792
412,888,6,left,PERI,PERI2/3,mPFF,f,pTau,0.011202234
413,888,4,left,PERI,PERI2/3,mPFF,f,pTau,0.000806452
414,888,4,left,PERI,PERI2/3,mPFF,f,pTau,0.00269627
415,888,4,left,PERI,PERI2/3,mPFF,f,pTau,0.001878287
416,888,4,left,PERI,PERI2/3,mPFF,f,pTau,0.00179042
417,888,9,left,PERI,PERI2/3,mPFF,f,pTau,0.002897284
419,888,9,left,PERI,PERI2/3,mPFF,f,pTau,0.001562505
420,888,9,left,PERI,PERI2/3,mPFF,f,pTau,0.007628727
421,888,9,left,PERI,PERI2/3,mPFF,f,pTau,0.000451719
422,888,6,left,PERI,PERI2/3,AD PHF/mPFF,f,pTau,0.025363992
423,888,6,left,PERI,PERI2/3,mPFF,f,pTau,0.012949513
424,888,6,left,PERI,PERI2/3,mPFF,f,pTau,0.003800349
401,692,4,left,PERI,PERI5,AD PHF/mPFF,f,pTau,0.000583747
402,692,4,left,PERI,PERI5,AD PHF/mPFF,f,pTau,0.007699258
403,692,4,left,PERI,PERI5,AD PHF/mPFF,f,pTau,0.000511646
404,692,4,left,PERI,PERI5,AD PHF/mPFF,f,pTau,0.000209219
405,692,9,left,PERI,PERI5,AD PHF/mPFF,f,pTau,0.078544835
406,692,9,left,PERI,PERI5,AD PHF/mPFF,f,pTau,0.054877474
407,692,9,left,PERI,PERI5,AD PHF/mPFF,f,pTau,0.031502325
408,692,9,left,PERI,PERI5,AD PHF/mPFF,f,pTau,0.030640012
410,692,6,left,PERI,PERI5,AD PHF/mPFF,f,pTau,0.031893765
411,692,6,left,PERI,PERI5,AD PHF/mPFF,f,pTau,0.006653792
412,692,6,left,PERI,PERI5,mPFF,f,pTau,0.011202234
413,692,4,left,PERI,PERI5,mPFF,f,pTau,0.000806452
414,692,4,left,PERI,PERI5,mPFF,f,pTau,0.00269627
415,692,4,left,PERI,PERI5,mPFF,f,pTau,0.001878287
416,692,4,left,PERI,PERI5,mPFF,f,pTau,0.00179042
417,692,9,left,PERI,PERI5,mPFF,f,pTau,0.002897284
419,692,9,left,PERI,PERI5,mPFF,f,pTau,0.001562505
420,692,9,left,PERI,PERI5,mPFF,f,pTau,0.007628727
421,692,9,left,PERI,PERI5,mPFF,f,pTau,0.000451719
422,692,6,left,PERI,PERI5,AD PHF/mPFF,f,pTau,0.025363992
423,692,6,left,PERI,PERI5,mPFF,f,pTau,0.012949513
424,692,6,left,PERI,PERI5,mPFF,f,pTau,0.003800349
401,335,4,left,PERI,PERI6a,AD PHF/mPFF,f,pTau,0.000583747
402,335,4,left,PERI,PERI6a,AD PHF/mPFF,f,pTau,0.007699258
403,335,4,left,PERI,PERI6a,AD PHF/mPFF,f,pTau,0.000511646
404,335,4,left,PERI,PERI6a,AD PHF/mPFF,f,pTau,0.000209219
405,335,9,left,PERI,PERI6a,AD PHF/mPFF,f,pTau,0.078544835
406,335,9,left,PERI,PERI6a,AD PHF/mPFF,f,pTau,0.054877474
407,335,9,left,PERI,PERI6a,AD PHF/mPFF,f,pTau,0.031502325
408,335,9,left,PERI,PERI6a,AD PHF/mPFF,f,pTau,0.030640012
410,335,6,left,PERI,PERI6a,AD PHF/mPFF,f,pTau,0.031893765
411,335,6,left,PERI,PERI6a,AD PHF/mPFF,f,pTau,0.006653792
412,335,6,left,PERI,PERI6a,mPFF,f,pTau,0.011202234
413,335,4,left,PERI,PERI6a,mPFF,f,pTau,0.000806452
414,335,4,left,PERI,PERI6a,mPFF,f,pTau,0.00269627
415,335,4,left,PERI,PERI6a,mPFF,f,pTau,0.001878287
416,335,4,left,PERI,PERI6a,mPFF,f,pTau,0.00179042
417,335,9,left,PERI,PERI6a,mPFF,f,pTau,0.002897284
419,335,9,left,PERI,PERI6a,mPFF,f,pTau,0.001562505
420,335,9,left,PERI,PERI6a,mPFF,f,pTau,0.007628727
421,335,9,left,PERI,PERI6a,mPFF,f,pTau,0.000451719
422,335,6,left,PERI,PERI6a,AD PHF/mPFF,f,pTau,0.025363992
423,335,6,left,PERI,PERI6a,mPFF,f,pTau,0.012949513
424,335,6,left,PERI,PERI6a,mPFF,f,pTau,0.003800349
401,368,4,left,PERI,PERI6b,AD PHF/mPFF,f,pTau,0.000583747
402,368,4,left,PERI,PERI6b,AD PHF/mPFF,f,pTau,0.007699258
403,368,4,left,PERI,PERI6b,AD PHF/mPFF,f,pTau,0.000511646
404,368,4,left,PERI,PERI6b,AD PHF/mPFF,f,pTau,0.000209219
405,368,9,left,PERI,PERI6b,AD PHF/mPFF,f,pTau,0.078544835
406,368,9,left,PERI,PERI6b,AD PHF/mPFF,f,pTau,0.054877474
407,368,9,left,PERI,PERI6b,AD PHF/mPFF,f,pTau,0.031502325
408,368,9,left,PERI,PERI6b,AD PHF/mPFF,f,pTau,0.030640012
410,368,6,left,PERI,PERI6b,AD PHF/mPFF,f,pTau,0.031893765
411,368,6,left,PERI,PERI6b,AD PHF/mPFF,f,pTau,0.006653792
412,368,6,left,PERI,PERI6b,mPFF,f,pTau,0.011202234
413,368,4,left,PERI,PERI6b,mPFF,f,pTau,0.000806452
414,368,4,left,PERI,PERI6b,mPFF,f,pTau,0.00269627
415,368,4,left,PERI,PERI6b,mPFF,f,pTau,0.001878287
416,368,4,left,PERI,PERI6b,mPFF,f,pTau,0.00179042
417,368,9,left,PERI,PERI6b,mPFF,f,pTau,0.002897284
419,368,9,left,PERI,PERI6b,mPFF,f,pTau,0.001562505
420,368,9,left,PERI,PERI6b,mPFF,f,pTau,0.007628727
421,368,9,left,PERI,PERI6b,mPFF,f,pTau,0.000451719
422,368,6,left,PERI,PERI6b,AD PHF/mPFF,f,pTau,0.025363992
423,368,6,left,PERI,PERI6b,mPFF,f,pTau,0.012949513
424,368,6,left,PERI,PERI6b,mPFF,f,pTau,0.003800349
412,930,6,left,PF,PF,mPFF,f,pTau,0
401,931,4,left,PG,PG,AD PHF/mPFF,f,pTau,0
402,931,4,left,PG,PG,AD PHF/mPFF,f,pTau,0
403,931,4,left,PG,PG,AD PHF/mPFF,f,pTau,0.003253403
404,931,4,left,PG,PG,AD PHF/mPFF,f,pTau,0.004559941
405,931,9,left,PG,PG,AD PHF/mPFF,f,pTau,0.000328946
406,931,9,left,PG,PG,AD PHF/mPFF,f,pTau,0.000976387
407,931,9,left,PG,PG,AD PHF/mPFF,f,pTau,0.001187332
408,931,9,left,PG,PG,AD PHF/mPFF,f,pTau,0.00164672
410,931,6,left,PG,PG,AD PHF/mPFF,f,pTau,0.00054571
411,931,6,left,PG,PG,AD PHF/mPFF,f,pTau,0.001051431
412,931,6,left,PG,PG,mPFF,f,pTau,0.000138348
413,931,4,left,PG,PG,mPFF,f,pTau,0
414,931,4,left,PG,PG,mPFF,f,pTau,0.000405107
415,931,4,left,PG,PG,mPFF,f,pTau,0
416,931,4,left,PG,PG,mPFF,f,pTau,0
417,931,9,left,PG,PG,mPFF,f,pTau,0.000301072
419,931,9,left,PG,PG,mPFF,f,pTau,0
420,931,9,left,PG,PG,mPFF,f,pTau,0
421,931,9,left,PG,PG,mPFF,f,pTau,9.49E-05
422,931,6,left,PG,PG,AD PHF/mPFF,f,pTau,0
423,931,6,left,PG,PG,mPFF,f,pTau,9.33E-05
424,931,6,left,PG,PG,mPFF,f,pTau,0
401,946,4,left,PH,PH,AD PHF/mPFF,f,pTau,0
404,946,4,left,PH,PH,AD PHF/mPFF,f,pTau,0.083581952
405,946,9,left,PH,PH,AD PHF/mPFF,f,pTau,0.08416023
406,946,9,left,PH,PH,AD PHF/mPFF,f,pTau,0.191094676
407,946,9,left,PH,PH,AD PHF/mPFF,f,pTau,0.064441269
408,946,9,left,PH,PH,AD PHF/mPFF,f,pTau,0.084499167
410,946,6,left,PH,PH,AD PHF/mPFF,f,pTau,0.016170338
411,946,6,left,PH,PH,AD PHF/mPFF,f,pTau,0
412,946,6,left,PH,PH,mPFF,f,pTau,0.008628614
414,946,4,left,PH,PH,mPFF,f,pTau,0
421,946,9,left,PH,PH,mPFF,f,pTau,0
423,946,6,left,PH,PH,mPFF,f,pTau,0.00231901
401,560581563,4,left,PIL,PIL,AD PHF/mPFF,f,pTau,0
402,560581563,4,left,PIL,PIL,AD PHF/mPFF,f,pTau,0.00359394
403,560581563,4,left,PIL,PIL,AD PHF/mPFF,f,pTau,0
404,560581563,4,left,PIL,PIL,AD PHF/mPFF,f,pTau,0
405,560581563,9,left,PIL,PIL,AD PHF/mPFF,f,pTau,0
406,560581563,9,left,PIL,PIL,AD PHF/mPFF,f,pTau,0.0019795
407,560581563,9,left,PIL,PIL,AD PHF/mPFF,f,pTau,0
408,560581563,9,left,PIL,PIL,AD PHF/mPFF,f,pTau,0.007394427
410,560581563,6,left,PIL,PIL,AD PHF/mPFF,f,pTau,0.001914245
411,560581563,6,left,PIL,PIL,AD PHF/mPFF,f,pTau,0.003568472
412,560581563,6,left,PIL,PIL,mPFF,f,pTau,0
413,560581563,4,left,PIL,PIL,mPFF,f,pTau,0.005167608
414,560581563,4,left,PIL,PIL,mPFF,f,pTau,0
415,560581563,4,left,PIL,PIL,mPFF,f,pTau,0.000774029
416,560581563,4,left,PIL,PIL,mPFF,f,pTau,0.003417457
417,560581563,9,left,PIL,PIL,mPFF,f,pTau,0.000790891
419,560581563,9,left,PIL,PIL,mPFF,f,pTau,0
420,560581563,9,left,PIL,PIL,mPFF,f,pTau,0.000458483
421,560581563,9,left,PIL,PIL,mPFF,f,pTau,0
422,560581563,6,left,PIL,PIL,AD PHF/mPFF,f,pTau,0.001141036
423,560581563,6,left,PIL,PIL,mPFF,f,pTau,0.006265167
424,560581563,6,left,PIL,PIL,mPFF,f,pTau,0
401,961,4,left,PIR,PIR,AD PHF/mPFF,f,pTau,0.000196405
402,961,4,left,PIR,PIR,AD PHF/mPFF,f,pTau,0.001683806
403,961,4,left,PIR,PIR,AD PHF/mPFF,f,pTau,0.000111549
404,961,4,left,PIR,PIR,AD PHF/mPFF,f,pTau,0.000874256
405,961,9,left,PIR,PIR,AD PHF/mPFF,f,pTau,0.005070067
406,961,9,left,PIR,PIR,AD PHF/mPFF,f,pTau,0.003345895
407,961,9,left,PIR,PIR,AD PHF/mPFF,f,pTau,0.002342609
408,961,9,left,PIR,PIR,AD PHF/mPFF,f,pTau,0.001535208
