mouse,Region ID,mpi,side,parent,daughter,treatment,sex,marker,% pathology pTau
401,88,4,right,AHN,AHN,AD PHF/mPFF,f,pTau,0.001195681
402,88,4,right,AHN,AHN,AD PHF/mPFF,f,pTau,0.002213139
403,88,4,right,AHN,AHN,AD PHF/mPFF,f,pTau,0.001169004
404,88,4,right,AHN,AHN,AD PHF/mPFF,f,pTau,0.001018299
405,88,9,right,AHN,AHN,AD PHF/mPFF,f,pTau,0.089161192
406,88,9,right,AHN,AHN,AD PHF/mPFF,f,pTau,0.026809173
407,88,9,right,AHN,AHN,AD PHF/mPFF,f,pTau,0.000894892
408,88,9,right,AHN,AHN,AD PHF/mPFF,f,pTau,0.016236683
411,88,6,right,AHN,AHN,AD PHF/mPFF,f,pTau,0.005263468
412,88,6,right,AHN,AHN,mPFF,f,pTau,0.002502692
414,88,4,right,AHN,AHN,mPFF,f,pTau,0
415,88,4,right,AHN,AHN,mPFF,f,pTau,0.000633796
417,88,9,right,AHN,AHN,mPFF,f,pTau,0
421,88,9,right,AHN,AHN,mPFF,f,pTau,0
422,88,6,right,AHN,AHN,AD PHF/mPFF,f,pTau,0.002489871
401,996,4,right,AId,AId1,AD PHF/mPFF,f,pTau,0
402,996,4,right,AId,AId1,AD PHF/mPFF,f,pTau,0.006170201
403,996,4,right,AId,AId1,AD PHF/mPFF,f,pTau,0
404,996,4,right,AId,AId1,AD PHF/mPFF,f,pTau,0.000888082
405,996,9,right,AId,AId1,AD PHF/mPFF,f,pTau,0.002468922
406,996,9,right,AId,AId1,AD PHF/mPFF,f,pTau,0.016592596
407,996,9,right,AId,AId1,AD PHF/mPFF,f,pTau,0.000196019
408,996,9,right,AId,AId1,AD PHF/mPFF,f,pTau,0.000634498
410,996,6,right,AId,AId1,AD PHF/mPFF,f,pTau,0.000229177
411,996,6,right,AId,AId1,AD PHF/mPFF,f,pTau,0.000951199
412,996,6,right,AId,AId1,mPFF,f,pTau,0
413,996,4,right,AId,AId1,mPFF,f,pTau,0
414,996,4,right,AId,AId1,mPFF,f,pTau,9.80E-05
415,996,4,right,AId,AId1,mPFF,f,pTau,0
416,996,4,right,AId,AId1,mPFF,f,pTau,0.000425285
417,996,9,right,AId,AId1,mPFF,f,pTau,9.79E-05
419,996,9,right,AId,AId1,mPFF,f,pTau,0.000263468
420,996,9,right,AId,AId1,mPFF,f,pTau,0.003765835
421,996,9,right,AId,AId1,mPFF,f,pTau,0.000257376
422,996,6,right,AId,AId1,AD PHF/mPFF,f,pTau,0.000362133
423,996,6,right,AId,AId1,mPFF,f,pTau,8.22E-05
424,996,6,right,AId,AId1,mPFF,f,pTau,0.000345326
401,328,4,right,AId,AId2/3,AD PHF/mPFF,f,pTau,0
402,328,4,right,AId,AId2/3,AD PHF/mPFF,f,pTau,0.006170201
403,328,4,right,AId,AId2/3,AD PHF/mPFF,f,pTau,0
404,328,4,right,AId,AId2/3,AD PHF/mPFF,f,pTau,0.000888082
405,328,9,right,AId,AId2/3,AD PHF/mPFF,f,pTau,0.002468922
406,328,9,right,AId,AId2/3,AD PHF/mPFF,f,pTau,0.016592596
407,328,9,right,AId,AId2/3,AD PHF/mPFF,f,pTau,0.000196019
408,328,9,right,AId,AId2/3,AD PHF/mPFF,f,pTau,0.000634498
410,328,6,right,AId,AId2/3,AD PHF/mPFF,f,pTau,0.000229177
411,328,6,right,AId,AId2/3,AD PHF/mPFF,f,pTau,0.000951199
412,328,6,right,AId,AId2/3,mPFF,f,pTau,0
413,328,4,right,AId,AId2/3,mPFF,f,pTau,0
414,328,4,right,AId,AId2/3,mPFF,f,pTau,9.80E-05
415,328,4,right,AId,AId2/3,mPFF,f,pTau,0
416,328,4,right,AId,AId2/3,mPFF,f,pTau,0.000425285
417,328,9,right,AId,AId2/3,mPFF,f,pTau,9.79E-05
419,328,9,right,AId,AId2/3,mPFF,f,pTau,0.000263468
420,328,9,right,AId,AId2/3,mPFF,f,pTau,0.003765835
421,328,9,right,AId,AId2/3,mPFF,f,pTau,0.000257376
422,328,6,right,AId,AId2/3,AD PHF/mPFF,f,pTau,0.000362133
423,328,6,right,AId,AId2/3,mPFF,f,pTau,8.22E-05
424,328,6,right,AId,AId2/3,mPFF,f,pTau,0.000345326
401,1101,4,right,AId,AId5,AD PHF/mPFF,f,pTau,0
402,1101,4,right,AId,AId5,AD PHF/mPFF,f,pTau,0.006170201
403,1101,4,right,AId,AId5,AD PHF/mPFF,f,pTau,0
404,1101,4,right,AId,AId5,AD PHF/mPFF,f,pTau,0.000888082
405,1101,9,right,AId,AId5,AD PHF/mPFF,f,pTau,0.002468922
406,1101,9,right,AId,AId5,AD PHF/mPFF,f,pTau,0.016592596
407,1101,9,right,AId,AId5,AD PHF/mPFF,f,pTau,0.000196019
408,1101,9,right,AId,AId5,AD PHF/mPFF,f,pTau,0.000634498
410,1101,6,right,AId,AId5,AD PHF/mPFF,f,pTau,0.000229177
411,1101,6,right,AId,AId5,AD PHF/mPFF,f,pTau,0.000951199
412,1101,6,right,AId,AId5,mPFF,f,pTau,0
413,1101,4,right,AId,AId5,mPFF,f,pTau,0
414,1101,4,right,AId,AId5,mPFF,f,pTau,9.80E-05
415,1101,4,right,AId,AId5,mPFF,f,pTau,0
416,1101,4,right,AId,AId5,mPFF,f,pTau,0.000425285
417,1101,9,right,AId,AId5,mPFF,f,pTau,9.79E-05
419,1101,9,right,AId,AId5,mPFF,f,pTau,0.000263468
420,1101,9,right,AId,AId5,mPFF,f,pTau,0.003765835
421,1101,9,right,AId,AId5,mPFF,f,pTau,0.000257376
422,1101,6,right,AId,AId5,AD PHF/mPFF,f,pTau,0.000362133
423,1101,6,right,AId,AId5,mPFF,f,pTau,8.22E-05
424,1101,6,right,AId,AId5,mPFF,f,pTau,0.000345326
401,783,4,right,AId,AId6a,AD PHF/mPFF,f,pTau,0
402,783,4,right,AId,AId6a,AD PHF/mPFF,f,pTau,0.006170201
403,783,4,right,AId,AId6a,AD PHF/mPFF,f,pTau,0
404,783,4,right,AId,AId6a,AD PHF/mPFF,f,pTau,0.000888082
405,783,9,right,AId,AId6a,AD PHF/mPFF,f,pTau,0.002468922
406,783,9,right,AId,AId6a,AD PHF/mPFF,f,pTau,0.016592596
407,783,9,right,AId,AId6a,AD PHF/mPFF,f,pTau,0.000196019
408,783,9,right,AId,AId6a,AD PHF/mPFF,f,pTau,0.000634498
410,783,6,right,AId,AId6a,AD PHF/mPFF,f,pTau,0.000229177
411,783,6,right,AId,AId6a,AD PHF/mPFF,f,pTau,0.000951199
412,783,6,right,AId,AId6a,mPFF,f,pTau,0
413,783,4,right,AId,AId6a,mPFF,f,pTau,0
414,783,4,right,AId,AId6a,mPFF,f,pTau,9.80E-05
415,783,4,right,AId,AId6a,mPFF,f,pTau,0
416,783,4,right,AId,AId6a,mPFF,f,pTau,0.000425285
417,783,9,right,AId,AId6a,mPFF,f,pTau,9.79E-05
419,783,9,right,AId,AId6a,mPFF,f,pTau,0.000263468
420,783,9,right,AId,AId6a,mPFF,f,pTau,0.003765835
421,783,9,right,AId,AId6a,mPFF,f,pTau,0.000257376
422,783,6,right,AId,AId6a,AD PHF/mPFF,f,pTau,0.000362133
423,783,6,right,AId,AId6a,mPFF,f,pTau,8.22E-05
424,783,6,right,AId,AId6a,mPFF,f,pTau,0.000345326
401,831,4,right,AId,AId6b,AD PHF/mPFF,f,pTau,0
402,831,4,right,AId,AId6b,AD PHF/mPFF,f,pTau,0.006170201
403,831,4,right,AId,AId6b,AD PHF/mPFF,f,pTau,0
404,831,4,right,AId,AId6b,AD PHF/mPFF,f,pTau,0.000888082
405,831,9,right,AId,AId6b,AD PHF/mPFF,f,pTau,0.002468922
406,831,9,right,AId,AId6b,AD PHF/mPFF,f,pTau,0.016592596
407,831,9,right,AId,AId6b,AD PHF/mPFF,f,pTau,0.000196019
408,831,9,right,AId,AId6b,AD PHF/mPFF,f,pTau,0.000634498
410,831,6,right,AId,AId6b,AD PHF/mPFF,f,pTau,0.000229177
411,831,6,right,AId,AId6b,AD PHF/mPFF,f,pTau,0.000951199
412,831,6,right,AId,AId6b,mPFF,f,pTau,0
413,831,4,right,AId,AId6b,mPFF,f,pTau,0
414,831,4,right,AId,AId6b,mPFF,f,pTau,9.80E-05
416,831,4,right,AId,AId6b,mPFF,f,pTau,0.000425285
417,831,9,right,AId,AId6b,mPFF,f,pTau,9.79E-05
419,831,9,right,AId,AId6b,mPFF,f,pTau,0.000263468
420,831,9,right,AId,AId6b,mPFF,f,pTau,0.003765835
421,831,9,right,AId,AId6b,mPFF,f,pTau,0.000257376
422,831,6,right,AId,AId6b,AD PHF/mPFF,f,pTau,0.000362133
423,831,6,right,AId,AId6b,mPFF,f,pTau,8.22E-05
424,831,6,right,AId,AId6b,mPFF,f,pTau,0.000345326
401,120,4,right,AIp,AIp1,AD PHF/mPFF,f,pTau,8.71E-05
402,120,4,right,AIp,AIp1,AD PHF/mPFF,f,pTau,0.007826166
403,120,4,right,AIp,AIp1,AD PHF/mPFF,f,pTau,0.003597982
404,120,4,right,AIp,AIp1,AD PHF/mPFF,f,pTau,0.003665146
405,120,9,right,AIp,AIp1,AD PHF/mPFF,f,pTau,0.045439938
406,120,9,right,AIp,AIp1,AD PHF/mPFF,f,pTau,0.024435363
407,120,9,right,AIp,AIp1,AD PHF/mPFF,f,pTau,0.033867328
408,120,9,right,AIp,AIp1,AD PHF/mPFF,f,pTau,0.069887599
410,120,6,right,AIp,AIp1,AD PHF/mPFF,f,pTau,0.030713508
411,120,6,right,AIp,AIp1,AD PHF/mPFF,f,pTau,0.019190838
412,120,6,right,AIp,AIp1,mPFF,f,pTau,0.002997144
413,120,4,right,AIp,AIp1,mPFF,f,pTau,0
414,120,4,right,AIp,AIp1,mPFF,f,pTau,0
415,120,4,right,AIp,AIp1,mPFF,f,pTau,0.001761013
416,120,4,right,AIp,AIp1,mPFF,f,pTau,0.00021274
417,120,9,right,AIp,AIp1,mPFF,f,pTau,0.001106721
419,120,9,right,AIp,AIp1,mPFF,f,pTau,0.001890537
420,120,9,right,AIp,AIp1,mPFF,f,pTau,0.001673397
421,120,9,right,AIp,AIp1,mPFF,f,pTau,0.002266307
422,120,6,right,AIp,AIp1,AD PHF/mPFF,f,pTau,0.018663182
423,120,6,right,AIp,AIp1,mPFF,f,pTau,0.000233077
424,120,6,right,AIp,AIp1,mPFF,f,pTau,0
401,163,4,right,AIp,AIp2/3,AD PHF/mPFF,f,pTau,8.71E-05
402,163,4,right,AIp,AIp2/3,AD PHF/mPFF,f,pTau,0.007826166
403,163,4,right,AIp,AIp2/3,AD PHF/mPFF,f,pTau,0.003597982
404,163,4,right,AIp,AIp2/3,AD PHF/mPFF,f,pTau,0.003665146
405,163,9,right,AIp,AIp2/3,AD PHF/mPFF,f,pTau,0.045439938
406,163,9,right,AIp,AIp2/3,AD PHF/mPFF,f,pTau,0.024435363
407,163,9,right,AIp,AIp2/3,AD PHF/mPFF,f,pTau,0.033867328
408,163,9,right,AIp,AIp2/3,AD PHF/mPFF,f,pTau,0.069887599
410,163,6,right,AIp,AIp2/3,AD PHF/mPFF,f,pTau,0.030713508
411,163,6,right,AIp,AIp2/3,AD PHF/mPFF,f,pTau,0.019190838
412,163,6,right,AIp,AIp2/3,mPFF,f,pTau,0.002997144
413,163,4,right,AIp,AIp2/3,mPFF,f,pTau,0
414,163,4,right,AIp,AIp2/3,mPFF,f,pTau,0
415,163,4,right,AIp,AIp2/3,mPFF,f,pTau,0.001761013
416,163,4,right,AIp,AIp2/3,mPFF,f,pTau,0.00021274
417,163,9,right,AIp,AIp2/3,mPFF,f,pTau,0.001106721
419,163,9,right,AIp,AIp2/3,mPFF,f,pTau,0.001890537
420,163,9,right,AIp,AIp2/3,mPFF,f,pTau,0.001673397
421,163,9,right,AIp,AIp2/3,mPFF,f,pTau,0.002266307
422,163,6,right,AIp,AIp2/3,AD PHF/mPFF,f,pTau,0.018663182
423,163,6,right,AIp,AIp2/3,mPFF,f,pTau,0.000233077
424,163,6,right,AIp,AIp2/3,mPFF,f,pTau,0
401,344,4,right,AIp,AIp5,AD PHF/mPFF,f,pTau,8.71E-05
402,344,4,right,AIp,AIp5,AD PHF/mPFF,f,pTau,0.007826166
403,344,4,right,AIp,AIp5,AD PHF/mPFF,f,pTau,0.003597982
404,344,4,right,AIp,AIp5,AD PHF/mPFF,f,pTau,0.003665146
405,344,9,right,AIp,AIp5,AD PHF/mPFF,f,pTau,0.045439938
406,344,9,right,AIp,AIp5,AD PHF/mPFF,f,pTau,0.024435363
407,344,9,right,AIp,AIp5,AD PHF/mPFF,f,pTau,0.033867328
408,344,9,right,AIp,AIp5,AD PHF/mPFF,f,pTau,0.069887599
410,344,6,right,AIp,AIp5,AD PHF/mPFF,f,pTau,0.030713508
411,344,6,right,AIp,AIp5,AD PHF/mPFF,f,pTau,0.019190838
412,344,6,right,AIp,AIp5,mPFF,f,pTau,0.002997144
413,344,4,right,AIp,AIp5,mPFF,f,pTau,0
414,344,4,right,AIp,AIp5,mPFF,f,pTau,0
415,344,4,right,AIp,AIp5,mPFF,f,pTau,0.001761013
416,344,4,right,AIp,AIp5,mPFF,f,pTau,0.00021274
417,344,9,right,AIp,AIp5,mPFF,f,pTau,0.001106721
419,344,9,right,AIp,AIp5,mPFF,f,pTau,0.001890537
420,344,9,right,AIp,AIp5,mPFF,f,pTau,0.001673397
421,344,9,right,AIp,AIp5,mPFF,f,pTau,0.002266307
422,344,6,right,AIp,AIp5,AD PHF/mPFF,f,pTau,0.018663182
423,344,6,right,AIp,AIp5,mPFF,f,pTau,0.000233077
424,344,6,right,AIp,AIp5,mPFF,f,pTau,0
401,314,4,right,AIp,AIp6a,AD PHF/mPFF,f,pTau,8.71E-05
402,314,4,right,AIp,AIp6a,AD PHF/mPFF,f,pTau,0.007826166
403,314,4,right,AIp,AIp6a,AD PHF/mPFF,f,pTau,0.003597982
404,314,4,right,AIp,AIp6a,AD PHF/mPFF,f,pTau,0.003665146
405,314,9,right,AIp,AIp6a,AD PHF/mPFF,f,pTau,0.045439938
406,314,9,right,AIp,AIp6a,AD PHF/mPFF,f,pTau,0.024435363
407,314,9,right,AIp,AIp6a,AD PHF/mPFF,f,pTau,0.033867328
408,314,9,right,AIp,AIp6a,AD PHF/mPFF,f,pTau,0.069887599
410,314,6,right,AIp,AIp6a,AD PHF/mPFF,f,pTau,0.030713508
411,314,6,right,AIp,AIp6a,AD PHF/mPFF,f,pTau,0.019190838
412,314,6,right,AIp,AIp6a,mPFF,f,pTau,0.002997144
413,314,4,right,AIp,AIp6a,mPFF,f,pTau,0
414,314,4,right,AIp,AIp6a,mPFF,f,pTau,0
415,314,4,right,AIp,AIp6a,mPFF,f,pTau,0.001761013
416,314,4,right,AIp,AIp6a,mPFF,f,pTau,0.00021274
417,314,9,right,AIp,AIp6a,mPFF,f,pTau,0.001106721
419,314,9,right,AIp,AIp6a,mPFF,f,pTau,0.001890537
420,314,9,right,AIp,AIp6a,mPFF,f,pTau,0.001673397
421,314,9,right,AIp,AIp6a,mPFF,f,pTau,0.002266307
422,314,6,right,AIp,AIp6a,AD PHF/mPFF,f,pTau,0.018663182
423,314,6,right,AIp,AIp6a,mPFF,f,pTau,0.000233077
424,314,6,right,AIp,AIp6a,mPFF,f,pTau,0
401,355,4,right,AIp,AIp6b,AD PHF/mPFF,f,pTau,8.71E-05
402,355,4,right,AIp,AIp6b,AD PHF/mPFF,f,pTau,0.007826166
403,355,4,right,AIp,AIp6b,AD PHF/mPFF,f,pTau,0.003597982
404,355,4,right,AIp,AIp6b,AD PHF/mPFF,f,pTau,0.003665146
405,355,9,right,AIp,AIp6b,AD PHF/mPFF,f,pTau,0.045439938
406,355,9,right,AIp,AIp6b,AD PHF/mPFF,f,pTau,0.024435363
407,355,9,right,AIp,AIp6b,AD PHF/mPFF,f,pTau,0.033867328
408,355,9,right,AIp,AIp6b,AD PHF/mPFF,f,pTau,0.069887599
410,355,6,right,AIp,AIp6b,AD PHF/mPFF,f,pTau,0.030713508
411,355,6,right,AIp,AIp6b,AD PHF/mPFF,f,pTau,0.019190838
412,355,6,right,AIp,AIp6b,mPFF,f,pTau,0.002997144
413,355,4,right,AIp,AIp6b,mPFF,f,pTau,0
414,355,4,right,AIp,AIp6b,mPFF,f,pTau,0
415,355,4,right,AIp,AIp6b,mPFF,f,pTau,0.001761013
416,355,4,right,AIp,AIp6b,mPFF,f,pTau,0.00021274
417,355,9,right,AIp,AIp6b,mPFF,f,pTau,0.001106721
419,355,9,right,AIp,AIp6b,mPFF,f,pTau,0.001890537
420,355,9,right,AIp,AIp6b,mPFF,f,pTau,0.001673397
421,355,9,right,AIp,AIp6b,mPFF,f,pTau,0.002266307
422,355,6,right,AIp,AIp6b,AD PHF/mPFF,f,pTau,0.018663182
423,355,6,right,AIp,AIp6b,mPFF,f,pTau,0.000233077
424,355,6,right,AIp,AIp6b,mPFF,f,pTau,0
401,704,4,right,AIv,AIv1,AD PHF/mPFF,f,pTau,0
402,704,4,right,AIv,AIv1,AD PHF/mPFF,f,pTau,0.00017374
403,704,4,right,AIv,AIv1,AD PHF/mPFF,f,pTau,0
404,704,4,right,AIv,AIv1,AD PHF/mPFF,f,pTau,0.000494874
405,704,9,right,AIv,AIv1,AD PHF/mPFF,f,pTau,0.000565241
406,704,9,right,AIv,AIv1,AD PHF/mPFF,f,pTau,0.019748619
407,704,9,right,AIv,AIv1,AD PHF/mPFF,f,pTau,0
408,704,9,right,AIv,AIv1,AD PHF/mPFF,f,pTau,0.00110959
410,704,6,right,AIv,AIv1,AD PHF/mPFF,f,pTau,0.038034379
411,704,6,right,AIv,AIv1,AD PHF/mPFF,f,pTau,0.000561522
412,704,6,right,AIv,AIv1,mPFF,f,pTau,0
413,704,4,right,AIv,AIv1,mPFF,f,pTau,0.000149511
414,704,4,right,AIv,AIv1,mPFF,f,pTau,0
415,704,4,right,AIv,AIv1,mPFF,f,pTau,0
416,704,4,right,AIv,AIv1,mPFF,f,pTau,0.000153456
417,704,9,right,AIv,AIv1,mPFF,f,pTau,0
419,704,9,right,AIv,AIv1,mPFF,f,pTau,0.000219462
420,704,9,right,AIv,AIv1,mPFF,f,pTau,0
421,704,9,right,AIv,AIv1,mPFF,f,pTau,0.000177467
422,704,6,right,AIv,AIv1,AD PHF/mPFF,f,pTau,0.001681381
423,704,6,right,AIv,AIv1,mPFF,f,pTau,0
424,704,6,right,AIv,AIv1,mPFF,f,pTau,0
401,694,4,right,AIv,AIv2/3,AD PHF/mPFF,f,pTau,0
402,694,4,right,AIv,AIv2/3,AD PHF/mPFF,f,pTau,0.00017374
403,694,4,right,AIv,AIv2/3,AD PHF/mPFF,f,pTau,0
404,694,4,right,AIv,AIv2/3,AD PHF/mPFF,f,pTau,0.000494874
405,694,9,right,AIv,AIv2/3,AD PHF/mPFF,f,pTau,0.000565241
406,694,9,right,AIv,AIv2/3,AD PHF/mPFF,f,pTau,0.019748619
407,694,9,right,AIv,AIv2/3,AD PHF/mPFF,f,pTau,0
408,694,9,right,AIv,AIv2/3,AD PHF/mPFF,f,pTau,0.00110959
410,694,6,right,AIv,AIv2/3,AD PHF/mPFF,f,pTau,0.038034379
411,694,6,right,AIv,AIv2/3,AD PHF/mPFF,f,pTau,0.000561522
412,694,6,right,AIv,AIv2/3,mPFF,f,pTau,0
413,694,4,right,AIv,AIv2/3,mPFF,f,pTau,0.000149511
414,694,4,right,AIv,AIv2/3,mPFF,f,pTau,0
415,694,4,right,AIv,AIv2/3,mPFF,f,pTau,0
416,694,4,right,AIv,AIv2/3,mPFF,f,pTau,0.000153456
417,694,9,right,AIv,AIv2/3,mPFF,f,pTau,0
419,694,9,right,AIv,AIv2/3,mPFF,f,pTau,0.000219462
420,694,9,right,AIv,AIv2/3,mPFF,f,pTau,0
421,694,9,right,AIv,AIv2/3,mPFF,f,pTau,0.000177467
422,694,6,right,AIv,AIv2/3,AD PHF/mPFF,f,pTau,0.001681381
423,694,6,right,AIv,AIv2/3,mPFF,f,pTau,0
424,694,6,right,AIv,AIv2/3,mPFF,f,pTau,0
401,800,4,right,AIv,AIv5,AD PHF/mPFF,f,pTau,0
402,800,4,right,AIv,AIv5,AD PHF/mPFF,f,pTau,0.00017374
403,800,4,right,AIv,AIv5,AD PHF/mPFF,f,pTau,0
404,800,4,right,AIv,AIv5,AD PHF/mPFF,f,pTau,0.000494874
405,800,9,right,AIv,AIv5,AD PHF/mPFF,f,pTau,0.000565241
406,800,9,right,AIv,AIv5,AD PHF/mPFF,f,pTau,0.019748619
407,800,9,right,AIv,AIv5,AD PHF/mPFF,f,pTau,0
408,800,9,right,AIv,AIv5,AD PHF/mPFF,f,pTau,0.00110959
410,800,6,right,AIv,AIv5,AD PHF/mPFF,f,pTau,0.038034379
411,800,6,right,AIv,AIv5,AD PHF/mPFF,f,pTau,0.000561522
412,800,6,right,AIv,AIv5,mPFF,f,pTau,0
413,800,4,right,AIv,AIv5,mPFF,f,pTau,0.000149511
414,800,4,right,AIv,AIv5,mPFF,f,pTau,0
415,800,4,right,AIv,AIv5,mPFF,f,pTau,0
416,800,4,right,AIv,AIv5,mPFF,f,pTau,0.000153456
417,800,9,right,AIv,AIv5,mPFF,f,pTau,0
419,800,9,right,AIv,AIv5,mPFF,f,pTau,0.000219462
420,800,9,right,AIv,AIv5,mPFF,f,pTau,0
421,800,9,right,AIv,AIv5,mPFF,f,pTau,0.000177467
422,800,6,right,AIv,AIv5,AD PHF/mPFF,f,pTau,0.001681381
423,800,6,right,AIv,AIv5,mPFF,f,pTau,0
424,800,6,right,AIv,AIv5,mPFF,f,pTau,0
401,675,4,right,AIv,AIv6a,AD PHF/mPFF,f,pTau,0
402,675,4,right,AIv,AIv6a,AD PHF/mPFF,f,pTau,0.00017374
403,675,4,right,AIv,AIv6a,AD PHF/mPFF,f,pTau,0
404,675,4,right,AIv,AIv6a,AD PHF/mPFF,f,pTau,0.000494874
405,675,9,right,AIv,AIv6a,AD PHF/mPFF,f,pTau,0.000565241
406,675,9,right,AIv,AIv6a,AD PHF/mPFF,f,pTau,0.019748619
407,675,9,right,AIv,AIv6a,AD PHF/mPFF,f,pTau,0
408,675,9,right,AIv,AIv6a,AD PHF/mPFF,f,pTau,0.00110959
410,675,6,right,AIv,AIv6a,AD PHF/mPFF,f,pTau,0.038034379
411,675,6,right,AIv,AIv6a,AD PHF/mPFF,f,pTau,0.000561522
412,675,6,right,AIv,AIv6a,mPFF,f,pTau,0
413,675,4,right,AIv,AIv6a,mPFF,f,pTau,0.000149511
414,675,4,right,AIv,AIv6a,mPFF,f,pTau,0
415,675,4,right,AIv,AIv6a,mPFF,f,pTau,0
416,675,4,right,AIv,AIv6a,mPFF,f,pTau,0.000153456
417,675,9,right,AIv,AIv6a,mPFF,f,pTau,0
419,675,9,right,AIv,AIv6a,mPFF,f,pTau,0.000219462
420,675,9,right,AIv,AIv6a,mPFF,f,pTau,0
421,675,9,right,AIv,AIv6a,mPFF,f,pTau,0.000177467
422,675,6,right,AIv,AIv6a,AD PHF/mPFF,f,pTau,0.001681381
423,675,6,right,AIv,AIv6a,mPFF,f,pTau,0
424,675,6,right,AIv,AIv6a,mPFF,f,pTau,0
401,466,4,right,alv,alv,AD PHF/mPFF,f,pTau,0.362271776
402,466,4,right,alv,alv,AD PHF/mPFF,f,pTau,0.585249572
403,466,4,right,alv,alv,AD PHF/mPFF,f,pTau,0.173894831
404,466,4,right,alv,alv,AD PHF/mPFF,f,pTau,0.382279696
405,466,9,right,alv,alv,AD PHF/mPFF,f,pTau,2.794126591
406,466,9,right,alv,alv,AD PHF/mPFF,f,pTau,1.77882935
407,466,9,right,alv,alv,AD PHF/mPFF,f,pTau,1.518594338
408,466,9,right,alv,alv,AD PHF/mPFF,f,pTau,2.561508991
410,466,6,right,alv,alv,AD PHF/mPFF,f,pTau,0.489227593
411,466,6,right,alv,alv,AD PHF/mPFF,f,pTau,0.894931092
412,466,6,right,alv,alv,mPFF,f,pTau,0.075618163
413,466,4,right,alv,alv,mPFF,f,pTau,0.009046358
414,466,4,right,alv,alv,mPFF,f,pTau,0.002446708
415,466,4,right,alv,alv,mPFF,f,pTau,0.007902824
416,466,4,right,alv,alv,mPFF,f,pTau,0.003843583
417,466,9,right,alv,alv,mPFF,f,pTau,0.075056523
419,466,9,right,alv,alv,mPFF,f,pTau,0.09580552
420,466,9,right,alv,alv,mPFF,f,pTau,0.070038444
421,466,9,right,alv,alv,mPFF,f,pTau,0.071850633
422,466,6,right,alv,alv,AD PHF/mPFF,f,pTau,0.665212043
423,466,6,right,alv,alv,mPFF,f,pTau,0.048281017
424,466,6,right,alv,alv,mPFF,f,pTau,0.082758309
401,884,4,right,amc,amc,AD PHF/mPFF,f,pTau,0
402,884,4,right,amc,amc,AD PHF/mPFF,f,pTau,0.003442656
403,884,4,right,amc,amc,AD PHF/mPFF,f,pTau,0
404,884,4,right,amc,amc,AD PHF/mPFF,f,pTau,0
405,884,9,right,amc,amc,AD PHF/mPFF,f,pTau,0.008431476
406,884,9,right,amc,amc,AD PHF/mPFF,f,pTau,0.00229807
407,884,9,right,amc,amc,AD PHF/mPFF,f,pTau,0.00260499
408,884,9,right,amc,amc,AD PHF/mPFF,f,pTau,0.009066176
410,884,6,right,amc,amc,AD PHF/mPFF,f,pTau,0.009226147
411,884,6,right,amc,amc,AD PHF/mPFF,f,pTau,0.004602553
412,884,6,right,amc,amc,mPFF,f,pTau,0
413,884,4,right,amc,amc,mPFF,f,pTau,0
414,884,4,right,amc,amc,mPFF,f,pTau,0
415,884,4,right,amc,amc,mPFF,f,pTau,0
416,884,4,right,amc,amc,mPFF,f,pTau,0
417,884,9,right,amc,amc,mPFF,f,pTau,0
419,884,9,right,amc,amc,mPFF,f,pTau,0.00205689
420,884,9,right,amc,amc,mPFF,f,pTau,0
421,884,9,right,amc,amc,mPFF,f,pTau,0.002058894
422,884,6,right,amc,amc,AD PHF/mPFF,f,pTau,0
423,884,6,right,amc,amc,mPFF,f,pTau,0
424,884,6,right,amc,amc,mPFF,f,pTau,0
401,188,4,right,AOB,AOBgl,AD PHF/mPFF,f,pTau,0
402,188,4,right,AOB,AOBgl,AD PHF/mPFF,f,pTau,0
403,188,4,right,AOB,AOBgl,AD PHF/mPFF,f,pTau,0
404,188,4,right,AOB,AOBgl,AD PHF/mPFF,f,pTau,0
401,196,4,right,AOB,AOBgr,AD PHF/mPFF,f,pTau,0
402,196,4,right,AOB,AOBgr,AD PHF/mPFF,f,pTau,0
403,196,4,right,AOB,AOBgr,AD PHF/mPFF,f,pTau,0
404,196,4,right,AOB,AOBgr,AD PHF/mPFF,f,pTau,0
401,204,4,right,AOB,AOBmi,AD PHF/mPFF,f,pTau,0
402,204,4,right,AOB,AOBmi,AD PHF/mPFF,f,pTau,0
403,204,4,right,AOB,AOBmi,AD PHF/mPFF,f,pTau,0
404,204,4,right,AOB,AOBmi,AD PHF/mPFF,f,pTau,0
401,159,4,right,AON,AON,AD PHF/mPFF,f,pTau,0
402,159,4,right,AON,AON,AD PHF/mPFF,f,pTau,0.000129143
403,159,4,right,AON,AON,AD PHF/mPFF,f,pTau,2.92E-05
404,159,4,right,AON,AON,AD PHF/mPFF,f,pTau,0.000245153
405,159,9,right,AON,AON,AD PHF/mPFF,f,pTau,0.000845057
406,159,9,right,AON,AON,AD PHF/mPFF,f,pTau,0.001828914
407,159,9,right,AON,AON,AD PHF/mPFF,f,pTau,0.00034371
408,159,9,right,AON,AON,AD PHF/mPFF,f,pTau,0
410,159,6,right,AON,AON,AD PHF/mPFF,f,pTau,0.001440886
411,159,6,right,AON,AON,AD PHF/mPFF,f,pTau,0
412,159,6,right,AON,AON,mPFF,f,pTau,0
413,159,4,right,AON,AON,mPFF,f,pTau,0.000165766
