mouse,Region ID,mpi,side,parent,daughter,treatment,sex,marker,% pathology pSYN
402,84,4,right,PL,PL6a,AD PHF/mPFF,f,pSyn,0
403,84,4,right,PL,PL6a,AD PHF/mPFF,f,pSyn,0.000259489
404,84,4,right,PL,PL6a,AD PHF/mPFF,f,pSyn,0
405,84,9,right,PL,PL6a,AD PHF/mPFF,f,pSyn,0.000224383
406,84,9,right,PL,PL6a,AD PHF/mPFF,f,pSyn,0.003516523
407,84,9,right,PL,PL6a,AD PHF/mPFF,f,pSyn,0
408,84,9,right,PL,PL6a,AD PHF/mPFF,f,pSyn,0
410,84,6,right,PL,PL6a,AD PHF/mPFF,f,pSyn,0
411,84,6,right,PL,PL6a,AD PHF/mPFF,f,pSyn,0.000588804
412,84,6,right,PL,PL6a,mPFF,f,pSyn,0.015276414
413,84,4,right,PL,PL6a,mPFF,f,pSyn,0.000723477
414,84,4,right,PL,PL6a,mPFF,f,pSyn,0.003549258
415,84,4,right,PL,PL6a,mPFF,f,pSyn,0.014462843
416,84,4,right,PL,PL6a,mPFF,f,pSyn,0.000262633
417,84,9,right,PL,PL6a,mPFF,f,pSyn,0.003711126
421,84,9,right,PL,PL6a,mPFF,f,pSyn,9.80E-05
422,84,6,right,PL,PL6a,AD PHF/mPFF,f,pSyn,0.000113802
423,84,6,right,PL,PL6a,mPFF,f,pSyn,0.001785895
424,84,6,right,PL,PL6a,mPFF,f,pSyn,0.026898725
411,132,6,right,PL,PL6b,AD PHF/mPFF,f,pSyn,0.000588804
401,753,4,right,pm,pm,AD PHF/mPFF,f,pSyn,0
402,753,4,right,pm,pm,AD PHF/mPFF,f,pSyn,0
403,753,4,right,pm,pm,AD PHF/mPFF,f,pSyn,0
404,753,4,right,pm,pm,AD PHF/mPFF,f,pSyn,0.230623624
405,753,9,right,pm,pm,AD PHF/mPFF,f,pSyn,0
406,753,9,right,pm,pm,AD PHF/mPFF,f,pSyn,1.086500236
407,753,9,right,pm,pm,AD PHF/mPFF,f,pSyn,0
408,753,9,right,pm,pm,AD PHF/mPFF,f,pSyn,0.004215353
410,753,6,right,pm,pm,AD PHF/mPFF,f,pSyn,0
411,753,6,right,pm,pm,AD PHF/mPFF,f,pSyn,0.704653257
412,753,6,right,pm,pm,mPFF,f,pSyn,0.037159158
413,753,4,right,pm,pm,mPFF,f,pSyn,0
414,753,4,right,pm,pm,mPFF,f,pSyn,0
415,753,4,right,pm,pm,mPFF,f,pSyn,0
417,753,9,right,pm,pm,mPFF,f,pSyn,0
419,753,9,right,pm,pm,mPFF,f,pSyn,0
421,753,9,right,pm,pm,mPFF,f,pSyn,0
423,753,6,right,pm,pm,mPFF,f,pSyn,0
402,980,4,right,PMd,PMd,AD PHF/mPFF,f,pSyn,0
403,980,4,right,PMd,PMd,AD PHF/mPFF,f,pSyn,0
404,980,4,right,PMd,PMd,AD PHF/mPFF,f,pSyn,0
405,980,9,right,PMd,PMd,AD PHF/mPFF,f,pSyn,0
407,980,9,right,PMd,PMd,AD PHF/mPFF,f,pSyn,0
408,980,9,right,PMd,PMd,AD PHF/mPFF,f,pSyn,0
411,980,6,right,PMd,PMd,AD PHF/mPFF,f,pSyn,0
412,980,6,right,PMd,PMd,mPFF,f,pSyn,0
414,980,4,right,PMd,PMd,mPFF,f,pSyn,0
415,980,4,right,PMd,PMd,mPFF,f,pSyn,0
419,980,9,right,PMd,PMd,mPFF,f,pSyn,0
421,980,9,right,PMd,PMd,mPFF,f,pSyn,0.002905201
402,1004,4,right,PMv,PMv,AD PHF/mPFF,f,pSyn,0
403,1004,4,right,PMv,PMv,AD PHF/mPFF,f,pSyn,0
404,1004,4,right,PMv,PMv,AD PHF/mPFF,f,pSyn,0
405,1004,9,right,PMv,PMv,AD PHF/mPFF,f,pSyn,0
407,1004,9,right,PMv,PMv,AD PHF/mPFF,f,pSyn,0.001215232
408,1004,9,right,PMv,PMv,AD PHF/mPFF,f,pSyn,0
411,1004,6,right,PMv,PMv,AD PHF/mPFF,f,pSyn,0
412,1004,6,right,PMv,PMv,mPFF,f,pSyn,0
413,1004,4,right,PMv,PMv,mPFF,f,pSyn,0
414,1004,4,right,PMv,PMv,mPFF,f,pSyn,0
415,1004,4,right,PMv,PMv,mPFF,f,pSyn,0
419,1004,9,right,PMv,PMv,mPFF,f,pSyn,0.059615168
421,1004,9,right,PMv,PMv,mPFF,f,pSyn,0.009559049
423,1004,6,right,PMv,PMv,mPFF,f,pSyn,0.037213977
402,607344830,4,right,PN,PN,AD PHF/mPFF,f,pSyn,0
403,607344830,4,right,PN,PN,AD PHF/mPFF,f,pSyn,0
404,607344830,4,right,PN,PN,AD PHF/mPFF,f,pSyn,0
405,607344830,9,right,PN,PN,AD PHF/mPFF,f,pSyn,0
406,607344830,9,right,PN,PN,AD PHF/mPFF,f,pSyn,0
407,607344830,9,right,PN,PN,AD PHF/mPFF,f,pSyn,0
408,607344830,9,right,PN,PN,AD PHF/mPFF,f,pSyn,0
410,607344830,6,right,PN,PN,AD PHF/mPFF,f,pSyn,0
411,607344830,6,right,PN,PN,AD PHF/mPFF,f,pSyn,0
412,607344830,6,right,PN,PN,mPFF,f,pSyn,0
413,607344830,4,right,PN,PN,mPFF,f,pSyn,0
414,607344830,4,right,PN,PN,mPFF,f,pSyn,0
416,607344830,4,right,PN,PN,mPFF,f,pSyn,0
417,607344830,9,right,PN,PN,mPFF,f,pSyn,0
420,607344830,9,right,PN,PN,mPFF,f,pSyn,0
422,607344830,6,right,PN,PN,AD PHF/mPFF,f,pSyn,0.001730427
423,607344830,6,right,PN,PN,mPFF,f,pSyn,0
424,607344830,6,right,PN,PN,mPFF,f,pSyn,0
401,1020,4,right,PO,PO,AD PHF/mPFF,f,pSyn,0.00088872
402,1020,4,right,PO,PO,AD PHF/mPFF,f,pSyn,0
403,1020,4,right,PO,PO,AD PHF/mPFF,f,pSyn,0
405,1020,9,right,PO,PO,AD PHF/mPFF,f,pSyn,0
406,1020,9,right,PO,PO,AD PHF/mPFF,f,pSyn,0
407,1020,9,right,PO,PO,AD PHF/mPFF,f,pSyn,0
408,1020,9,right,PO,PO,AD PHF/mPFF,f,pSyn,0
410,1020,6,right,PO,PO,AD PHF/mPFF,f,pSyn,0.000381667
411,1020,6,right,PO,PO,AD PHF/mPFF,f,pSyn,0.000216527
412,1020,6,right,PO,PO,mPFF,f,pSyn,0
413,1020,4,right,PO,PO,mPFF,f,pSyn,0
415,1020,4,right,PO,PO,mPFF,f,pSyn,0
416,1020,4,right,PO,PO,mPFF,f,pSyn,0.000193845
417,1020,9,right,PO,PO,mPFF,f,pSyn,0
419,1020,9,right,PO,PO,mPFF,f,pSyn,0
420,1020,9,right,PO,PO,mPFF,f,pSyn,0.000930054
421,1020,9,right,PO,PO,mPFF,f,pSyn,0
422,1020,6,right,PO,PO,AD PHF/mPFF,f,pSyn,0.000279563
423,1020,6,right,PO,PO,mPFF,f,pSyn,0.001664409
424,1020,6,right,PO,PO,mPFF,f,pSyn,0
401,1029,4,right,POL,POL,AD PHF/mPFF,f,pSyn,0.001294465
402,1029,4,right,POL,POL,AD PHF/mPFF,f,pSyn,0
403,1029,4,right,POL,POL,AD PHF/mPFF,f,pSyn,0
404,1029,4,right,POL,POL,AD PHF/mPFF,f,pSyn,0
405,1029,9,right,POL,POL,AD PHF/mPFF,f,pSyn,0
406,1029,9,right,POL,POL,AD PHF/mPFF,f,pSyn,0
407,1029,9,right,POL,POL,AD PHF/mPFF,f,pSyn,0
408,1029,9,right,POL,POL,AD PHF/mPFF,f,pSyn,0
410,1029,6,right,POL,POL,AD PHF/mPFF,f,pSyn,0.000979302
411,1029,6,right,POL,POL,AD PHF/mPFF,f,pSyn,0
412,1029,6,right,POL,POL,mPFF,f,pSyn,0
413,1029,4,right,POL,POL,mPFF,f,pSyn,0.00375245
414,1029,4,right,POL,POL,mPFF,f,pSyn,0.002232747
415,1029,4,right,POL,POL,mPFF,f,pSyn,0.036836488
416,1029,4,right,POL,POL,mPFF,f,pSyn,0
417,1029,9,right,POL,POL,mPFF,f,pSyn,0
419,1029,9,right,POL,POL,mPFF,f,pSyn,0
420,1029,9,right,POL,POL,mPFF,f,pSyn,0
421,1029,9,right,POL,POL,mPFF,f,pSyn,0
422,1029,6,right,POL,POL,AD PHF/mPFF,f,pSyn,0
423,1029,6,right,POL,POL,mPFF,f,pSyn,0
424,1029,6,right,POL,POL,mPFF,f,pSyn,0
402,122,4,right,SOC,POR,AD PHF/mPFF,f,pSyn,0
408,122,9,right,SOC,POR,AD PHF/mPFF,f,pSyn,0
412,122,6,right,SOC,POR,mPFF,f,pSyn,0
413,122,4,right,SOC,POR,mPFF,f,pSyn,0
415,122,4,right,SOC,POR,mPFF,f,pSyn,0
416,122,4,right,SOC,POR,mPFF,f,pSyn,0
423,122,6,right,SOC,POR,mPFF,f,pSyn,0
401,1037,4,right,POST,POST,AD PHF/mPFF,f,pSyn,0.000246955
402,1037,4,right,POST,POST,AD PHF/mPFF,f,pSyn,0.015903648
403,1037,4,right,POST,POST,AD PHF/mPFF,f,pSyn,0.002990351
404,1037,4,right,POST,POST,AD PHF/mPFF,f,pSyn,0.005524417
405,1037,9,right,POST,POST,AD PHF/mPFF,f,pSyn,0.02444681
406,1037,9,right,POST,POST,AD PHF/mPFF,f,pSyn,0.003010484
407,1037,9,right,POST,POST,AD PHF/mPFF,f,pSyn,0.008788208
408,1037,9,right,POST,POST,AD PHF/mPFF,f,pSyn,0.005307183
410,1037,6,right,POST,POST,AD PHF/mPFF,f,pSyn,0.011567122
411,1037,6,right,POST,POST,AD PHF/mPFF,f,pSyn,0.003945668
412,1037,6,right,POST,POST,mPFF,f,pSyn,0.031573819
413,1037,4,right,POST,POST,mPFF,f,pSyn,0.013347196
414,1037,4,right,POST,POST,mPFF,f,pSyn,0.013427443
415,1037,4,right,POST,POST,mPFF,f,pSyn,0.001578313
416,1037,4,right,POST,POST,mPFF,f,pSyn,0.005010047
417,1037,9,right,POST,POST,mPFF,f,pSyn,0.077188667
419,1037,9,right,POST,POST,mPFF,f,pSyn,0.014255931
420,1037,9,right,POST,POST,mPFF,f,pSyn,0.059667637
421,1037,9,right,POST,POST,mPFF,f,pSyn,0.03634927
422,1037,6,right,POST,POST,AD PHF/mPFF,f,pSyn,0.00235132
423,1037,6,right,POST,POST,mPFF,f,pSyn,0.036579465
424,1037,6,right,POST,POST,mPFF,f,pSyn,0.029829822
401,563807435,4,right,PoT,PoT,AD PHF/mPFF,f,pSyn,0.024707679
402,563807435,4,right,PoT,PoT,AD PHF/mPFF,f,pSyn,0
403,563807435,4,right,PoT,PoT,AD PHF/mPFF,f,pSyn,0
404,563807435,4,right,PoT,PoT,AD PHF/mPFF,f,pSyn,0
405,563807435,9,right,PoT,PoT,AD PHF/mPFF,f,pSyn,0
406,563807435,9,right,PoT,PoT,AD PHF/mPFF,f,pSyn,0.001112582
407,563807435,9,right,PoT,PoT,AD PHF/mPFF,f,pSyn,0
408,563807435,9,right,PoT,PoT,AD PHF/mPFF,f,pSyn,0
410,563807435,6,right,PoT,PoT,AD PHF/mPFF,f,pSyn,0
411,563807435,6,right,PoT,PoT,AD PHF/mPFF,f,pSyn,0
412,563807435,6,right,PoT,PoT,mPFF,f,pSyn,0
413,563807435,4,right,PoT,PoT,mPFF,f,pSyn,0.001890725
414,563807435,4,right,PoT,PoT,mPFF,f,pSyn,0
415,563807435,4,right,PoT,PoT,mPFF,f,pSyn,0
416,563807435,4,right,PoT,PoT,mPFF,f,pSyn,0
417,563807435,9,right,PoT,PoT,mPFF,f,pSyn,0
419,563807435,9,right,PoT,PoT,mPFF,f,pSyn,0
421,563807435,9,right,PoT,PoT,mPFF,f,pSyn,0
422,563807435,6,right,PoT,PoT,AD PHF/mPFF,f,pSyn,0
423,563807435,6,right,PoT,PoT,mPFF,f,pSyn,0
424,563807435,6,right,PoT,PoT,mPFF,f,pSyn,0
401,1044,4,right,PP,PP,AD PHF/mPFF,f,pSyn,0.002340148
402,1044,4,right,PP,PP,AD PHF/mPFF,f,pSyn,0
403,1044,4,right,PP,PP,AD PHF/mPFF,f,pSyn,0
404,1044,4,right,PP,PP,AD PHF/mPFF,f,pSyn,0.000763846
405,1044,9,right,PP,PP,AD PHF/mPFF,f,pSyn,0
406,1044,9,right,PP,PP,AD PHF/mPFF,f,pSyn,0
407,1044,9,right,PP,PP,AD PHF/mPFF,f,pSyn,0
408,1044,9,right,PP,PP,AD PHF/mPFF,f,pSyn,0
410,1044,6,right,PP,PP,AD PHF/mPFF,f,pSyn,0
411,1044,6,right,PP,PP,AD PHF/mPFF,f,pSyn,0
412,1044,6,right,PP,PP,mPFF,f,pSyn,0
413,1044,4,right,PP,PP,mPFF,f,pSyn,0
414,1044,4,right,PP,PP,mPFF,f,pSyn,0.002149469
415,1044,4,right,PP,PP,mPFF,f,pSyn,0.001124542
416,1044,4,right,PP,PP,mPFF,f,pSyn,0
417,1044,9,right,PP,PP,mPFF,f,pSyn,0.003064794
419,1044,9,right,PP,PP,mPFF,f,pSyn,0.006392654
420,1044,9,right,PP,PP,mPFF,f,pSyn,0
421,1044,9,right,PP,PP,mPFF,f,pSyn,0
422,1044,6,right,PP,PP,AD PHF/mPFF,f,pSyn,0.020408321
423,1044,6,right,PP,PP,mPFF,f,pSyn,0
424,1044,6,right,PP,PP,mPFF,f,pSyn,0
401,1052,4,right,PPN,PPN,AD PHF/mPFF,f,pSyn,0
402,1052,4,right,PPN,PPN,AD PHF/mPFF,f,pSyn,0
403,1052,4,right,PPN,PPN,AD PHF/mPFF,f,pSyn,0.000330665
405,1052,9,right,PPN,PPN,AD PHF/mPFF,f,pSyn,0.000552165
406,1052,9,right,PPN,PPN,AD PHF/mPFF,f,pSyn,0.000435741
407,1052,9,right,PPN,PPN,AD PHF/mPFF,f,pSyn,0.000345881
408,1052,9,right,PPN,PPN,AD PHF/mPFF,f,pSyn,0.000189196
410,1052,6,right,PPN,PPN,AD PHF/mPFF,f,pSyn,0.001327762
411,1052,6,right,PPN,PPN,AD PHF/mPFF,f,pSyn,0
412,1052,6,right,PPN,PPN,mPFF,f,pSyn,0.000147895
413,1052,4,right,PPN,PPN,mPFF,f,pSyn,0.000629354
414,1052,4,right,PPN,PPN,mPFF,f,pSyn,0
415,1052,4,right,PPN,PPN,mPFF,f,pSyn,0.000123538
416,1052,4,right,PPN,PPN,mPFF,f,pSyn,0.000339783
419,1052,9,right,PPN,PPN,mPFF,f,pSyn,0
420,1052,9,right,PPN,PPN,mPFF,f,pSyn,0.0237776
421,1052,9,right,PPN,PPN,mPFF,f,pSyn,0
422,1052,6,right,PPN,PPN,AD PHF/mPFF,f,pSyn,0
423,1052,6,right,PPN,PPN,mPFF,f,pSyn,0
424,1052,6,right,PPN,PPN,mPFF,f,pSyn,0
401,1061,4,right,PPT,PPT,AD PHF/mPFF,f,pSyn,0
402,1061,4,right,PPT,PPT,AD PHF/mPFF,f,pSyn,0
404,1061,4,right,PPT,PPT,AD PHF/mPFF,f,pSyn,0
407,1061,9,right,PPT,PPT,AD PHF/mPFF,f,pSyn,0.000342784
408,1061,9,right,PPT,PPT,AD PHF/mPFF,f,pSyn,0
410,1061,6,right,PPT,PPT,AD PHF/mPFF,f,pSyn,0
412,1061,6,right,PPT,PPT,mPFF,f,pSyn,0
413,1061,4,right,PPT,PPT,mPFF,f,pSyn,0.028052014
414,1061,4,right,PPT,PPT,mPFF,f,pSyn,0.000478921
416,1061,4,right,PPT,PPT,mPFF,f,pSyn,0
419,1061,9,right,PPT,PPT,mPFF,f,pSyn,0.001303965
421,1061,9,right,PPT,PPT,mPFF,f,pSyn,0
423,1061,6,right,PPT,PPT,mPFF,f,pSyn,0
401,1077,4,right,PR,PR,AD PHF/mPFF,f,pSyn,0
402,1077,4,right,PR,PR,AD PHF/mPFF,f,pSyn,0
403,1077,4,right,PR,PR,AD PHF/mPFF,f,pSyn,0
404,1077,4,right,PR,PR,AD PHF/mPFF,f,pSyn,0
405,1077,9,right,PR,PR,AD PHF/mPFF,f,pSyn,0
406,1077,9,right,PR,PR,AD PHF/mPFF,f,pSyn,0
407,1077,9,right,PR,PR,AD PHF/mPFF,f,pSyn,0.001398902
408,1077,9,right,PR,PR,AD PHF/mPFF,f,pSyn,0
410,1077,6,right,PR,PR,AD PHF/mPFF,f,pSyn,0.001350103
411,1077,6,right,PR,PR,AD PHF/mPFF,f,pSyn,0.001044824
412,1077,6,right,PR,PR,mPFF,f,pSyn,0
413,1077,4,right,PR,PR,mPFF,f,pSyn,0
414,1077,4,right,PR,PR,mPFF,f,pSyn,0
415,1077,4,right,PR,PR,mPFF,f,pSyn,0
416,1077,4,right,PR,PR,mPFF,f,pSyn,0
417,1077,9,right,PR,PR,mPFF,f,pSyn,0
419,1077,9,right,PR,PR,mPFF,f,pSyn,0
420,1077,9,right,PR,PR,mPFF,f,pSyn,0
421,1077,9,right,PR,PR,mPFF,f,pSyn,0
422,1077,6,right,PR,PR,AD PHF/mPFF,f,pSyn,0
424,1077,6,right,PR,PR,mPFF,f,pSyn,0
408,50,9,right,PRC,PRC,AD PHF/mPFF,f,pSyn,0
412,50,6,right,PRC,PRC,mPFF,f,pSyn,0
423,50,6,right,PRC,PRC,mPFF,f,pSyn,0
401,1084,4,right,PRE,PRE,AD PHF/mPFF,f,pSyn,0.004122581
402,1084,4,right,PRE,PRE,AD PHF/mPFF,f,pSyn,0.008369917
403,1084,4,right,PRE,PRE,AD PHF/mPFF,f,pSyn,0.003933166
404,1084,4,right,PRE,PRE,AD PHF/mPFF,f,pSyn,0.011240745
405,1084,9,right,PRE,PRE,AD PHF/mPFF,f,pSyn,0.059568457
406,1084,9,right,PRE,PRE,AD PHF/mPFF,f,pSyn,0.003650213
407,1084,9,right,PRE,PRE,AD PHF/mPFF,f,pSyn,0.023110796
408,1084,9,right,PRE,PRE,AD PHF/mPFF,f,pSyn,0
410,1084,6,right,PRE,PRE,AD PHF/mPFF,f,pSyn,0.004260416
411,1084,6,right,PRE,PRE,AD PHF/mPFF,f,pSyn,0.0029118
413,1084,4,right,PRE,PRE,mPFF,f,pSyn,0.008484271
414,1084,4,right,PRE,PRE,mPFF,f,pSyn,0.007493936
416,1084,4,right,PRE,PRE,mPFF,f,pSyn,0.004889018
417,1084,9,right,PRE,PRE,mPFF,f,pSyn,0.177916061
419,1084,9,right,PRE,PRE,mPFF,f,pSyn,0.050773545
420,1084,9,right,PRE,PRE,mPFF,f,pSyn,0.031291
421,1084,9,right,PRE,PRE,mPFF,f,pSyn,0.078971195
422,1084,6,right,PRE,PRE,AD PHF/mPFF,f,pSyn,0.00186216
423,1084,6,right,PRE,PRE,mPFF,f,pSyn,0.041902467
424,1084,6,right,PRE,PRE,mPFF,f,pSyn,0.057556323
415,1093,4,right,P-mot,PRNc,mPFF,f,pSyn,0
416,1093,4,right,P-mot,PRNc,mPFF,f,pSyn,0
401,146,4,right,PRNr,PRNr,AD PHF/mPFF,f,pSyn,0.000149096
402,146,4,right,PRNr,PRNr,AD PHF/mPFF,f,pSyn,0
403,146,4,right,PRNr,PRNr,AD PHF/mPFF,f,pSyn,0.00038152
404,146,4,right,PRNr,PRNr,AD PHF/mPFF,f,pSyn,0.000407524
405,146,9,right,PRNr,PRNr,AD PHF/mPFF,f,pSyn,0.000165575
406,146,9,right,PRNr,PRNr,AD PHF/mPFF,f,pSyn,0.000375434
407,146,9,right,PRNr,PRNr,AD PHF/mPFF,f,pSyn,0.001414221
408,146,9,right,PRNr,PRNr,AD PHF/mPFF,f,pSyn,0.000445889
410,146,6,right,PRNr,PRNr,AD PHF/mPFF,f,pSyn,0.00048298
411,146,6,right,PRNr,PRNr,AD PHF/mPFF,f,pSyn,0
412,146,6,right,PRNr,PRNr,mPFF,f,pSyn,0.000433013
413,146,4,right,PRNr,PRNr,mPFF,f,pSyn,0.000599511
414,146,4,right,PRNr,PRNr,mPFF,f,pSyn,0.000102633
415,146,4,right,PRNr,PRNr,mPFF,f,pSyn,0.001641571
416,146,4,right,PRNr,PRNr,mPFF,f,pSyn,0.000324346
417,146,9,right,PRNr,PRNr,mPFF,f,pSyn,0.003241247
419,146,9,right,PRNr,PRNr,mPFF,f,pSyn,0.000349244
420,146,9,right,PRNr,PRNr,mPFF,f,pSyn,0
421,146,9,right,PRNr,PRNr,mPFF,f,pSyn,0.001957405
422,146,6,right,PRNr,PRNr,AD PHF/mPFF,f,pSyn,0.000107503
423,146,6,right,PRNr,PRNr,mPFF,f,pSyn,0
424,146,6,right,PRNr,PRNr,mPFF,f,pSyn,0.002356667
401,484682470,4,right,ProS,ProS,AD PHF/mPFF,f,pSyn,0.019774096
402,484682470,4,right,ProS,ProS,AD PHF/mPFF,f,pSyn,0.107294522
403,484682470,4,right,ProS,ProS,AD PHF/mPFF,f,pSyn,0.024710024
404,484682470,4,right,ProS,ProS,AD PHF/mPFF,f,pSyn,0.078742633
405,484682470,9,right,ProS,ProS,AD PHF/mPFF,f,pSyn,0.05355673
406,484682470,9,right,ProS,ProS,AD PHF/mPFF,f,pSyn,0.038806594
407,484682470,9,right,ProS,ProS,AD PHF/mPFF,f,pSyn,0.0654524
408,484682470,9,right,ProS,ProS,AD PHF/mPFF,f,pSyn,0.008400039
410,484682470,6,right,ProS,ProS,AD PHF/mPFF,f,pSyn,0.041629624
411,484682470,6,right,ProS,ProS,AD PHF/mPFF,f,pSyn,0.0103951
412,484682470,6,right,ProS,ProS,mPFF,f,pSyn,0.127225643
413,484682470,4,right,ProS,ProS,mPFF,f,pSyn,0.4735757
414,484682470,4,right,ProS,ProS,mPFF,f,pSyn,0.304915167
415,484682470,4,right,ProS,ProS,mPFF,f,pSyn,0.12190698
416,484682470,4,right,ProS,ProS,mPFF,f,pSyn,0.801586665
417,484682470,9,right,ProS,ProS,mPFF,f,pSyn,0.926407633
419,484682470,9,right,ProS,ProS,mPFF,f,pSyn,0.478511661
420,484682470,9,right,ProS,ProS,mPFF,f,pSyn,0.455419284
421,484682470,9,right,ProS,ProS,mPFF,f,pSyn,0.137140102
422,484682470,6,right,ProS,ProS,AD PHF/mPFF,f,pSyn,0.021745211
423,484682470,6,right,ProS,ProS,mPFF,f,pSyn,0.237952777
424,484682470,6,right,ProS,ProS,mPFF,f,pSyn,2.306943279
412,1109,6,right,PS,PS,mPFF,f,pSyn,0
415,1109,4,right,PS,PS,mPFF,f,pSyn,0
422,1109,6,right,PS,PS,AD PHF/mPFF,f,pSyn,0
413,356,4,right,PST,PST,mPFF,f,pSyn,0
416,356,4,right,PST,PST,mPFF,f,pSyn,0
420,356,9,right,PST,PST,mPFF,f,pSyn,0
424,356,6,right,PST,PST,mPFF,f,pSyn,0
404,364,4,right,PSTN,PSTN,AD PHF/mPFF,f,pSyn,0
407,364,9,right,PSTN,PSTN,AD PHF/mPFF,f,pSyn,0
408,364,9,right,PSTN,PSTN,AD PHF/mPFF,f,pSyn,0
412,364,6,right,PSTN,PSTN,mPFF,f,pSyn,0
413,364,4,right,PSTN,PSTN,mPFF,f,pSyn,0
420,364,9,right,PSTN,PSTN,mPFF,f,pSyn,0
423,364,6,right,PSTN,PSTN,mPFF,f,pSyn,0
402,7,4,right,PSV,PSV,AD PHF/mPFF,f,pSyn,0
408,7,9,right,PSV,PSV,AD PHF/mPFF,f,pSyn,0
412,7,6,right,PSV,PSV,mPFF,f,pSyn,0
413,7,4,right,PSV,PSV,mPFF,f,pSyn,0
415,7,4,right,PSV,PSV,mPFF,f,pSyn,0
416,7,4,right,PSV,PSV,mPFF,f,pSyn,0
401,30,4,right,PVZ,PVa,AD PHF/mPFF,f,pSyn,0.003704297
402,30,4,right,PVZ,PVa,AD PHF/mPFF,f,pSyn,0
403,30,4,right,PVZ,PVa,AD PHF/mPFF,f,pSyn,0
404,30,4,right,PVZ,PVa,AD PHF/mPFF,f,pSyn,0
407,30,9,right,PVZ,PVa,AD PHF/mPFF,f,pSyn,0
415,30,4,right,PVZ,PVa,mPFF,f,pSyn,0
417,30,9,right,PVZ,PVa,mPFF,f,pSyn,0
419,30,9,right,PVZ,PVa,mPFF,f,pSyn,0
401,38,4,right,PVH,PVH,AD PHF/mPFF,f,pSyn,0.003776973
402,38,4,right,PVH,PVH,AD PHF/mPFF,f,pSyn,0.009432017
403,38,4,right,PVH,PVH,AD PHF/mPFF,f,pSyn,0
404,38,4,right,PVH,PVH,AD PHF/mPFF,f,pSyn,0.000501514
405,38,9,right,PVH,PVH,AD PHF/mPFF,f,pSyn,0
407,38,9,right,PVH,PVH,AD PHF/mPFF,f,pSyn,0
414,38,4,right,PVH,PVH,mPFF,f,pSyn,0.002619964
415,38,4,right,PVH,PVH,mPFF,f,pSyn,0
417,38,9,right,PVH,PVH,mPFF,f,pSyn,0
419,38,9,right,PVH,PVH,mPFF,f,pSyn,0
402,63,4,right,MEZ,PVHd,AD PHF/mPFF,f,pSyn,0.001273282
403,63,4,right,MEZ,PVHd,AD PHF/mPFF,f,pSyn,0
404,63,4,right,MEZ,PVHd,AD PHF/mPFF,f,pSyn,0
405,63,9,right,MEZ,PVHd,AD PHF/mPFF,f,pSyn,0
406,63,9,right,MEZ,PVHd,AD PHF/mPFF,f,pSyn,0
407,63,9,right,MEZ,PVHd,AD PHF/mPFF,f,pSyn,0
408,63,9,right,MEZ,PVHd,AD PHF/mPFF,f,pSyn,0
410,63,6,right,MEZ,PVHd,AD PHF/mPFF,f,pSyn,0
411,63,6,right,MEZ,PVHd,AD PHF/mPFF,f,pSyn,0
412,63,6,right,MEZ,PVHd,mPFF,f,pSyn,0.001097563
414,63,4,right,MEZ,PVHd,mPFF,f,pSyn,0
415,63,4,right,MEZ,PVHd,mPFF,f,pSyn,0
417,63,9,right,MEZ,PVHd,mPFF,f,pSyn,0
419,63,9,right,MEZ,PVHd,mPFF,f,pSyn,0
421,63,9,right,MEZ,PVHd,mPFF,f,pSyn,0.00754279
422,63,6,right,MEZ,PVHd,AD PHF/mPFF,f,pSyn,0
401,118,4,right,PVZ,PVi,AD PHF/mPFF,f,pSyn,0.003704297
402,118,4,right,PVZ,PVi,AD PHF/mPFF,f,pSyn,0
403,118,4,right,PVZ,PVi,AD PHF/mPFF,f,pSyn,0
404,118,4,right,PVZ,PVi,AD PHF/mPFF,f,pSyn,0
405,118,9,right,PVZ,PVi,AD PHF/mPFF,f,pSyn,0
406,118,9,right,PVZ,PVi,AD PHF/mPFF,f,pSyn,0
407,118,9,right,PVZ,PVi,AD PHF/mPFF,f,pSyn,0
408,118,9,right,PVZ,PVi,AD PHF/mPFF,f,pSyn,0
410,118,6,right,PVZ,PVi,AD PHF/mPFF,f,pSyn,0
411,118,6,right,PVZ,PVi,AD PHF/mPFF,f,pSyn,0
412,118,6,right,PVZ,PVi,mPFF,f,pSyn,0.0017379
413,118,4,right,PVZ,PVi,mPFF,f,pSyn,0
414,118,4,right,PVZ,PVi,mPFF,f,pSyn,0
415,118,4,right,PVZ,PVi,mPFF,f,pSyn,0
416,118,4,right,PVZ,PVi,mPFF,f,pSyn,0
417,118,9,right,PVZ,PVi,mPFF,f,pSyn,0
419,118,9,right,PVZ,PVi,mPFF,f,pSyn,0
420,118,9,right,PVZ,PVi,mPFF,f,pSyn,0
421,118,9,right,PVZ,PVi,mPFF,f,pSyn,0.000966654
422,118,6,right,PVZ,PVi,AD PHF/mPFF,f,pSyn,0
423,118,6,right,PVZ,PVi,mPFF,f,pSyn,0.002563055
424,118,6,right,PVZ,PVi,mPFF,f,pSyn,0.001257122
401,126,4,right,PVR,PVp,AD PHF/mPFF,f,pSyn,0
402,126,4,right,PVR,PVp,AD PHF/mPFF,f,pSyn,0
403,126,4,right,PVR,PVp,AD PHF/mPFF,f,pSyn,0
404,126,4,right,PVR,PVp,AD PHF/mPFF,f,pSyn,0
