0.1
0.1
0.1
0.1
0.2
0.2
0.2
0.2
0.3
0.3
0.3
0.3
1
1
1
1
1
1
1
1
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
3
3
3
3
3
3
3
3
3
3
3
3
6
6
6
6
6
6
6
6
9
9
9
9
9
9
9
