amplitude,R2
0.0,-0.08720309828165185
0.10101010101010101,0.2838622280485167
0.20202020202020202,0.2961959121591943
0.30303030303030304,0.3033718476580698
0.40404040404040403,0.3083157631707478
0.5050505050505051,0.3116241249974798
0.6060606060606061,0.31352862235228174
0.7070707070707071,0.31415558196916393
0.8080808080808081,0.3135813817475789
0.9090909090909091,0.3118510847771778
1.0101010101010102,0.3089876257094061
1.1111111111111112,0.3049975486039387
1.2121212121212122,0.2998751968014399
1.3131313131313131,0.29360600192880093
1.4141414141414141,0.28616941984852273
1.5151515151515151,0.2775416041100479
1.6161616161616161,0.2676981028705262
1.7171717171717171,0.2566160553445681
1.8181818181818181,0.2442764101511652
1.9191919191919191,0.23066585462354072
2.0202020202020203,0.21577852645158357
2.121212121212121,0.1996174490982766
2.2222222222222223,0.18219562632421116
2.323232323232323,0.16353678845111563
2.4242424242424243,0.14367581993508705
2.525252525252525,0.12265867232855787
2.6262626262626263,0.10054195641119068
2.727272727272727,0.07739223451481536
2.8282828282828283,0.05328492820754027
2.9292929292929295,0.028303087137606098
3.0303030303030303,0.002535848960417919
3.1313131313131315,-0.023923083004635748
3.2323232323232323,-0.050977068416171
3.3333333333333335,-0.0785281361516228
3.4343434343434343,-0.10647852033820793
3.5353535353535355,-0.13473208391241887
3.6363636363636362,-0.1631955867498398
3.7373737373737375,-0.19177977677153635
3.8383838383838382,-0.2204002914588279
3.9393939393939394,-0.24897843780162177
4.040404040404041,-0.27744161873327866
4.141414141414141,-0.3057236323150856
4.242424242424242,-0.3337649176282258
4.343434343434343,-0.36151258347273174
4.444444444444445,-0.3889203127593239
4.545454545454546,-0.4159479294752313
4.646464646464646,-0.44256168220457326
4.747474747474747,-0.4687335112012254
4.848484848484849,-0.4944406811599278
4.94949494949495,-0.5196654145272963
5.05050505050505,-0.5443944640148137
5.151515151515151,-0.5686186814501855
5.252525252525253,-0.5923325931304684
5.353535353535354,-0.6155339880778119
5.454545454545454,-0.6382234885970384
5.555555555555555,-0.6604041746987721
5.656565656565657,-0.6820813465815609
5.757575757575758,-0.7032621283767668
5.858585858585859,-0.7239551792593937
5.959595959595959,-0.7441704260293516
6.0606060606060606,-0.7639188232475169
6.161616161616162,-0.7832121404838503
6.262626262626263,-0.802062775278759
6.363636363636363,-0.8204835877650105
6.4646464646464645,-0.8384877687524792
6.565656565656566,-0.8560887351062625
6.666666666666667,-0.873299949184769
6.767676767676767,-0.8901348600413912
6.8686868686868685,-0.9066068291306308
6.96969696969697,-0.9227290637866832
7.070707070707071,-0.9385145623867754
7.171717171717172,-0.953976069394076
7.2727272727272725,-0.9691259231489893
7.373737373737374,-0.983976209676521
7.474747474747475,-0.9985388528961132
7.575757575757576,-1.0128252873374333
7.6767676767676765,-1.0268465794538595
7.777777777777778,-1.0406134198114163
7.878787878787879,-1.054136120804782
7.97979797979798,-1.0674246160436107
8.080808080808081,-1.0804884625014681
8.181818181818182,-1.093336844777339
8.282828282828282,-1.1059785812320984
8.383838383838384,-1.1184221314327396
8.484848484848484,-1.1306756047638977
8.585858585858587,-1.1427467699463913
8.686868686868687,-1.1546430652281066
8.787878787878787,-1.16637160869104
8.88888888888889,-1.1779392094707695
8.98989898989899,-1.1893523793995424
9.090909090909092,-1.200617344160269
9.191919191919192,-1.2117400545957886
9.292929292929292,-1.2227261423862408
9.393939393939394,-1.2335809585995392
9.494949494949495,-1.244309683999289
9.595959595959595,-1.2549172652083347
9.696969696969697,-1.265408422563104
9.797979797979798,-1.2757876593795485
9.8989898989899,-1.2860592715412782
10.0,-1.2962273563693536
