index,μA,μB,diff,category
1,0.2862700432453187,0.22157955028141976,-0.06469049296389892,A only
2,1.3162193525213661,1.2566701120465986,-0.059549240474767506,A only
3,2.1857658628674588,2.0067888510372063,-0.1789770118302525,A only
4,-1.1940526399171085,-1.4395457443154178,-0.2454931043983093,A only
5,0.06685816044210803,-0.04087029598317847,-0.1077284564252865,A only
6,-0.08477714034343958,-0.16303632074657048,-0.0782591804031309,A only
7,-0.9967175555992699,-1.3346436246135391,-0.33792606901426925,A only
8,0.28860920835127546,0.2370933210889164,-0.05151588726235906,A only
9,-0.03574300492462348,-0.11503216955103594,-0.07928916462641247,A only
10,-0.12288948640862718,-0.1876524563086917,-0.06476296990006453,A only
11,1.954337721647842,1.8552606462971144,-0.09907707535072752,both
12,0.14099600666691048,0.01565968940980815,-0.12533631725710231,A only
13,0.3649939873192295,0.29007858385670626,-0.07491540346252323,both
14,0.5979537929076516,0.5488003884615702,-0.049153404446081406,both
15,0.4581653083374412,0.4964069450462619,0.03824163670882075,both
16,-0.736666006771134,-0.6518643303095311,0.08480167646160297,both
17,1.008200289109093,0.9926594896862028,-0.015540799422890328,both
18,-0.6275844991694591,-0.7480514199136202,-0.1204669207441611,both
19,-0.38319194921884603,-0.4936161299085987,-0.11042418068975268,both
20,-0.606961082092638,-0.8161506904054262,-0.2091896083127882,both
21,-0.13812910504985665,-0.3944311388948234,-0.25630203384496675,A only
22,-0.5450048910539449,-0.6834278955329586,-0.13842300447901368,both
23,-1.0901315829082499,-1.421920854423694,-0.33178927151544424,A only
24,-0.8573061144487629,-1.0840286212745258,-0.2267225068257629,both
25,0.016726496579527426,-0.044895134417973756,-0.06162163099750118,both
26,1.0343064925105856,0.9071460396311626,-0.127160452879423,A only
27,-0.51476475157621,-0.7526329318436235,-0.2378681802674134,A only
28,0.8344541065169707,0.7252921238519894,-0.10916198266498134,A only
29,-0.3325633868004248,-0.5124927774025502,-0.17992939060212537,A only
30,0.49610479566625504,0.4373454434204208,-0.05875935224583423,A only
31,-0.09505169723267265,-0.20064412690170594,-0.10559242966903329,A only
32,0.3697177788701655,0.3126727659170705,-0.057045012953095,A only
33,0.7794449555033793,0.7223794837586064,-0.057065471744772944,A only
34,0.1604458384209699,0.07747795895476481,-0.0829678794662051,both
35,-0.01728101541920251,-0.10386157885624683,-0.08658056343704432,A only
36,-0.12234834117194285,-0.34544685563611144,-0.2230985144641686,A only
37,-0.9406654875369097,-1.3538050579955547,-0.413139570458645,none
38,-1.4754258232507491,-1.7892957793829125,-0.3138699561321634,none
39,0.26868325519241776,0.054895143402207545,-0.2137881117902102,both
40,0.5398105155339904,0.5011151131156154,-0.03869540241837499,both
41,1.539137380263873,1.438315954013301,-0.100821426250572,both
42,0.17673176846574296,0.06775859344333825,-0.10897317502240471,both
43,0.766381102728993,0.6769488097011501,-0.08943229302784284,both
44,-0.10225453738239637,-0.6296461922420746,-0.5273916548596782,none
45,-0.23909142686379006,-0.7462459301586678,-0.5071545032948778,A only
46,-0.9251219294548817,-1.2935882062968131,-0.36846627684193145,A only
47,-1.1784223712025566,-1.4860511490745454,-0.30762877787198883,both
48,-0.8340202261619273,-1.5396701420438261,-0.7056499158818988,A only
49,-1.5243340730801993,-2.0010539759470456,-0.4767199028668463,none
50,0.3625691280246969,0.29872091878089485,-0.06384820924380202,A only
51,-1.5620410899417108,-1.8950914736694995,-0.3330503837277887,A only
52,0.024415113738984924,-0.06721203748718328,-0.09162715122616821,both
53,-0.766808792488436,-2.9244745068835596,-2.1576657143951237,B only
54,-1.3222978296538712,-3.865034229823135,-2.5427364001692636,B only
55,-0.7502716989302805,1.167384352472007,1.9176560514022873,B only
56,-0.4815366192643882,2.91497480686325,3.3965114261276383,B only
57,-0.9734197033035911,-4.218365779909951,-3.24494607660636,B only
58,-0.8312381595061544,-3.0692174565207417,-2.2379792970145873,A only
59,0.19500896441935436,-0.12198557754592176,-0.3169945419652761,both
60,0.1529418296330661,-0.18766517992243179,-0.3406070095554979,both
61,-0.99971703140746,-1.610415542696904,-0.610698511289444,none
62,-1.1527131721399906,-3.339984006231436,-2.1872708340914455,none
63,-1.002834843550565,-2.4630072873973448,-1.4601724438467798,none
64,-1.3014750414608203,-4.358743436727568,-3.057268395266748,A only
65,-1.7770417772679707,-3.853056509350804,-2.0760147320828333,B only
66,-1.8180269183682258,-2.4194739306995796,-0.6014470123313538,A only
67,-0.8228544930473108,-1.2772707915220953,-0.4544162984747845,none
68,-0.28564051055791984,-0.4193637729634402,-0.13372326240552035,A only
69,0.13650038960156904,0.04157491389214176,-0.09492547570942728,A only
70,-0.03524790208313665,-0.10237144637742468,-0.06712354429428803,both
71,1.5812714337425353,1.125120812051744,-0.45615062169079135,both
72,0.8447691452031939,0.737239975877251,-0.10752916932594292,A only
73,0.11423801898386407,0.02578150159956039,-0.08845651738430368,A only
74,4.006422364972984,3.8702498706229993,-0.13617249434998469,A only
75,1.510136033200302,1.4764343378714915,-0.03370169532881051,A only
76,-0.33914673124783756,-0.6918683239041602,-0.35272159265632264,A only
77,-0.6982034395130149,1.520307414018751,2.218510853531766,none
78,-0.32843950149682577,-0.7599768046575222,-0.4315373031606964,none
79,-0.7608439348928814,-1.078463623391517,-0.31761968849863564,none
80,0.23547101670254408,0.16028572536168015,-0.07518529134086394,A only
81,-1.553083286055888,-1.6340983775100546,-0.08101509145416652,none
82,0.769337126281508,0.688808679209347,-0.080528447072161,A only
83,-0.12642551876405383,-0.20444145237633873,-0.0780159336122849,A only
