index,μA,μB,diff,category
1,0.390598841223274,0.1722360266711624,-0.2183628145521116,A only
2,1.8770739261321652,1.6964437471098344,-0.1806301790223308,A only
3,2.84921679989264,2.6672513194378604,-0.18196548045477945,A only
4,-1.153723455189745,-1.5151530620665965,-0.36142960687685144,A only
5,0.20108871380670992,0.22539084167481468,0.02430212786810476,A only
6,-0.03670331953624209,-0.033145478550824996,0.0035578409854170948,A only
7,-0.9450968958195376,-1.2479949762381743,-0.30289808041863675,none
8,0.6507318981806821,0.576198070549838,-0.07453382763084415,A only
9,0.3375895174325966,0.2773560449324328,-0.060233472500163754,A only
10,0.29895333362033294,0.23119778764592103,-0.06775554597441191,A only
11,2.7230394336571346,2.528377866464583,-0.19466156719255157,A only
12,0.3780978946741969,0.24416381185706684,-0.13393408281713007,A only
13,0.6465015988543722,0.49815208219200174,-0.14834951666237045,A only
14,1.0968507916632706,0.9596871189176239,-0.13716367274564667,both
15,0.7514832964989167,1.3233802827985206,0.571896986299604,both
16,-0.9099561095618622,-0.7027390540902859,0.20721705547157632,both
17,1.5529904899138274,1.474540296655021,-0.07845019325880642,both
18,-0.7388571733294161,-0.4631217134619404,0.2757354598674757,A only
19,-0.07976425618263489,0.05004705724961814,0.12981131343225302,both
20,-0.8610697536310714,-0.7749292567369523,0.08614049689411907,none
21,-0.12628434355335777,-0.16047624919366468,-0.03419190564030691,none
22,-0.7425380407742338,-0.7452067037286731,-0.002668662954439349,B only
23,-1.2420101093615563,-1.3991392493002932,-0.1571291399387369,none
24,-1.0740969159533833,-1.0595851487631598,0.014511767190223512,A only
25,0.18247335166893655,0.4627334753445832,0.2802601236756467,both
26,1.541460091214139,1.282011125924355,-0.259448965289784,A only
27,-0.7988686967920069,-0.7125999954369077,0.08626870135509923,A only
28,1.2562771569215128,1.0461145627861428,-0.21016259413536997,A only
29,-0.5345973406671695,-0.5666664687918139,-0.032069128124644464,A only
30,0.48317981845245744,0.4605908837557575,-0.022588934696699925,A only
31,-0.787571279713895,-0.9140229129001466,-0.12645163318625163,A only
32,-0.19061440255737136,-0.24836915948504545,-0.057754756927674095,A only
33,1.0311181804022203,0.8922019055269864,-0.13891627487523384,A only
34,0.34326135071104075,0.18504154259410943,-0.15821980811693132,A only
35,-0.0244216401222506,-0.1647915699645061,-0.14036992984225552,A only
36,-0.2785958702892144,-0.25022818306546213,0.02836768722375227,A only
37,-0.9648790645255764,-1.2290331887915378,-0.2641541242659614,none
38,-1.4609114833612875,-1.7949838350540095,-0.334072351692722,none
39,0.9544489640852089,0.8178700480949569,-0.13657891599025196,A only
40,1.0064490624141467,0.9142864881913748,-0.09216257422277185,both
41,2.137693782363501,1.9777363960779284,-0.15995738628557277,both
42,0.47580443693464297,0.3662898954575747,-0.1095145414770683,both
43,1.165048953172182,1.0303089335007876,-0.13474001967139437,both
44,-0.48475040488166066,-0.2790491119339668,0.20570129294769385,none
45,0.11396563266923233,-0.9686082041212537,-1.082573836790486,A only
46,-0.8203461719315198,-1.5611525838073248,-0.740806411875805,A only
47,-1.3033905295391124,-1.3642317202269842,-0.06084119068787186,none
48,-0.7772495290633367,-1.1439189169718702,-0.36666938790853354,A only
49,-2.4416632694172167,-1.9518140012284284,0.48984926818878827,none
50,-0.5654889250554221,-0.8045463786238809,-0.23905745356845876,A only
51,-1.5741631330334478,-1.9632374529030694,-0.3890743198696216,A only
52,-0.5027175022908257,-0.1467515598231481,0.35596594246767754,A only
53,-0.6310405113549474,-1.4219087564174946,-0.7908682450625472,B only
54,-1.3695161774942328,-2.4954340601317146,-1.1259178826374818,B only
55,-0.6653218964895238,1.5029946636007125,2.1683165600902363,B only
56,-0.42636770173560595,0.8215597839667732,1.2479274857023792,B only
