gene,r mean,r variance,pval mean,pval variance,portion
1700056E22Rik,0.05369017599749102,0.0009737361374104425,0.5838437904716095,0.04901227369097262,0.0
1700057G04Rik,0.020671107045023365,0.0006085462707206504,0.8149717152360054,0.029884776701917352,0.0
1700066B19Rik,0.0892048036844093,0.0010032047349962162,0.37069263277922987,0.029662511304505368,0.0
1700066M21Rik,-0.030218624839685054,0.0006875160620023006,0.7564858807518979,0.03994724392161287,0.0
1700067K01Rik,0.061565759027034206,0.0012298413816107404,0.5241703727611989,0.04198805516074608,0.0
1700067P10Rik,0.024796865914532694,0.0013781698650056466,0.7286962979758561,0.0410792339550116,0.0
1700069L16Rik,0.0862933559208579,0.000559742457701542,0.37655762080157296,0.017621183320168345,0.0
Prss59,0.07577182012613053,0.0025387643424637832,0.47783133941355754,0.10295216627487079,0.0
1700086L19Rik,0.11569589290777096,0.002619730116080737,0.2798135539761325,0.055258712468038956,0.0
1700088E04Rik,0.056218968404812796,0.0006718854426265175,0.566927660610454,0.032269469787844125,0.0
1700092M07Rik,-0.006864026107485692,0.0007976565683943983,0.8226151340223389,0.020247924735715413,0.0
1700093K21Rik,0.009012031045765761,0.0012196933433364255,0.7591825740971625,0.01921452845744112,0.0
1700094D03Rik,-0.07606873328789253,0.0005259296794215398,0.43452109775128733,0.023000244998633252,0.0
1700102P08Rik,-0.034000366747364466,0.0005347969370471711,0.7205212773996025,0.026730107869177115,0.0
1700109H08Rik,0.03311345661602838,0.0022690689251381145,0.6489376739036187,0.05208284218097071,0.0
1700113H08Rik,0.026250219444921168,0.0014275568144702453,0.680656492879236,0.02397419181282021,0.0
