gene,r,portion
Apol10a,-0.4575559786717147,0.001
Retnlg,-0.43458559401041075,0.001
Olfr1132,-0.4304879714885577,0.001
Dzip1,0.480887310041807,0.001
Gpr152,-0.42808920854634097,0.001
Pramel46,-0.4375880424860665,0.001
Msx1,-0.4313986417267881,0.001
Tas2r109,-0.4719132447250669,0.001
Cdx2,-0.44046793739616197,0.001
Pip4k2c,-0.42855816891933124,0.001
Artn,-0.4279167991231325,0.001
Thbs2,-0.4634675932638677,0.001
Vmn1r113,-0.47228991922677765,0.001
Gm10840,-0.4759192953962662,0.001
Plk1,-0.43315736279339395,0.001
Angpt2,-0.44663013053757883,0.001
Slc7a9,-0.42863477765154107,0.001
Cyp3a41a,-0.4519923430032906,0.001
Ndufb7,0.45709359159014806,0.001
Stard6,-0.4410498944704009,0.001
Pdlim3,-0.493144036926769,0.001
Fam124b,-0.42372566471376344,0.001
Zscan4b,-0.4292099420509517,0.001
Dsn1,-0.43674231581890577,0.001
Qrfprl,-0.42889641499420905,0.001
Morn1,-0.439276157840622,0.001
Gabra6,-0.45030113112761094,0.001
Calu,0.4263115718313774,0.001
Kcnq1,-0.4352816191810186,0.001
Gm17027,-0.4799802583096906,0.001
Fam81b,-0.4357885386057711,0.001
Tssk3,-0.4342339913480179,0.001
Pramel19,-0.4781496683254348,0.001
Tcea1,0.44569152567653947,0.001
Prss59,-0.43628230820198594,0.001
Slc6a11,0.4262805508764262,0.001
Zscan30,-0.4478310849496929,0.001
Trpm1,-0.49060559897755684,0.001
Cd4,-0.4473646987101537,0.001
Krt18,-0.42836394620675894,0.001
Olfr1080,-0.4538975454053604,0.001
Oas1d,-0.42601619420038467,0.001
Kcna7,-0.4376709617448079,0.001
Pomt2,-0.4298678523946651,0.001
Fzr1,0.42753439430976803,0.001
Prodh,-0.44617833750928276,0.001
Magea10,-0.42713725562046556,0.001
Gpx4,0.4494491605988266,0.001
Lcn2,-0.42620832466486813,0.001
Pbp2,-0.4271171052670375,0.001
Casq1,-0.42569877487249597,0.001
Sult1b1,-0.44404434831886824,0.001
Nrn1l,-0.42850540569148066,0.001
Stil,-0.44687036580137746,0.001
4933400A11Rik,-0.46831272120529105,0.001
Trim7,-0.4301700221149335,0.001
Cfap54,-0.4381861786529395,0.001
Olfr5,-0.4473878645359029,0.001
Prpf3,-0.48626082960252637,0.001
Alox5,-0.43190932563348455,0.001
Atp1b3,0.4607768604931515,0.001
Slc22a20,-0.4290236420358296,0.001
Ccdc152,-0.4407862025414544,0.001
Tap1,-0.42581834789009926,0.001
Tsks,-0.4291015431920414,0.001
Pcdha8,-0.42608280089258144,0.001
1700034E13Rik,-0.4325305018613894,0.001
Vmn1r232,-0.43675210158985783,0.001
Zfp646,-0.45977853653092465,0.001
Txndc15,0.485839862295409,0.001
Plbd2,0.4578327448515286,0.001
Prr3,-0.4446338730000013,0.001
Akr1c18,-0.43319830633415346,0.001
Plp1,0.466939625613169,0.001
Gh,-0.42899006366167264,0.001
Olfr509,-0.4401408729731593,0.001
Swap70,-0.43098247917555466,0.001
Npas1,-0.427638328089649,0.001
Cops6,0.4260233784304491,0.001
Rbm24,-0.4428464370374613,0.001
Sult2b1,-0.4458578277409218,0.001
Flcn,0.46867030888372124,0.001
Klf4,-0.4310685226793698,0.001
Gm51595,-0.4945855650542071,0.001
Otoa,-0.4357402870275782,0.001
Cdk5rap1,-0.4470616716902894,0.001
Setd6,-0.43921911795693214,0.001
Olfr1034,-0.4269179392466986,0.001
Exoc6b,0.4885468244574323,0.001
Tex35,-0.44914701770291426,0.001
Vmn2r18,-0.42804609722133447,0.001
Krt17,-0.44339002205319594,0.001
F830045P16Rik,-0.4292674530531764,0.001
Prl3c1,-0.4250324619762388,0.001
Tnfrsf25,-0.43521310461257934,0.001
Raet1e,-0.4311584171174758,0.001
Slc4a1,-0.43454721602556934,0.001
Neurl1b,-0.43792284004457205,0.001
Cort,-0.5070519807567991,0.001
Theg,-0.4392981072646603,0.001
Pik3r4,0.43634284513562177,0.001
Srl,-0.4299143989527433,0.001
Gm52451,-0.426011389005365,0.001
Nap1l3,0.45139650613817883,0.001
Spanxn4,-0.4361734757815435,0.001
Adgrg4,-0.44217937537013907,0.001
Ang6,-0.4558888144428777,0.001
Pus7,-0.4396377311132968,0.001
Plb1,-0.4292837485960986,0.001
Zbtb21,-0.4331283833401378,0.001
Defb46,-0.4488891115886092,0.001
Mamstr,-0.4407201833559532,0.001
Olfr1026,-0.42986009481935183,0.001
Nedd4,0.4589517921111324,0.001
Gm46527,-0.42990874703257587,0.001
Prl5a1,-0.4488048505524345,0.001
Zxdc,-0.428533078163122,0.001
Mfsd2b,-0.4453782461080434,0.001
Prkca,-0.43789539865454313,0.001
Mcpt1,-0.44095248432413253,0.001
Rhox7a,-0.43805230539221857,0.001
Zfp975,-0.4626916047996331,0.001
Olfr403,-0.4480576550042213,0.001
Ccdc78,-0.45312422058042756,0.001
Babam1,0.459966913318332,0.001
Hspd1,0.42972817610108643,0.001
Fxyd6,-0.46497271230518283,0.001
Lgals8,0.427143553334449,0.001
Abhd2,-0.449590766894751,0.001
Kif22,-0.46595102597883803,0.001
Mcpt2,-0.4498141829524592,0.001
Otud3,-0.45796290499105796,0.001
Tyrobp,-0.4314682137233085,0.001
Atp6v0b,0.47857113177621374,0.001
Pear1,-0.43607851926900815,0.001
Unc80,0.4264012052205304,0.001
Tmem59l,0.46190231350639804,0.001
Ccn4,-0.4403798412326566,0.001
Ino80e,0.5143011057667952,0.001
Stx16,0.4598969094805684,0.001
Vmn1r205,-0.4571679910125602,0.001
Pnkd,0.43342157719760355,0.001
Olfr539,-0.46686679648108315,0.001
Prpf6,0.4263071719296799,0.001
Fam181b,-0.42855131065517604,0.001
Irak4,-0.46353533441944744,0.001
Ube2e1,0.4741838912664127,0.001
Slc24a1,-0.4995528918029393,0.001
Icos,-0.45354985021042993,0.001
Tpm2,-0.4310930968095501,0.001
Leng1,-0.4253552794024308,0.001
Arl8a,0.4548615002756743,0.001
Fap,-0.4310423199870131,0.001
Slc6a20b,-0.428577414615916,0.001
Cd300c,-0.441342536624918,0.001
Mcl1,-0.4364988510468499,0.001
Fgf21,-0.43566940336318244,0.001
Mzf1,-0.44695292637133893,0.001
Olfr19,-0.4422424348181113,0.001
Lrrc15,-0.4275199259788788,0.001
Tpsab1,-0.4252026743653434,0.001
Lrrc38,-0.43290156562566984,0.001
Elovl6,0.433739969561842,0.001
Cd209e,-0.4489005402842007,0.001
Cbr1,0.4676981344681269,0.001
Hdgfl1,-0.43917879313871655,0.001
Ush1g,-0.4388839787806822,0.001
Wfdc1,-0.4489564951638944,0.001
Olfr1449,-0.4262015468303074,0.001
Calml3,-0.442777551705848,0.001
Cxcl13,-0.4297495623612008,0.001
Hacd3,0.5048746657609822,0.001
Dlat,0.4289748569780499,0.001
Cacna2d2,0.43500491869917135,0.001
Vmn2r115,-0.46498128634499897,0.001
Stk40,-0.4514734773872083,0.001
Mfge8,-0.4263216820386762,0.001
Dnajc5,0.48129770722061005,0.001
Itpripl1,-0.4317926689859283,0.001
Agap3,0.44443101067121815,0.001
Zfp324,-0.47539140491414533,0.001
Cd300ld3,-0.4432684766217163,0.001
Lin9,-0.4699342468486818,0.001
Msx3,-0.4288875312953246,0.001
Kat7,0.45138273439888105,0.001
Pgr,-0.4494542357917522,0.001
Slc4a3,0.428952080551894,0.001
Gm42372,0.4545017468281089,0.001
Tcp10a,-0.4804984497850894,0.001
Tax1bp1,0.44191702079545214,0.001
Calhm1,-0.45376192229429163,0.001
Vmn1r57,-0.43914282896513585,0.001
2310079G19Rik,-0.4264327820149968,0.001
4930522H14Rik,-0.42585588119497203,0.001
Fam122b,-0.47828147758293577,0.001
Slc28a2,-0.4236836670532112,0.001
Olfr117,-0.43927382318674696,0.001
Itfg1,0.4384855496293672,0.001
Icam1,-0.4315631200571716,0.001
Fam178b,-0.4912767223684397,0.001
B4galnt3,-0.42953804301297444,0.001
Zglp1,-0.43650862636675736,0.001
Ddr2,-0.43650003105124097,0.001
Zfp277,-0.44232381801131276,0.001
Elf4,-0.44753035691873544,0.001
Tktl2,-0.4292448775135762,0.001
Emilin1,-0.4549009973888218,0.001
Snai3,-0.4296828049565954,0.001
Spn,-0.43668444600595496,0.001
Rhbdl2,-0.4676925205023208,0.001
Defb21,-0.4289262710659508,0.001
Mgat4d,-0.45236565130215045,0.001
Robo3,-0.4335418269106828,0.001
Olfr444,-0.4328357590692821,0.001
Ly6m,-0.44435855886334896,0.001
9130409I23Rik,-0.45179004082751806,0.001
Krtap4-16,-0.4270652611223524,0.001
Reg3b,-0.4237227150589094,0.001
Mrc1,-0.4618919936240742,0.001
Svs4,-0.4331549193732733,0.001
4930524B15Rik,-0.4393098996934445,0.001
Ccdc116,-0.47080891395358787,0.001
Kcnip3,-0.42999196657674277,0.001
Cldn19,-0.4328975857384875,0.001
Nipal3,0.44573413751551577,0.001
Olfr10,-0.4330538292551733,0.001
Bst1,-0.4412636402693847,0.001
Prdm14,-0.42979179351724056,0.001
Pex12,-0.4247073679177717,0.001
Rnf149,-0.43482039813499634,0.001
Btbd16,-0.46172049290816974,0.001
Etv4,-0.4696314094874751,0.001
Srsf5,0.433128669331892,0.001
V1ra8,-0.45899817764813866,0.001
Ywhae,0.4518498814494717,0.001
Zfp146,-0.4307573231823021,0.001
Scgb1b30,-0.4448853218808972,0.001
Frg2f10,-0.4312962411091633,0.001
Gsg1,-0.43870733925516886,0.001
Sh3tc2,-0.44451960591180517,0.001
Krtap3-2,-0.4330834873514797,0.001
Inafm1,0.5558310258656362,0.001
Acnat1,-0.43569966740761235,0.001
Zfp710,-0.46698579080945235,0.001
C2cd4c,-0.435534362665902,0.001
Wnt11,-0.4272184816211054,0.001
Alkal1,-0.48137376671913557,0.001
Wnt2,-0.445728434766985,0.001
Eif4b,0.4253424506860693,0.001
Rbck1,-0.445124816692069,0.001
1700020N01Rik,-0.4763824926147011,0.001
Mall,-0.4429581834614726,0.001
1700123K08Rik,-0.43824335196105746,0.001
Gnmt,-0.426244463748835,0.001
Maz,-0.46787854274451157,0.001
Batf3,-0.43458294753340215,0.001
Fthl17f,-0.42633186191263356,0.001
Klk1b9,-0.4698828154017192,0.001
Gsto1,0.45156342762799645,0.001
Gpha2,-0.4372960665860436,0.001
Ppy,-0.4431516225561812,0.001
Star,-0.4402678584283847,0.001
Wdr1,0.431246564592273,0.001
Mrps28,-0.45795416079048645,0.001
Olfr123,-0.44123352381987696,0.001
Gaa,0.48256245931779657,0.001
Cep170,0.4406094130692401,0.001
Wdr93,-0.44108011697564115,0.001
5430402E10Rik,-0.43707534692427075,0.001
Stub1,0.494247507930178,0.001
Olfr169,-0.4289917828738059,0.001
Cpa4,-0.4308081775451054,0.001
Proser3,-0.4267914029080339,0.001
Bpi,-0.4490828661009486,0.001
Lpxn,-0.4348079621446437,0.001
Gpr141,-0.4259997195538623,0.001
Hnrnpa1,0.49431550421925424,0.001
Tmem54,-0.44027330743302273,0.001
Phox2a,-0.4264986572416623,0.001
Smim23,-0.4697251593966316,0.001
Klra3,-0.4394983043348103,0.001
Cyp1a1,-0.4416164303141925,0.001
Lpo,-0.4491199618372666,0.001
Ear1,-0.48670712293473994,0.001
Gm4131,-0.4409287486865561,0.001
Zc3h12a,-0.43073123691373333,0.001
Ptprr,-0.45333474831381854,0.001
Rab39,-0.49817107308902026,0.001
Btg1b,-0.45405951959145124,0.001
Zfp711,-0.44614023149694504,0.001
Mul1,0.4400678712907933,0.001
Krtap26-1,-0.43657460469444687,0.001
Klre1,-0.43055804707501055,0.001
Ubl5b,-0.42870335563540746,0.001
Ndrg1,0.468703031341712,0.001
4930564D02Rik,-0.42811096440398905,0.001
Klhl25,-0.45191843441946783,0.001
Frmd4a,0.4305239898598565,0.002
Trim38,-0.4321653495484855,0.002
Kprp,-0.43491711088167817,0.002
Cd69,-0.45126319008172927,0.002
Cst10,-0.43053409209823634,0.002
Fkbp2,0.4529659424512802,0.002
Klrh1,-0.44115022900958756,0.002
Aktip,0.48235567013692815,0.002
Ibsp,-0.4531628717288525,0.002
Hoxd13,-0.43087402412971887,0.002
Ppp1r3c,-0.4286268036058875,0.002
Slc46a2,-0.431431813041,0.002
Mrgprd,-0.4336909765989324,0.002
Slc46a1,-0.4370147570145682,0.002
Gm36327,-0.4374327560643829,0.002
Ska3,-0.43832701849021716,0.002
Pbld1,-0.45878033854184397,0.002
Ceacam19,-0.4410444372466362,0.002
H4c8,-0.43151578452223915,0.002
Epyc,-0.44247644094072636,0.002
Arpc1b,-0.43230820698032146,0.002
Hsp90b1,0.4778213255686591,0.002
Zfp708,-0.4406350215619246,0.002
Rab42,-0.43777807846665523,0.002
Tpt1,0.4450617449903027,0.002
Hs3st2,-0.4336477137523116,0.002
Cdk17,-0.4611825120934121,0.002
Olfr248,-0.4321592058965971,0.002
Zscan20,-0.4343368772273707,0.002
Orm3,-0.4379048908760307,0.002
Ncf1,-0.4388122476650964,0.002
Majin,-0.4591955413389045,0.002
Olfr1442,-0.4353821120283012,0.002
A930009A15Rik,-0.4282681606395036,0.002
Mms22l,-0.43559617185196364,0.002
Eya1,-0.46886406638101563,0.002
Mmd,-0.4352002306710425,0.002
Gm14569,-0.49499916913694625,0.002
Rag1,-0.4464508837917004,0.002
Itpkc,-0.4469987051128028,0.002
Dtnb,-0.4350101653099396,0.002
Cox7a2,0.43511034883940347,0.002
Esrp2,-0.44860861774756655,0.002
Hpx,-0.42746842098651494,0.002
Gm13305,-0.43860159225821044,0.002
A630023A22Rik,-0.4381740208084629,0.002
Gm8050,-0.4336551250995905,0.002
Fas,-0.43206779717173,0.002
Zbtb34,-0.44437536795062266,0.002
Upf2,-0.44012340185557447,0.002
Crct1,-0.44830788445346836,0.002
Strit1,-0.4347765320415745,0.002
Cd5,-0.45672186528151715,0.002
Park7,0.4432949207232045,0.002
Emcn,-0.4559086343009817,0.002
Kcnk15,-0.43862104140427016,0.002
Mta3,0.46227484357915216,0.002
Gm2237,-0.4443122324296863,0.002
Grpel1,0.46705714732415315,0.002
Olfr530,-0.4535318872097147,0.002
4931414P19Rik,-0.4500736228582232,0.002
Olfr354,-0.44495958492759774,0.002
Osr1,-0.4433374975475127,0.002
Adar,0.4491963132281578,0.002
Usp50,-0.43254321973820875,0.002
C1qtnf9,-0.44749890212626314,0.002
Dnaja2,0.4346426130611489,0.002
Nupl1,-0.4352476380248013,0.002
Rimbp3,-0.4344936379180154,0.002
Scn2b,0.4279239255053475,0.002
Svs6,-0.4278578473290567,0.002
Serpinb2,-0.43567501571773976,0.002
Enpp7,-0.43547287592345807,0.002
Prl3d1,-0.4490979023002781,0.002
4921511C20Rik,-0.4518307206207595,0.002
Gm11639,-0.43963806178391707,0.002
6030468B19Rik,-0.44507457758711066,0.002
Cela3a,-0.44782859370303907,0.002
Hesx1,-0.45998025196071934,0.002
Pramel15,-0.4391957584318249,0.002
Sardh,-0.4484427829785739,0.002
Cdt1,-0.4366223571978271,0.002
Psrc1,-0.46118419846289904,0.002
Klhl40,-0.4418451527314481,0.002
Klhl14,-0.4428919780750989,0.002
Magea13,-0.4499509165947172,0.002
Lzts3,-0.4501797801814038,0.002
Gpr55,-0.4383420390531604,0.002
Tnni1,-0.4397804017653195,0.002
Actg2,-0.43091601561133475,0.002
Pole,-0.4303581648687179,0.002
Ajuba,-0.44436738023679184,0.002
Zkscan4,-0.4343323491221486,0.002
Zfp775,-0.4524132471425223,0.002
Abhd16b,-0.43984399181550404,0.002
4931400O07Rik,-0.4363790469827211,0.002
Olfr1061,-0.4328674460717522,0.002
Cmah,-0.44451932057922383,0.002
Adamdec1,-0.43307554965531714,0.002
Tmem274,-0.430712027318495,0.002
Mef2c,-0.44649080210714254,0.002
Hipk2,0.4333691647478679,0.002
Gm11733,-0.4424727140983968,0.002
Defb41,-0.4468637813693853,0.002
Wrn,-0.44468417673615307,0.002
Slc16a8,-0.4347179020915588,0.002
Dnajc5b,-0.4459005491809301,0.002
Rgs12,-0.45433579359299237,0.002
Adam33,-0.4600152132780402,0.002
Cldn4,-0.4370918950046653,0.002
Kif27,-0.4310126956876461,0.002
Lrrk2,-0.46346532017345476,0.002
Csta3,-0.4374277675967627,0.002
Mnd1,-0.4420182939972042,0.002
Eng,-0.43996503711661994,0.002
Zfp276,-0.44415553776930716,0.002
Rabl3,-0.43884544469978387,0.002
Olfr1426,-0.44600180529294886,0.002
Acsm3,-0.437696253806276,0.002
Ccdc113,-0.4425081760291973,0.002
Prl,-0.44071555644481547,0.002
Vmn1r83,-0.43797651940475507,0.002
Nrbp2,0.44312289154523427,0.002
Bag1,0.43025789081006316,0.002
Mrgprb4,-0.4387540148845558,0.002
Nfkbia,-0.4361477266671044,0.002
Olfr109,-0.43100092801115497,0.002
Podxl2,0.47672864407238214,0.002
Olfr112,-0.4477231287736012,0.002
Vmn2r70,-0.43355450878112406,0.002
Prl6a1,-0.44367005625866035,0.002
Mrgpra7,-0.45025376053680444,0.002
Cdiptos,-0.4664768020006237,0.002
Scgb1b10,-0.4480603764892003,0.002
Arhgef11,0.47396745483096414,0.002
Sprr3,-0.46768135316607146,0.002
Kcna5,-0.4407783073857655,0.002
Caprin1,0.44529008898013017,0.002
Gm10100,-0.43286276595500717,0.002
Defb10,-0.4349606174449763,0.002
Eif3f,0.4574400629723325,0.002
A730049H05Rik,-0.44018634698409786,0.002
7420426K07Rik,-0.4452731808306933,0.002
Wfdc9,-0.4321616181939244,0.002
Chsy3,-0.4350085892603543,0.002
Rgs21,-0.43594990924381055,0.002
Pik3r5,-0.428951257172494,0.002
Klhl11,0.4879819119011278,0.002
Olfr1180,-0.4420485942005752,0.002
Ptk2b,-0.45350758613467135,0.002
Lrrc19,-0.43024982266867934,0.002
Cyp2c29,-0.43442688826858017,0.002
Zfp382,-0.4328091658831832,0.002
Kng2,-0.4451447861927827,0.002
Pklr,-0.4344859232790643,0.002
Angptl4,-0.44204984663189834,0.002
Hspa4,0.4452162124227571,0.002
Papolb,-0.4465301965413868,0.002
Usp17lb,-0.4317925894351401,0.002
Dynlt1a,-0.4457304942699616,0.002
Ache,0.46608893597398615,0.002
Pam16,0.45944973981696285,0.002
Scgb2b12,-0.44494414619527745,0.002
Gm45943,-0.4275771251163459,0.002
Oog4,-0.43524057970725294,0.002
Vmn1r70,-0.44159480358184877,0.002
Vmn1r204,-0.4578031653740913,0.002
Ctcf,-0.43763678261431227,0.002
Islr2,-0.4334739200003406,0.002
Spon2,-0.43498681579872944,0.002
Gal3st2c,-0.44732703691874204,0.002
Spink11,-0.4307149881744745,0.002
Vmn2r101,-0.44667812093630177,0.002
Sh2b3,-0.43199451722797977,0.002
Mepe,-0.44258944098641695,0.002
Wnk2,0.4359729031962744,0.002
Nlrp14,-0.44997879808391894,0.002
4930544D05Rik,-0.44131852294120216,0.002
Ctf1,-0.44185518122204814,0.002
Ces1e,-0.4470007457888324,0.002
Hcn2,0.4506584213044242,0.002
Mia2,0.4390602645565617,0.002
Zxdb,-0.45738853365298493,0.002
Ugt2a3,-0.47521268507069675,0.002
Ccdc69,-0.4259076071337041,0.002
Rln1,-0.4329487113207209,0.002
Stat1,-0.4450761762871826,0.002
BC029722,0.45154468703153644,0.002
Trim42,-0.4520628169219132,0.002
Dffb,-0.44251011765140347,0.002
Qtrt1,-0.4352267692634042,0.002
Matn2,-0.4317790918251994,0.002
Krt75,-0.438195116361325,0.002
Pla2g4e,-0.43073031615127144,0.002
Krt1,-0.43694072725006006,0.002
Olfr1341,-0.42802066936311034,0.002
Gpr1,-0.4335844042103443,0.002
Rgr,-0.42775225591145316,0.002
Pik3r2,-0.43002150771998393,0.002
Nek2,-0.438423949955169,0.002
Cep72,-0.4325641032701921,0.002
Mageb11,-0.43771334716104526,0.002
4930470P17Rik,-0.44670611759351164,0.002
Tufm,0.43246127119192385,0.002
Pnisr,0.43287363912239024,0.002
Rasl10b,-0.44647470892613644,0.002
Nek5,-0.4284415122989351,0.002
Dock8,-0.44455274060059535,0.002
Aifm3,0.43080920291255526,0.002
Prkab2,-0.46688093246937423,0.002
Maea,0.461494902490311,0.002
Mia,-0.4294355816199992,0.002
Eif1b,0.43513814381679694,0.002
Tbce,0.4759841214899625,0.002
Lmod2,-0.43719727385115653,0.002
Sh2d5,-0.4329002238078077,0.002
Atp5e,0.45849326285645653,0.002
Sh2d4b,-0.45217215699562924,0.002
Vax2,-0.45502961195448516,0.002
Pde2a,-0.4421924829412121,0.002
Olfr324,-0.45560526831838766,0.002
Chrng,-0.451013910467013,0.002
Gpr137,0.42948851960889134,0.002
Btc,-0.4532389981803714,0.002
Mchr1,-0.431441701893558,0.002
Smoc2,-0.45955246695897445,0.002
Dusp14,-0.4679332356661685,0.002
Prss27,-0.43004001294823047,0.002
Sbk1,-0.42878131084817034,0.002
Fam227b,-0.4317603001546044,0.002
Olfr1447,-0.4482394210578208,0.002
Tulp2,-0.44557903052247305,0.002
Fgf5,-0.44354359597052717,0.002
Tubb4b,0.47167181734531305,0.002
Adora2b,-0.4384880982698738,0.002
Scgb2b26,-0.4742600110846664,0.002
Cd48,-0.43258206256982223,0.002
Ptpn20,-0.45449564519261704,0.002
Scgb1b27,-0.4505342100407107,0.002
Thoc7,0.4328220169073701,0.002
EGFP/EYFP/ECFP,-0.43831357352687117,0.002
Zfp764,-0.4289669070630427,0.002
Cyp4a32,-0.43758168777072454,0.002
Adgrf1,-0.4382030113107903,0.002
Dupd1,-0.43904718608282445,0.002
Mgrn1,0.4491874570412674,0.002
Ndufab1,0.4356750259199967,0.002
Olfr643,-0.438322603238289,0.002
Urgcp,0.4864103280023439,0.002
Ogdh,0.44813544541766515,0.002
Ang3,-0.4477311637372691,0.002
Gm33888,-0.43632993493279126,0.002
Tmed10,0.48082569253953233,0.002
Tro,0.4684640408423227,0.002
Ceacam15,-0.46005297156387603,0.002
Kcnj15,-0.4617617456248849,0.002
Bpifc,-0.4424697455673634,0.002
Eef1g,0.4653730705756863,0.002
Copg1,0.4802635037178162,0.002
Fundc1,0.45704715298098797,0.002
Gdpd3,-0.4294965802065105,0.002
4930486L24Rik,-0.4264133992439547,0.002
Cryba1,-0.4371843653882551,0.002
Tmem229b,0.4492989302565635,0.002
Ppp1r3d,-0.4397122961590132,0.002
Ccdc112,-0.4370879528617845,0.002
Vmn2r23,-0.43537934167103753,0.002
Ccdc106,-0.4425754922561183,0.002
Epha3,-0.43516987011189734,0.002
Kcnh2,0.48113285256380567,0.002
Mageb5b,-0.44526413308981394,0.002
Ndufaf7,-0.4473734902360593,0.002
Upf3b,-0.44205170561536034,0.002
Wfdc6a,-0.4561195385182504,0.002
Ren1,-0.4280420738478172,0.002
Mfsd13b,-0.4497938866524167,0.002
Wdr37,0.4544262968875501,0.002
Fau,0.4705077000272016,0.002
Ephb4,-0.4283906147254375,0.002
Vmn1r197,-0.453073595542693,0.002
Pusl1,-0.44903752615083914,0.002
Efna2,-0.4388857380905876,0.002
Plin1,-0.4547541028435746,0.002
1700088E04Rik,-0.4353661981947597,0.002
Lrrc8a,0.4421997422869036,0.002
Taar7b,-0.43932293533427536,0.002
Fgf9,0.44346356632102624,0.002
1700019A02Rik,-0.44143694748431705,0.002
Krt87,-0.4391904874560911,0.002
Prss42,-0.4576185129889408,0.002
Prn,-0.4362541539170127,0.002
Tmem132d,-0.4418411279797533,0.002
Ccdc86,-0.45823770817829856,0.002
Tmem106b,0.44343248664838164,0.002
Atp6v1e1,0.4376915377562216,0.002
9830107B12Rik,-0.4398262071724808,0.002
Krtap6-2,-0.433585082288346,0.002
Ifitm1,-0.4332892968852095,0.002
G3bp2,0.4876293542159177,0.002
Actl11,-0.4442391326774005,0.002
Lgals12,-0.4693294161236219,0.002
Gclm,0.47994018107873004,0.002
Ush2a,-0.44601659269593924,0.002
Scd2,0.46192136062836264,0.002
Ly6g6e,-0.42799442723972714,0.002
4930595D18Rik,-0.44765819203233204,0.002
Tmem30a,0.4639339831002781,0.002
Pros1,-0.43424041653798495,0.002
Wdr95,-0.43705680342931735,0.002
Tagap,-0.454277041505224,0.002
Slc35g1,-0.4343489741245398,0.002
Vmn1r234,-0.4539133321061326,0.002
Hsph1,0.43256524428548304,0.002
Fxyd5,-0.4367719796807239,0.002
Fam71a,-0.45285444154503574,0.002
Olfr1368,-0.4468667415721078,0.002
Camk4,-0.4359971267915238,0.002
Tmem74,-0.43425005150966667,0.002
Rcvrn,-0.4374406743494536,0.002
Rab17,-0.4503982640813238,0.002
Pdzrn3,-0.4467332969293839,0.002
4930474N05Rik,-0.4425367295474058,0.002
Gm29733,-0.4316590983048889,0.002
Sirt2,0.444317973945087,0.002
1700028J19Rik,-0.43521752393752255,0.002
Auh,0.46412262030255946,0.002
Cfhr1,-0.45318415146059177,0.002
Esp36,-0.43796082901882566,0.002
Vapb,0.46535403417962234,0.002
Usp22,0.44806890020983237,0.002
Sema6b,0.4403310029870112,0.002
Trim61,-0.44089443743073575,0.002
Fam185a,-0.43376817695052994,0.002
Fbln7,-0.4334906838954369,0.002
Col1a2,-0.439976659926958,0.002
Sbspon,-0.43655730058121944,0.002
4930579G24Rik,-0.4421863352261063,0.002
Cox8b,-0.4477911738629308,0.002
Atad5,-0.4449316153151217,0.002
Serpina5,-0.42959040674235416,0.002
Magea9,-0.4368904844562464,0.002
Vmn2r59,-0.45307068378009574,0.002
Tas1r1,-0.4546838151560499,0.002
Obox1,-0.44714847598303087,0.002
P2ry14,-0.44449379529241706,0.002
Zfp36l1,-0.4439025260398024,0.002
Atp5o,0.44255096277365824,0.002
Aqp9,-0.4316500432718764,0.002
Pate4,-0.43071975886397784,0.002
Cd37,-0.44701191223613845,0.002
Bpifa2,-0.438228067910976,0.002
Nphs2,-0.43802584179614135,0.002
Lgr6,-0.45041259911449977,0.002
Olfr355,-0.4485695253926544,0.002
Pacrgl,-0.4466551704510414,0.002
Rnase4,-0.44499302663308093,0.002
Tpsg1,-0.4397124766707793,0.002
Gm826,-0.4308861525995975,0.002
Dstn,0.43543166635403063,0.002
Tecr,0.49353203590191463,0.002
Ptprb,-0.4317954072485145,0.002
Akr1a1,0.46288993588310234,0.002
Psg18,-0.4352949516439014,0.002
4930505A04Rik,-0.4430793482123368,0.002
Dmbx1,-0.4303664662735756,0.002
Ccdc13,-0.4544881502958381,0.002
Gm19470,-0.4428728804098522,0.002
Kalrn,-0.4460358511509522,0.002
Desi1,0.4475110000449957,0.002
Tpra1,0.4819724158934855,0.002
Depdc1b,-0.44007221588139467,0.002
Adrb2,-0.4439092563117404,0.002
Prss40,-0.48209552448043214,0.002
Mmp27,-0.44727048789393975,0.002
Glul,0.47543397075081706,0.002
Otx1,-0.4318696074760541,0.002
Cetn1,-0.45731947360776104,0.002
Spink5,-0.4611061124308132,0.002
Parn,-0.4395832434971375,0.002
Kir3dl2,-0.4298235887467081,0.002
Gm11232,-0.44664803614818416,0.002
Stk35,-0.4392215960697717,0.002
Depdc7,-0.43810586844904365,0.002
Dusp7,-0.4341205132684326,0.002
Cd40lg,-0.44012153830368345,0.002
Lim2,-0.44903848203872876,0.002
Trappc6a,-0.4340581944504003,0.002
Plcz1,-0.4477523776609671,0.002
Galp,-0.4407186075409071,0.002
Gpatch8,0.44031310720607497,0.002
Sfn,-0.44290802234634746,0.002
Gm13547,-0.4392971629981379,0.002
Psg26,-0.44148783212755605,0.002
Abca13,-0.4387407706464599,0.002
Krt79,-0.4341256280688328,0.002
Grsf1,0.4755705263499931,0.002
Olfr44,-0.45298485144445627,0.002
Rhox1,-0.43108599045596663,0.002
A830005F24Rik,-0.4349012800043208,0.002
Adprh,0.44387868043784207,0.002
Tubb4a,0.43933841919516303,0.002
Zp3r,-0.442337441010036,0.002
Zfp408,-0.4310667503362473,0.002
Prl2a1,-0.4283650231449069,0.002
