gene,r,portion
Tm9sf2,0.4277457790927081,0.001
Cabcoco1,-0.4320623395193042,0.001
Terf2ip,0.46818585576227956,0.001
Muc3,-0.42736739310327326,0.001
Card9,-0.43297684866699926,0.001
Mok,-0.4355038254315785,0.001
Olfr30,-0.43622999259946776,0.001
Olfr68,-0.46251034006958286,0.001
Klhl6,-0.44906943552806206,0.001
Atp9a,0.45309613825874584,0.001
Vmn2r108,-0.44463831071157567,0.001
Zfp131,-0.4693057485594487,0.001
Espl1,-0.4292874223027353,0.001
Pla2g1b,-0.4292744075490796,0.001
Tspan13,0.4304279520746092,0.001
Cpsf4l,-0.42997430338023174,0.001
Serpinb10,-0.4750958667419942,0.001
Slc8b1,-0.4376839772063065,0.001
Fer1l5,-0.4365044124754883,0.001
Mgat4e,-0.439190986506018,0.001
Nefl,0.444082757591867,0.001
H13,0.492491958310711,0.001
4930550C14Rik,-0.4470417461221865,0.001
Spidr,-0.4291542904717367,0.001
Aipl1,-0.43153000437738775,0.001
C130073F10Rik,-0.4421592889769549,0.001
Chmp1b,-0.46578687350181674,0.001
Bhlha9,-0.4727171219339353,0.001
Tmem59,0.4963949207746551,0.001
Tra2b,0.42646331295272843,0.001
Eps8l3,-0.42581693151118694,0.001
Pdia2,-0.47920813774956633,0.001
Pgghg,-0.43751680731668713,0.001
Pecam1,-0.45051496224670096,0.001
Cxcl11,-0.4255102980281834,0.001
Chad,-0.4290902243135001,0.001
Milr1,-0.46501555479869366,0.001
Ly6l,-0.43140416251453584,0.001
Klk13,-0.43077998685530194,0.001
Fam186a,-0.4568443944515476,0.001
Gm40469,-0.4690835832220104,0.001
Krt12,-0.4360406123653707,0.001
Gjb5,-0.4391345697752398,0.001
Aldh5a1,0.4316257664276544,0.001
Scin,-0.46452291201297274,0.001
Car6,-0.4332766778546153,0.001
Gm28710,-0.42956567756442193,0.001
Csn1s2a,-0.46816444801564927,0.001
Atp6v1c1,0.4605804535274239,0.001
Gm34826,-0.443252242807174,0.001
Olfr1140,-0.43001932883157795,0.001
Rgs22,-0.4295714712966439,0.001
Smim19,0.4945217398372716,0.001
Defb4,-0.43818342587608045,0.001
Prss23,-0.44193884837968084,0.001
Dner,0.46121092855029616,0.001
R3hdml,-0.4708128782590649,0.001
Ndufa5,0.4428259892052509,0.001
Rpap1,-0.43933634180466796,0.001
Prmt8,-0.5001163121530077,0.001
Reg3a,-0.4408709936342854,0.001
Krt19,-0.4555646366032954,0.001
Ushbp1,-0.4728913832543316,0.001
Bsph2,-0.44617143809098586,0.001
Ndufc2,0.44522670151950894,0.001
Pcolce,-0.428915428288153,0.001
Tspyl2,0.4693122116039253,0.001
Lsm3,-0.4334305354838481,0.001
Zfp709,-0.4308351773474218,0.001
Cd163,-0.4591934375086665,0.001
Cars,0.43137293037590657,0.001
Vmn1r213,-0.4352333703519177,0.001
Prr11,-0.43552346389842855,0.001
Olfr612,-0.42999273171086355,0.001
Ppargc1a,0.4269735385754778,0.001
Pex3,-0.443461722998444,0.001
Fbxw22,-0.44487284806238225,0.001
Ptchd1,-0.4376882457233256,0.001
Tat,-0.4321117474779869,0.001
Ticam1,-0.48801764785980073,0.001
Gip,-0.44040618304832657,0.001
Cldn22,-0.4298311379365224,0.001
Stxbp5,-0.42651037589827356,0.001
Vmn2r25,-0.4482599816123137,0.001
Eif2b1,-0.4664777410426456,0.001
Csrp1,0.44066477361818046,0.001
Cryga,-0.42619837608227484,0.001
Plekhf2,-0.429689183161293,0.001
Olfr483,-0.42919873831417626,0.001
LOC118568632,-0.473239845802804,0.001
Vmn1r196,-0.45196031873592846,0.001
Olfr1366,-0.4312295685847251,0.001
4930519G04Rik,-0.42845990912316784,0.001
Arhgap5,0.4272427965642433,0.001
Capg,-0.4463190116281914,0.001
Gipc3,-0.454600973100212,0.001
Cyb5r2,-0.4371815266538129,0.001
Gkap1,0.4511320966333229,0.001
Sytl4,-0.45372941952234525,0.001
Gm382,-0.454768187776855,0.001
Olfr168,-0.43314412262783436,0.001
Dact1,-0.44429482916451923,0.001
Tmprss2,-0.43322284025864594,0.001
D630003M21Rik,-0.44719303308747804,0.001
Srsx,-0.5014514550963446,0.001
Mrgpra4,-0.43083815033302275,0.001
Dnase1l1,-0.4261645896653899,0.001
Gm52436,-0.4559769965174654,0.001
Gm12830,-0.4382261763093868,0.001
Qsox2,-0.4366430449049754,0.001
4933436I01Rik,-0.432320908969317,0.001
1700018B08Rik,-0.4268858884833328,0.001
Mrgprb2,-0.4376972906009024,0.001
Tmem30c,-0.44319381942849495,0.001
Serpinb12,-0.42406576004792695,0.001
Dsg1a,-0.43841876193803725,0.001
Tm2d1,0.4465009534259292,0.001
Dynlt4,-0.44834397195522835,0.001
Vegfb,0.44294098328757114,0.001
Urah,-0.42778268717352874,0.001
Gucy2d,-0.4401166421288896,0.001
Lsmem2,-0.4508999134984616,0.001
Ehd1,-0.43358275766804133,0.001
Plin5,-0.4386457547239873,0.001
S100a2,-0.4314652337684602,0.001
Hax1,0.4243050652531451,0.001
Ilf3,0.4417769781957179,0.001
Mei1,-0.4691371503296865,0.001
Scgb2b2,-0.4696262967214862,0.001
Mgam,-0.47481719361365626,0.001
Vmn1r198,-0.4485185631432449,0.001
Vill,-0.4398934985723031,0.001
1700057G04Rik,-0.43164886645683986,0.001
Pate14,-0.4290381984918841,0.001
3425401B19Rik,-0.48009440189102276,0.001
Arf3,-0.43022168728954324,0.001
Lama4,-0.44070883280718753,0.001
Iscu,0.43540736809334596,0.001
Inpp4a,0.43219782482862457,0.001
Esp6,-0.4449673478068647,0.001
Cd99l2,0.4707604348994565,0.001
Slurp1,-0.43416452717117376,0.001
Sprr1b,-0.43717537575185345,0.001
Snx17,0.4381562433074005,0.001
Abhd17c,-0.43148149891738297,0.001
Shank2,-0.44783751742761113,0.001
Ccdc42,-0.42643232688264093,0.001
Ccdc184,0.4485497378178211,0.001
Tril,-0.43237039764240337,0.001
Adat3,-0.431830148994348,0.001
Bex3,0.43503226453378724,0.001
Znrf3,-0.42667132411084135,0.001
Olfr846,-0.4646072419399543,0.001
Lnp1,-0.4397159717161452,0.001
Pyroxd1,-0.4377278156243164,0.001
Atp5l,0.44156536079743997,0.001
Spata9,-0.44599871244590994,0.001
Tubb2b,0.45093528491656326,0.001
Klrb1,-0.43417969040463866,0.001
Clcnka,-0.44043920987393764,0.001
Galc,-0.44087629537060236,0.001
Zfp36l3,-0.4624421034627002,0.001
9530002B09Rik,-0.4378319431096917,0.001
Gm51999,-0.47923080881014307,0.001
Lrrn1,0.4370567900083691,0.001
Klc2,0.4344959977357838,0.001
Vgll2,-0.43210204859633694,0.001
Ms4a12,-0.43931289333958323,0.001
Gm51591,-0.44609845241090895,0.001
Fli1,-0.4278880632070343,0.001
Prss58,-0.4245675272333994,0.001
Fam50b,-0.4379439257953989,0.001
Cenpl,-0.46449428122477565,0.001
Olfr1014,-0.44672223796695654,0.001
Actr10,0.5109565266610392,0.001
Lipi,-0.43370748381548346,0.001
Ccdc7a,-0.45151706169885,0.001
Vmn1r230,-0.44178534682276804,0.001
Ncam1,0.45318038418473433,0.001
Btaf1,-0.458001890334615,0.001
Dnajc2,-0.4696429141271873,0.001
Ms4a4c,-0.4767555661830825,0.001
Defa17,-0.45928293934314013,0.001
Wdr38,-0.44491471646099934,0.001
Gbf1,0.4844130372216208,0.001
Lsm12,0.42936341253089877,0.001
Dmrta2,-0.4473587085970286,0.001
Slc22a1,-0.4486493011666987,0.001
Tppp3,0.43828437960782846,0.001
Pou3f4,-0.42798139242188743,0.001
Col23a1,-0.45892177739485984,0.001
Arsb,-0.4388605322305966,0.001
Pilrb2,-0.43519466643895827,0.001
Cisd1,0.4379568052300161,0.001
Cdh16,-0.4356231435629629,0.001
Cd7,-0.4658332231606272,0.001
Hyal1,-0.4615214987755835,0.001
Rpusd3,-0.43181617662763927,0.001
Mmgt2,-0.4264533187566882,0.001
Ptprcap,-0.4270849708030656,0.001
Serpinb3c,-0.43425595157025215,0.001
Lair1,-0.4513730185347736,0.001
Gm6570,0.4414047645210682,0.001
2510039O18Rik,-0.48110363288447155,0.001
Ssmem1,-0.43298193634171905,0.001
Eaf2,-0.4281688837502187,0.001
Pdilt,-0.49965810464856325,0.001
Zfp365,-0.46190897666130853,0.001
Vmn2r58,-0.4253088158087751,0.001
Pzp,-0.5137169566993925,0.001
Dnase2b,-0.44752559063656755,0.001
Riiad1,-0.446240202874753,0.001
Irak1bp1,-0.4349651454681862,0.001
Lhcgr,-0.46318528047978585,0.001
Mep1a,-0.45642618894560266,0.001
Ttll10,-0.43064296747765773,0.001
Gm29986,-0.42946801487349806,0.001
Snx2,0.4384977951910432,0.001
Ube2z,0.46423111518708055,0.001
Tnfrsf18,-0.45320265834811113,0.001
Ccdc154,-0.4531097865072431,0.001
Asrgl1,0.46602041465029204,0.001
Klf11,-0.43811960162187397,0.001
Tmed4,0.447851753595098,0.001
Myo1g,-0.4283938588313306,0.001
Coq8a,-0.43236048396708016,0.001
Styx,-0.43930264571681515,0.001
Vmn1r24,-0.4364788301036867,0.001
Cldn23,-0.43923773851576653,0.001
Mansc4,-0.42759676834164456,0.001
Brdt,-0.44004747506734765,0.001
Tmpo,0.4260105899954888,0.001
Slc7a7,-0.4405751755727542,0.001
Cabp4,-0.44615594043247375,0.001
H3f4,-0.4342110009397372,0.001
Homer3,-0.4246674438266172,0.001
Tas2r122,-0.42620219347892124,0.001
Pramel25,-0.4298858465037732,0.001
Rnaset2a,-0.5285211173321116,0.001
Pdlim7,-0.4377827579008741,0.001
Adcy10,-0.4495764458139627,0.001
Taf5,-0.427217278234236,0.001
Pld2,-0.4276477761794523,0.001
Acta1,-0.44677464736880335,0.001
Huwe1,0.43783302381235273,0.001
Ik,0.4613075071706263,0.001
Usp3,-0.42382384388978006,0.001
Olfr1037,-0.42919688721107097,0.001
Rbm22,-0.4302989738554088,0.001
Oxr1,0.4301919739461374,0.001
Hnrnpm,0.47535894470032275,0.001
She,-0.4388580898695788,0.001
Olfr54,-0.44929691177597086,0.001
Snx21,0.4238728525542442,0.001
Tulp4,0.4503858060438837,0.001
Olfr272,-0.4471090739150534,0.001
Moxd1,-0.4288312583077665,0.001
Apoc4,-0.43300952813695903,0.001
Gne,0.4297150640714483,0.001
Rab2b,-0.456518179127578,0.001
Kbtbd13,-0.4848176353683888,0.001
Rpl4,0.46630341447836215,0.001
Olfr1107,-0.43401845589705607,0.001
Olfr1179,-0.4377518573013288,0.001
Tbcd,0.4459275000077824,0.001
Manf,0.4526506332346628,0.001
Nmi,-0.44169057307898146,0.001
Prl7c1,-0.42547783607530926,0.001
Serpinc1,-0.43189538965284135,0.001
1700001C19Rik,-0.4394846795438444,0.001
Sall2,0.4428493610125015,0.001
Sctr,-0.4244337056193527,0.001
Fam78a,-0.4424321090012148,0.001
Gm9881,-0.4438256565472491,0.001
Shkbp1,-0.4313843977597792,0.001
Rad21l,-0.42878962424207734,0.001
Vmn1r78,-0.45070323778819815,0.001
Opn5,-0.44571907468395,0.001
Akt2,-0.4643888728856854,0.001
Enthd1,-0.45503383097986866,0.001
Hprt,0.5082421004145531,0.001
Naca,0.4499342439604522,0.001
Mblac1,-0.4461049830626782,0.001
Gm2696,-0.45056294779210543,0.001
Eras,-0.42775433917837,0.001
Trim80,-0.4793345633778151,0.001
Lrpprc,0.5117763120422043,0.001
Smpdl3a,-0.4408029721896569,0.001
Atoh7,-0.4393000712208568,0.001
Sra1,-0.4744653320922781,0.001
Dclk1,-0.4407511681353261,0.001
Iqcf6,-0.44573264771937327,0.001
Samt2,-0.42496488550843925,0.001
Fam168a,0.45170559156558027,0.001
Tmem106c,0.4823988285666501,0.001
Pramel22,-0.47999426647980037,0.001
Sptan1,0.42860309865576995,0.001
Txk,-0.42915028537544214,0.001
Lpar3,-0.45665527336119105,0.001
Etd,-0.433740153098518,0.001
Cox7b2,-0.44990360448222244,0.001
Ocel1,-0.42622077131176844,0.001
Hyou1,0.4536134082392386,0.001
Asic5,-0.4285990727479723,0.001
Olfr874,-0.4288951121822551,0.001
Olfr1225,-0.43483318629336504,0.001
Prr12,-0.42534405584824186,0.001
Cbfb,-0.43655423640451874,0.001
Cym,-0.4240619154127114,0.001
Pou5f1,-0.4272775586592593,0.001
C4a,-0.4783111444921883,0.001
Pdlim4,-0.4321990865198721,0.001
Epor,-0.4295530966416604,0.001
Gm38525,-0.4905992561392673,0.001
Susd5,-0.45193459376693584,0.001
Slc22a3,-0.43580979148708593,0.001
Pomgnt2,0.4502285750847713,0.001
Cxcr3,-0.42439034052670443,0.001
Psme4,-0.44541642018101235,0.001
Olfr133,-0.43575907477739734,0.001
Efhc1,-0.4315388052865078,0.001
Nipsnap1,0.43545248195842773,0.001
Cdc123,0.43318214296989144,0.001
Leap2,-0.44684594739999806,0.001
Ankar,-0.4250408350745126,0.001
Arsi,-0.44051823281150515,0.001
Klrc1,-0.44475583692574033,0.001
Crhbp,-0.4399629610865,0.001
Ccdc92,0.4484520480770225,0.001
Gm15262,-0.43499972396556275,0.001
Acsm1,-0.4382988200887634,0.001
2310002L09Rik,-0.4402213743858958,0.001
Aldh3b3,-0.4502676665957051,0.001
Hadha,0.4379296724170678,0.001
Sec14l2,-0.42869885461953056,0.001
Dsg1c,-0.4292561023126695,0.001
Cep89,-0.42907337019767783,0.001
Rfx6,-0.4378130431577484,0.001
Serhl,-0.4517305016626981,0.001
Zmym1,-0.42911717669759414,0.001
Tmem273,-0.42764092558936745,0.001
Enpp1,-0.4299768914784968,0.001
Fxyd3,-0.45444874529793505,0.001
Gm1141,-0.44915923512574013,0.001
Cbr3,-0.46092031872129136,0.001
Abi3bp,-0.43713352932999466,0.001
D3Ertd751e,-0.44722768729005097,0.001
Epha2,-0.4724144005558438,0.001
Rad51,-0.4824638049371338,0.001
Rnf2,-0.42963929555022246,0.001
Hint2,0.4731886035930084,0.001
Olfr197,-0.47377352072912526,0.001
Slc38a5,-0.4289600119003478,0.001
Oosp3,-0.45346607680291273,0.001
Olfr1301,-0.4538856135552837,0.001
Cma2,-0.43761475287574214,0.001
Heyl,-0.42677919819256244,0.001
H2-M10.6,-0.42644146592856624,0.001
Pom121l12,-0.4281017118850567,0.001
Tlr13,-0.45235137721098834,0.001
Katnal1,0.43870627353720154,0.001
Olfr715,-0.44783190373350196,0.001
Galnt1,0.43021045584433487,0.001
Olfr654,-0.44175963318176786,0.001
Stab2,-0.44136613648433975,0.001
Mettl24,-0.4263279369614065,0.001
Ism1,-0.4363573493221241,0.001
Dgkb,-0.4642824750651977,0.001
Kdelr2,0.4514794599629272,0.001
Hif3a,-0.46701810133211463,0.001
Fuca1,0.436642646096689,0.001
Olfr1045,-0.4619930397139443,0.001
Chil5,-0.4620253966518257,0.001
Prr23a3,-0.4506621541718612,0.001
Agmo,-0.4664094349311632,0.001
Mgp,-0.4514778208389626,0.001
Cldn34a,-0.4734838748145471,0.001
Gpa33,-0.42798802096614424,0.001
Mfap5,-0.43247898701365245,0.001
Rhox2f,-0.4404359942836878,0.001
BC028528,-0.43710151859934304,0.001
Exoc3l2,-0.44408344060957494,0.001
Plekha2,-0.47905653102983026,0.001
Rab44,-0.44523104195603963,0.001
Agr3,-0.43122326642602987,0.001
Krtap13-1,-0.4360927552716223,0.001
Pramel30,-0.4507111206604823,0.001
Tslp,-0.47425801897068676,0.001
Chst14,-0.5298657900510817,0.001
Rfpl4,-0.4289352832925542,0.001
Qrich2,-0.42521972329102586,0.001
Echdc3,-0.4412912339957621,0.001
Art2b,-0.43074964959700246,0.001
Chia1,-0.4408422219611969,0.001
Immp2l,-0.4342390969328236,0.001
Esp23,-0.436856134200556,0.001
Astl,-0.4433871307959877,0.001
Gprasp2,0.5217889705434646,0.001
Yipf7,-0.4901284004829195,0.001
Gm30083,-0.4771117874981667,0.001
Tnpo2,0.43539180368193053,0.001
Plcl1,0.4594242827675046,0.001
Egfl8,-0.4246827906643997,0.001
Rad21,-0.4366557235560928,0.001
Uqcrq,0.4381766452902687,0.001
Vmn1r192,-0.44984134292967426,0.001
Atp6ap1,0.4344204740587988,0.001
Vmn1r88,-0.43801409192897195,0.001
Arhgdib,-0.4345444853436226,0.001
Ccpg1,0.44194855289508284,0.001
Defa34,-0.4285485415852162,0.001
Klk14,-0.42405369193275916,0.001
Eif4h,0.45543029937571056,0.001
Chd6,0.4671991113286684,0.001
Apoc2,-0.4328322238028369,0.001
Pdcd7,0.4402134555330942,0.001
Spata31d1b,-0.4312357305285457,0.001
Rtel1,-0.45672843767011706,0.001
S100a4,-0.425890410349236,0.001
Spef1l,-0.46955858352395313,0.001
Tmem248,0.48901250773818844,0.001
Mc4r,-0.42734718939569094,0.001
Col9a1,-0.43714269140240003,0.001
Vmn2r118,-0.4393498647545212,0.001
Ift22,0.44936466735698455,0.001
Satl1,-0.473172448019059,0.001
Vwa3b,-0.45109681486116454,0.001
Fam240b,-0.4284788751213863,0.001
Cmbl,-0.4323092694268129,0.001
Gm3642,-0.45732755767207,0.001
Olfr1394,-0.4324179006775464,0.001
Fyb2,-0.4389602626490248,0.001
Mndal,-0.44849763811050297,0.001
Ints7,-0.43218535362302796,0.001
Ankrd53,-0.4353468122350241,0.001
Fcgr4,-0.4414201485465303,0.001
Umod,-0.44388758434824055,0.001
Calr,0.4616902637126353,0.001
Bcl2l10,-0.4306927732181279,0.001
Pax8,-0.4330412689336616,0.001
Trpm5,-0.48571963919960726,0.001
Zbp1,-0.4444042842332453,0.001
Mastl,-0.4265051134775886,0.001
Adam20,-0.4379348547002031,0.001
Vpreb1,-0.4446840794097635,0.001
Acsm4,-0.4474004674516318,0.001
Gm14743,-0.4247123525012112,0.001
Tmem179,0.49125845370496746,0.001
Marchf4,-0.4558032579620104,0.001
Sptlc3,-0.46535516126378573,0.001
Olfr517,-0.4454056248771725,0.001
Rps6kb2,-0.4287034485745734,0.001
Atp6v1b2,0.4815435457495393,0.001
Pdzk1,-0.47354935746146887,0.001
Gm3095,-0.48659630592010994,0.001
Cd52,-0.42523921707060264,0.001
Lrrfip1,0.4454109974815311,0.001
Ces2a,-0.4267882243425424,0.001
Ggta1,-0.4318380041578255,0.001
Adam7,-0.4376843244286146,0.001
Cct4,0.4658467437241399,0.001
Cc2d2a,-0.42961536586781734,0.001
Zfp978,-0.4664327601523701,0.001
Tmem79,-0.425838914447617,0.001
Ets1,-0.44239680614657784,0.001
Ceacam20,-0.45258760974893975,0.001
Mpped2,-0.4410597249929773,0.001
Skint6,-0.42411611862263254,0.001
Gm281,-0.42467506901690893,0.001
Prss48,-0.42375928882882086,0.001
Vmn1r227,-0.43219168686647425,0.001
Cav1,-0.4389279915916913,0.001
Vav1,-0.42371767306730423,0.001
Dnah3,-0.4316563031835987,0.001
Tgif2,-0.4369472272508043,0.001
Abi3,-0.42857657127715015,0.001
Ugt2b36,-0.43164440156014827,0.001
Dctpp1,-0.4421994147190353,0.001
Trp63,-0.4564897946666283,0.001
Cacnb2,0.4406458479669579,0.001
Prss57,-0.44003385467785927,0.001
Cct5,0.46410834254183353,0.001
Ulk1,0.5060174742258239,0.001
Stambp,-0.45099796894681776,0.001
Treml2,-0.4331134028469833,0.001
Zfp341,-0.4395800242038611,0.001
Ceacam18,-0.42828738058003235,0.001
Cer1,-0.42983680437758304,0.001
Psmg4,-0.4613740449202203,0.001
Entpd1,-0.4305076372787369,0.001
Riok2,-0.46244807452676073,0.001
Il17rc,-0.4920305437659592,0.001
Ccdc50,0.4277614300592959,0.001
Gm16405,-0.4277685618882959,0.001
Fgf12,0.46429239575808656,0.001
Gm4846,-0.43404601035929247,0.001
Lilr4b,-0.43417510861920666,0.001
Dcp1a,-0.4648104839661552,0.001
Ankrd63,-0.4298623374321355,0.001
Lhx4,-0.4627396961599661,0.001
Dok1,-0.47934378558251167,0.001
Cplx3,-0.44052636727725114,0.001
Usp9y,-0.4467734302355771,0.001
Slc30a3,-0.433321397736274,0.001
Spocd1,-0.4414168931960836,0.001
Ccdc60,-0.4258023527968832,0.001
Col13a1,-0.44222353509145423,0.001
Emilin3,-0.4312746060322209,0.001
Stk10,-0.42536498175787857,0.001
Sell,-0.42972065285878897,0.001
4933412E24Rik,-0.4331346451729912,0.001
Igtp,-0.4257248313395788,0.001
Zan,-0.4693587324790917,0.001
1700049E17Rik1,-0.44257730214244556,0.001
Trmt11,-0.43479980178968286,0.001
Cysltr2,-0.46141997970193427,0.001
Prrx1,-0.43658689503907466,0.001
Usp17le,-0.4320877386851806,0.001
Sdha,0.4527845007263847,0.001
Tmem247,-0.424281159690176,0.001
Grhpr,0.4361803656354215,0.001
Csrp3,-0.4361052068656015,0.001
Ndufb4,0.4292593800217456,0.001
Scgb2b10,-0.42602053754945,0.001
Fut1,-0.43120736032866264,0.001
Tmco1,0.43813580914193817,0.001
Cdkn2aip,-0.446678586140048,0.001
Ces2g,-0.47376009963521293,0.001
Crygb,-0.4302724396014533,0.001
E330021D16Rik,-0.42540122544401143,0.001
Olfr729,-0.45094853588630335,0.001
Dpysl2,0.43750960306096015,0.001
Rsbn1l,-0.46554937267927166,0.001
Pi4k2b,-0.43910607025506104,0.001
Rgn,-0.46746164255926564,0.001
Gkn2,-0.46299375367670753,0.001
Fsd2,-0.46786096301962526,0.001
Snx27,0.45184241943758585,0.001
Casp8,-0.430256244059367,0.001
Tm2d2,0.46325057474682335,0.001
Krt90,-0.42713904656857,0.001
Tmem208,0.4390947349223141,0.001
S100a10,-0.43132468036871663,0.001
Gm46900,-0.43839621835268977,0.001
Arl2bp,0.475058813482172,0.001
Rhox9,-0.4575888225381791,0.001
Rbm38,-0.4272089482223245,0.001
Krt88,-0.4606120452389536,0.001
Lax1,-0.44928248027112,0.001
Cks2,-0.42490640618405184,0.001
Nccrp1,-0.4432025621006783,0.001
Twist1,-0.43390446062461785,0.001
Ddit4l,-0.456882997086326,0.001
Kng1,-0.43506892945285547,0.001
Pcsk9,-0.4595336499144172,0.001
Ltf,-0.45337326100178293,0.001
Nlrp6,-0.4472116232299008,0.001
Hp1bp3,0.46994468824700486,0.001
Ccdc137,-0.4381913652257569,0.001
Mbl1,-0.42785825520040416,0.001
Dynlt5,-0.4430643742770274,0.001
Atcay,0.44999098947348165,0.001
Rbx1,0.4594800696822709,0.001
Dusp9,-0.42846093248079975,0.001
Morc1,-0.43165828175099547,0.001
Tg,-0.42856358886651313,0.001
Knl1,-0.4281023554312031,0.001
Khdrbs1,0.46314740162408863,0.001
Csgalnact2,-0.4379173497169163,0.001
Col5a2,-0.4470788976999223,0.001
Lpl,-0.43237159754795473,0.001
Olfr382,-0.4387903390417185,0.001
Cldn24,-0.4377649706299399,0.001
Snx32,0.43530308699791126,0.001
4930544G11Rik,-0.4312161722878111,0.001
Tcaf1,0.44683118814792255,0.001
Zfy2,-0.44377804361916595,0.001
Fam170a,-0.4462704522160504,0.001
Olfr860,-0.4533702581463268,0.001
Proz,-0.45157164371292874,0.001
Dppa1,-0.4383871239306252,0.001
Gm960,-0.43316367126413835,0.001
Olfr954,-0.4357361568208909,0.001
G6pc3,0.47266604203627377,0.001
Zfp579,-0.4266203004209624,0.001
Acmsd,-0.46004748467488804,0.001
Tfdp1,0.42809353228255065,0.001
Erlec1,0.45639899693852976,0.001
Prdx2,0.45834958317953,0.001
Hectd4,0.4523279511481936,0.001
Mfsd8,-0.4459551986950453,0.001
Drosha,0.4564092092478437,0.001
Arl11,-0.4338270973859992,0.001
Samt1,-0.4294302134364264,0.001
Tsen2,-0.43255169927608533,0.001
Duox2,-0.47321251133775866,0.001
Olfr522,-0.4393579765907429,0.001
Relb,-0.42480238961056893,0.001
Spink12,-0.4589672115805869,0.001
Btla,-0.42786674932269864,0.001
Atp5j2,0.48142740489617153,0.001
R3hcc1,-0.46368204362360416,0.001
Ptx4,-0.44636888310309153,0.001
Pramel18,-0.4243198104416988,0.001
Myl6b,0.486927035261633,0.001
Prorsd1,-0.4268239250269514,0.001
Ceacam14,-0.42573628715235595,0.001
Klk1b1,-0.431343177687064,0.001
Dennd2c,-0.4336314655550489,0.001
Elobl,-0.43168157186707934,0.001
Hipk4,-0.42786203524316785,0.001
Olfr905,-0.44000842171408466,0.001
Zfp503,-0.4483917583498555,0.001
Hhipl2,-0.4297381359145598,0.001
Lacc1,-0.4352550113790478,0.001
Serf1,-0.43895747455062656,0.001
Plekhg3,-0.44950909693573876,0.001
Gm32611,-0.45301668506775583,0.001
Olfr700,-0.43544485557925555,0.001
Mical1,-0.4290033586560339,0.001
Slc45a2,-0.4457762150265623,0.001
Sbpl,-0.4657395141070709,0.001
Pgk1,0.4265891674556312,0.001
Pfn4,-0.4446242724886056,0.001
Ltbp3,0.4590686420574817,0.001
Ido1,-0.43265340004441794,0.001
Txnl1,0.4368925123740978,0.001
3110082I17Rik,-0.4556214436399458,0.001
Rad54l,-0.4418586655320277,0.001
Fam120b,0.48581686241875494,0.001
Padi3,-0.43268990107476196,0.001
Adh6b,-0.4369133775642053,0.001
Tbc1d8b,-0.4780831710244937,0.001
Csrnp1,-0.4719703680980357,0.001
Eml3,-0.44323877087993524,0.001
Nkain1,0.48413171422535234,0.001
Josd2,0.4508008773196946,0.001
Mbl2,-0.45315890922918306,0.001
Cbx2,-0.4406647512441059,0.001
Crisp2,-0.43293490729088296,0.001
Rnf222,-0.42439072712240755,0.001
Kdelr1,0.42549984584002243,0.001
Ppp1r14d,-0.45829797344649004,0.001
Gm34521,-0.4386808497126703,0.001
Scimp,-0.4613962166231621,0.001
Esp15,-0.4262073426460897,0.001
Enpp3,-0.4480994166826346,0.001
Wwc2,-0.4470804725944767,0.001
Kif19a,-0.43319447608485334,0.001
Actr1a,0.4545629042682566,0.001
Lst1,-0.42408879316662845,0.001
Prrt4,-0.4272473407941505,0.001
Skint7,-0.43850155677725955,0.001
Marveld3,-0.44142009888794537,0.001
Zfp473,-0.425368578783007,0.001
Lonrf2,0.4639156973888273,0.001
Ncl,0.43059726231907525,0.001
Olfr237,-0.42524916627978476,0.001
Hnrnpul2,0.4863807763982106,0.001
Crygc,-0.4547527937794318,0.001
Rtn4rl2,-0.43628363016275373,0.001
Vmn1r13,-0.4371768691939285,0.001
Ckm,-0.4478836893108733,0.001
Nsfl1c,0.4625588421066418,0.001
Olfr743,-0.4274600101109044,0.001
Btf3-ps15,-0.4341968658782726,0.001
Btbd35f1,-0.44508947649037267,0.001
Ugt1a8,-0.42970510551055496,0.001
C8g,-0.46906749683168003,0.001
Ceacam9,-0.4537013300547257,0.001
Cks1b,-0.43073210554414837,0.001
Ccdc146,-0.43303713337787597,0.001
Cmtm2a,-0.4434744786225137,0.001
Cdcp2,-0.47529221415770967,0.001
Rdh8,-0.43934627614419475,0.001
Bsnd,-0.42605000109687674,0.001
Hsp90ab1,0.44308167883041927,0.001
Fut4,-0.442016220645861,0.001
Gpr31b,-0.4466910512696688,0.001
Adra1a,-0.43687346533604393,0.001
Thnsl2,-0.4302402533537491,0.001
Apoe,0.4478808635328662,0.001
Zfp280d,-0.49036955031630025,0.001
Rgs13,-0.4495154776837525,0.001
Gpr37,0.44502917461825836,0.001
Ly6g5c,-0.44382339779287233,0.001
Anxa13,-0.4437708404478155,0.001
Ceacam1,-0.44666834991872706,0.001
Col6a5,-0.4245144965727307,0.001
Tpsb2,-0.4490957310280206,0.001
Vmn2r113,-0.4413337927969675,0.001
Slc2a5,-0.43948134770279995,0.001
Zfp352,-0.42937235202245655,0.001
Cd151,-0.42742951855981753,0.001
Cd200r1,-0.43959982877940124,0.001
Atxn7l3,0.4279594544739878,0.001
Kcnmb4,-0.44434087023042224,0.001
Wfdc13,-0.42676722134515727,0.001
E030018B13Rik,-0.42556370453802644,0.001
Impg1,-0.436276744295242,0.001
Dcakd,-0.4285833067441457,0.001
Dcx,-0.4381812422770359,0.001
