gene,r
Dxo,-0.4336057432196791
Olfr164,-0.45947057186182294
Trappc10,0.42732129778426076
H60b,-0.429034122411958
Rassf1,-0.43219213752519414
Prtg,-0.48523389362544567
Olfr1101,-0.436189382678602
Rint1,-0.4634068980136605
2010003K11Rik,-0.4268090911351762
Tmx4,0.5092520414592002
Slirp,0.46290153977489906
Ndufaf6,-0.4266517189216833
Spem2,-0.4356025977006531
Fxr2,0.4562064429835735
Dnah10,-0.44336034010882264
Palm3,-0.4292682215849539
Ywhab,0.44817499801412486
Ankrd54,-0.4265709521628628
Cyc1,0.4493821630964794
Acox2,-0.4237232134143249
Evc2,-0.46924622099097
Lmo1,-0.4331378242519689
Treml4,-0.4267595928603275
Olfr284,-0.4391980761851027
Hjurp,0.4712744392378248
Cd177,-0.443924861422544
Dlx4,-0.4664781479934287
Kcnq5,-0.43485732115068315
Pemt,-0.4524160391541684
Tsn,0.4635277164033903
Rabl6,0.45316395934996834
Chrna10,-0.43728722915718693
Gm36672,-0.4379023882533627
Elf3,-0.45785454838969303
Mdh2,0.42499541257864965
A630073D07Rik,-0.4270357578041532
Pspn,-0.45183594887436307
Sec14l3,-0.4653411243649696
Efhb,-0.42767056799917763
Ikbke,-0.4316812418574312
Serpinb9d,-0.44343008323191047
Polg2,-0.43765106248242847
Rhox5,-0.42732050552431866
Gabarap,0.45794434566487585
Acvr1c,-0.42618832712629684
Sfi1,-0.4252607564640912
Sdk1,-0.4445077858978049
Prr19,-0.4260318586358388
Mex3c,-0.47766723619247164
Krt39,-0.4374074993736094
Ms4a13,-0.4519573702439107
Tnfrsf4,-0.4244819201831365
Zfp664,0.44650917402948137
Ces1c,-0.4392505020797805
Sap25,-0.44666869717488
Was,-0.44089809506177546
Tspyl1,0.46191485653236386
Tph1,-0.43954012255117336
Cre,-0.42984878982046115
Gm20783,-0.430498140638992
H3c2,-0.42498477260322665
Zfp609,-0.43090281057664787
Tas2r135,-0.44280701759953095
Prr23a2,-0.4765375964133985
Qars,-0.42793590230772427
Ccdc47,0.45383062538578545
Olfr549,-0.4951888886938798
Ypel5,0.4514166594888539
Tm9sf4,0.4362272812926254
Enpep,-0.4366774784441001
Spta1,-0.4636572317178214
Gm46319,-0.4420936889233615
Ptrhd1,-0.4323444995811324
Cdhr1,-0.4342878380661135
Ikzf3,-0.4371270173650686
Drp2,-0.4369906664218636
Olfr26,-0.43031170631205695
Sav1,-0.4502778946987636
Polg,-0.44799579078064755
Cfap97d2,-0.4428031287589499
Scarf2,-0.42601082654723604
Fcer2a,-0.43362503116505446
Clasp1,0.45318798713353114
Adgre4,-0.43872195242799106
Psmd10,-0.4260587879369474
Vmn2r83,-0.4291660468765214
Cyp7a1,-0.4378517028847579
Ccdc7b,-0.4273298665649767
Pde6h,-0.4295152265832179
Ctla2a,-0.4357579808057457
Ccdc177,-0.4461607934420411
Cxcr4,-0.4408627032208604
Atp1a4,-0.4415248296167427
Pate1,-0.42586539680150487
H1f4,0.4258179339536361
Dio2,-0.4243577915464318
Psmb9,-0.4367725099355919
A1cf,-0.43798485901490947
Ect2l,-0.4402926995149545
Cdh19,-0.4353218984366362
Btbd18,-0.43812055870009725
Mx1,-0.4272281441280906
Nlrp9b,-0.42585631321597145
Syt11,0.42843700184149297
Adad2,-0.44172388919685773
Fam161a,-0.44017859088209826
Sv2a,0.45112665293152876
Endod1,0.47324968182200694
Ppp6r1,-0.5016850266502813
3110040M04Rik,-0.4269067691091532
Ldoc1,-0.4263082782319489
Pyy,-0.4287472180422266
Upk1a,-0.4263108383661012
Vmn1r236,-0.4256874957478883
Chil4,-0.4448198920566623
Zscan4c,-0.4627700501643708
Clec1a,-0.47106325850028336
Trim71,-0.4248345773119961
Cd19,-0.42608119323636706
Cdkn2d,-0.4460631891677562
Slc38a11,-0.43299309004156916
Ube4b,0.4320614217418513
Cpb2,-0.4322254602495376
Vmn2r109,-0.4588988017544955
Trmt13,-0.44997676184012286
Olfr433,-0.43927061015601315
Mill1,-0.4744606332541977
Glt28d2,-0.4319309432934484
Mff,0.45722644934326134
Csnka2ip,-0.43678760046049814
Pla2g4f,-0.4354534636056213
Fhit,-0.440403793325251
Pgm1,0.4325571999072906
Tnfrsf11b,-0.43852987376579683
Gm12216,-0.42941290812217325
Cep57l1,-0.4377049777970876
Hsh2d,-0.48476736707127743
Olfr38,-0.42884879597172865
Exd1,-0.42529192171262614
Angptl8,-0.43054437977877863
Gm20765,-0.4376648038799395
Vmn1r67,-0.4391826878682554
Vmn1r46,-0.4357660920217484
Cxcl9,-0.42972222986528236
Cracr2b,-0.4421406462110493
Jak2,-0.43191185722839553
Gcgr,-0.43578711859351354
Npl,-0.4325020481294539
Higd2a,0.44037983155310595
Vmn1r87,-0.45497208009237533
P2ry4,-0.4530356321315909
Fcrls,-0.464349047313465
Cryba2,-0.45951729930521734
Ssxb5,-0.43535721728680754
Parpbp,-0.4883017451754963
Uchl1,0.432080810331987
1700024G13Rik,-0.4252800332998982
Cltc,0.4355578107401784
Zfp300,-0.4269506743691299
Gm52520,-0.4264335640458976
Trpc5os,-0.44967543007999716
1700093K21Rik,-0.4417655709885895
Olfr1116,-0.43659356070023975
Epm2aip1,0.4661181784350179
Cog7,-0.44037997354674036
Scgb1b3,-0.43653161633684123
Gja1,0.45473792324365114
Prss41,-0.4561400012561266
Vmn1r101,-0.44449482403099144
Ctla2b,-0.4588288103742887
Ssxb9,-0.47803930740884704
4931429L15Rik,-0.4399862110346484
Gatc,-0.43185636810563316
Cldn17,-0.44275397769253716
Nsg1,0.46781809475422037
Hnrnpl,0.4388685046344553
Prrt3,-0.4305484971532205
Pdzph1,-0.43856170624533236
Olfr1466,-0.43604795261007356
Lsamp,0.4623143415663491
Vmn1r15,-0.43411063666586175
Zscan10,-0.458013834818485
Pou2f2,-0.4257406572547535
Alg2,0.4987800393596557
Lbhd1,-0.4604765392760716
Acod1,-0.4505107143613323
C1qtnf2,-0.4585486223304359
Cyp2j11,-0.4370487225550645
Olfr166,-0.4590440040705725
Tsga10,-0.4670783868284112
Zfp273,-0.507146602825911
Olfr775,-0.45012446424593766
Rspo2,-0.42401003541012794
Vmn2r61,-0.43435802430686643
9030025P20Rik,0.44507235658698663
P2ry6,-0.4345310675745495
Fmod,-0.44210799476355384
Crb2,-0.45375406367431353
Acsm2,-0.4419474805562329
Ninl,-0.4373686779231187
Marchf2,0.44126826433389177
4930402F06Rik,-0.4466992191392989
Ptbp3,-0.4630869783360538
Ear14,-0.43310558804922017
Kcnc3,0.4357406509862656
Csl,-0.45986503623414
Ctag2,-0.42448523605392585
Cpn2,-0.4287648321643448
Dnase2a,-0.4763349498425179
Nop56,0.4332667457994912
Gm32719,-0.4385593645756798
Clstn3,0.47225688904054536
Krt2,-0.4525475815643565
Chrdl1,-0.42887751279475583
Tceal3,0.4667630041137173
Hlx,-0.4275276510686189
Krt16,-0.43839528645232706
Cst3,0.510982161275049
Eci3,-0.44627242102241244
Gm38425,-0.48562397157192494
Duoxa2,-0.42783751777397516
Lrrc59,0.45260352563252343
Prss56,-0.4687256157096443
Cd300lb,-0.44253433249967533
Ccr1,-0.45016362791639947
Numbl,-0.438024126044075
Keg1,-0.4489173815627298
Cox16,-0.43089526231463404
Tonsl,-0.4318891333932958
Safb,-0.4370926358405559
Hoatz,-0.43593375243590565
Pigk,0.44060134893095965
Rnf141,-0.49721235522816104
Trem3,-0.4373345805834531
Elp3,0.44842930490608535
Sprr2h,-0.4578987492036251
Slc2a12,-0.4443742782538061
Igsf9,-0.4411587035078643
Sun1,-0.4368395388571363
Spint5,-0.43223223670249866
Vmn2r75,-0.43156222166667896
Cd109,-0.46635300609761915
Synj1,0.44226300221343423
Fyttd1,0.502557866062686
Olfr789,-0.4280983143034186
Agbl2,-0.44839287903987096
St13,0.46200261227470424
Cdx1,-0.44093143942386165
Cacna1c,0.43174658735800303
Calhm2,-0.44081188504794444
Mgarp,-0.4401508254342685
Rarg,-0.44619598735508736
Rab34,-0.43365943178818306
Sh2b2,-0.42894279819373926
Gtf2f1,0.43355991461457627
Adam22,0.45806033972281646
Dnaaf3,-0.4581786495883884
Clptm1,0.4349363241015603
Ppp1r36,-0.4345308906329729
Vsig10,-0.45766651558595356
Tenm3,0.45662372421174624
Cops4,0.4250995257121874
Itm2b,0.47108821058495204
Upp1,-0.4772925772157624
Art3,-0.43352498152248764
Ccr7,-0.436916280068679
Map1lc3a,0.4668716456564194
Rdh5,-0.4292166080390025
Trim12a,-0.45190770464391544
Ube2d2a,0.44191474300778627
Net1,-0.441109576455023
Emc1,0.46839534239838165
Lypd2,-0.4410964942578856
Sgk2,-0.4293685596010688
Sult1d1,-0.4277731138526346
Ugt1a1,-0.45164342057516177
Chil3,-0.4422958257804159
Aplf,-0.43816541732577785
Wasf2,-0.4262957855447391
Prickle1,-0.4367984679669565
8030423J24Rik,-0.4287276021743323
Gm5798,-0.4294612859355128
1700012B09Rik,-0.4495620774581054
Cbs,-0.4311459246861297
Clcf1,-0.4295651787422756
Cfap157,-0.4251584977834316
Adamtsl3,-0.4418328575992611
Cst12,-0.44017728388065913
Ccl21a,-0.48279563908354906
Dppa2,-0.44134402729870764
Ubxn11,-0.4335709312773595
Vmn1r51,-0.4435769725941434
Baz1a,-0.4263279018738445
Lck,-0.43101610345936037
Apc2,0.4662019296138614
Gm31606,-0.4610577311212607
Sema3b,-0.43709318405813974
Aup1,0.4471426790243494
Zfp281,-0.4681008394869468
Cfhr2,-0.43800718227573127
Zfp316,-0.436113847807616
Abcc9,-0.4562804838624227
Olfr575,-0.43162702212630355
Egln3,-0.4276901886802895
Canx,0.49927636943814974
4930578L24Rik,-0.43059447765778386
Lekr1,-0.4280271159151157
Aurkaip1,0.42815596902247555
Scgb2b24,-0.42929877965989727
Gabrb3,-0.4375736346238698
Cir1,-0.4495082596593867
Vmn1r125,-0.4371076160200356
Sspn,-0.43258632622222815
Sult3a1,-0.46419750642627167
Tgoln1,0.4923612347800116
Kdf1,-0.4241446962848665
Snx30,0.46267331775795856
C1galt1,-0.4604924668561521
1700021F07Rik,-0.43219235314228754
Cubn,-0.42384631077657847
Ticrr,-0.42508882123762537
Kcnip2,-0.4304796346082774
Cyp2w1,-0.4843265610372136
Ovol1,-0.443816160796393
Per1,-0.4543748605664382
Tmcc2,0.46563586397229
Usp9x,0.42637210246124496
Dync1li1,0.4328965683920999
Tmem127,0.4465133617295567
Rpp25l,-0.43320024621874853
Cd276,-0.427455431356939
Eva1b,-0.4268700960430754
Gm1113,-0.4753222869051352
Rad51ap2,-0.44956975810060823
Gm34653,-0.45464195737412416
Nlrp3,-0.4404654735794681
Daam1,0.4334072845598341
1700125H20Rik,-0.4304183959324465
4930513O06Rik,-0.44608911542106006
4933407O12Rik,-0.42792868090619585
Map6,0.4304008349536449
Vmn1r168,-0.46809337893619
Usp42,-0.4328035716857788
Rin3,-0.4506174733461473
Nlrp10,-0.4315405048067117
Zc3h14,-0.4563293293655774
Irs2,0.4345974010385976
Myct1,-0.428962323522582
Tex13c3,-0.44010031666964766
Rora,0.43096155060306884
Tex11,-0.42542435280176305
Lgals3bp,-0.4392592331237267
Epha6,0.4319244704282569
Apobec1,-0.42416481247528626
Gimap8,-0.4618927676268616
Bscl2,0.4953191439820408
Zcchc3,-0.43793672176734927
Mab21l3,-0.46029654926672503
Xlr5a,-0.4469526970076378
Pramel7,-0.43028738801930594
Cryge,-0.43161559042537584
Wdr76,-0.42667456664403597
Rfc2,-0.44269878664626716
Cryba4,-0.4754287975934397
Lrg1,-0.4307783917447182
Hoxc6,-0.4413670947240173
Met,-0.4288680228236236
Cyth4,-0.4302017965941411
Mlkl,-0.4656692321113867
L1cam,0.43220496416002274
Akr1c20,-0.4395587358198506
Glb1l2,-0.4358755747970001
Grina,0.45815752173989377
Fam168b,0.4278390307040252
Vamp1,0.4290148079576209
Prss30,-0.47440904358058805
Capn6,-0.4311691586640388
Popdc2,-0.4389308705435305
Map7d1,0.4273002066486988
Adgrg7,-0.42743699755018644
Stab1,-0.45544900760821533
Nelfb,0.44709199885726625
Hdac6,0.4464708488160609
Olfr239,-0.4461452818155669
Gm34758,-0.4290112788272394
Gm20172,-0.4283936798408873
Spty2d1,-0.42965015049592253
Pmaip1,-0.42616545059208993
Myrfl,-0.4602006073201483
Tmbim6,0.47147467463862336
Pabpc4l,-0.4359208399402945
Card14,-0.46244268527818955
Dtl,-0.4288633245952906
Hmox2,0.43942932362044396
Il2ra,-0.4330014755665836
A2m,-0.4439198864886693
Olfr1002,-0.46079048771506004
Alg11,0.4449682262230811
Akr1c19,-0.43233501708787053
Gm20517,-0.48891251635793187
Spopfm2,-0.4338575394864198
Ecscr,-0.48791642023584353
Tmem220,-0.43478577320781264
Akap11,0.4313579482074867
Xkr9,-0.4254912167790396
Cenpq,-0.44556414217059637
Tpi1,0.4574517966038221
Nap1l4,0.4980899748583176
Edn1,-0.42832588450301323
Lat,-0.506399421273767
Ptpn18,-0.4306276510276986
Prim2,-0.48248876256859546
Klrb1c,-0.46197393194118963
Btn2a2,-0.44515042698151835
C1rl,-0.44111264320210825
Srpx,-0.4749500009866618
Slc10a5,-0.43065166325173104
Alkal2,-0.4657339059128169
Plekhg2,-0.42652785930735493
Podnl1,-0.4303540901123411
Wt1,-0.4520598425269393
Kcnab2,0.43249947675518957
Pawr,-0.4553208945170682
B4galt6,0.45552285833159745
Tldc2,-0.4383191939662815
Casr,-0.4309584285562559
Ptpn14,-0.44016766531923857
Olfr1508,-0.44981303490054275
C1qb,-0.42746624452288223
Trib1,-0.4578844800466295
Insl6,-0.4316151481935976
Gm16434,-0.43128437138194137
Cacna1f,-0.4287787698236656
Abcg2,-0.44728490990794983
Tm9sf2,0.4277457790927081
Cabcoco1,-0.4320623395193042
Terf2ip,0.46818585576227956
Muc3,-0.42736739310327326
Card9,-0.43297684866699926
Mok,-0.4355038254315785
Olfr30,-0.43622999259946776
Olfr68,-0.46251034006958286
Klhl6,-0.44906943552806206
Atp9a,0.45309613825874584
Vmn2r108,-0.44463831071157567
Zfp131,-0.4693057485594487
Espl1,-0.4292874223027353
Pla2g1b,-0.4292744075490796
Tspan13,0.4304279520746092
Cpsf4l,-0.42997430338023174
Serpinb10,-0.4750958667419942
Slc8b1,-0.4376839772063065
Fer1l5,-0.4365044124754883
Mgat4e,-0.439190986506018
Nefl,0.444082757591867
H13,0.492491958310711
4930550C14Rik,-0.4470417461221865
Spidr,-0.4291542904717367
Aipl1,-0.43153000437738775
C130073F10Rik,-0.4421592889769549
Chmp1b,-0.46578687350181674
Bhlha9,-0.4727171219339353
Tmem59,0.4963949207746551
Tra2b,0.42646331295272843
Eps8l3,-0.42581693151118694
Pdia2,-0.47920813774956633
Pgghg,-0.43751680731668713
Pecam1,-0.45051496224670096
Cxcl11,-0.4255102980281834
Chad,-0.4290902243135001
Milr1,-0.46501555479869366
Ly6l,-0.43140416251453584
Klk13,-0.43077998685530194
Fam186a,-0.4568443944515476
Gm40469,-0.4690835832220104
Krt12,-0.4360406123653707
Gjb5,-0.4391345697752398
Aldh5a1,0.4316257664276544
Scin,-0.46452291201297274
Car6,-0.4332766778546153
Gm28710,-0.42956567756442193
Csn1s2a,-0.46816444801564927
Atp6v1c1,0.4605804535274239
Gm34826,-0.443252242807174
Olfr1140,-0.43001932883157795
Rgs22,-0.4295714712966439
Smim19,0.4945217398372716
Defb4,-0.43818342587608045
Prss23,-0.44193884837968084
Dner,0.46121092855029616
R3hdml,-0.4708128782590649
Ndufa5,0.4428259892052509
Rpap1,-0.43933634180466796
Prmt8,-0.5001163121530077
Reg3a,-0.4408709936342854
Krt19,-0.4555646366032954
Ushbp1,-0.4728913832543316
Bsph2,-0.44617143809098586
Ndufc2,0.44522670151950894
Pcolce,-0.428915428288153
Tspyl2,0.4693122116039253
Lsm3,-0.4334305354838481
Zfp709,-0.4308351773474218
Cd163,-0.4591934375086665
Cars,0.43137293037590657
Vmn1r213,-0.4352333703519177
Prr11,-0.43552346389842855
Olfr612,-0.42999273171086355
Ppargc1a,0.4269735385754778
Pex3,-0.443461722998444
Fbxw22,-0.44487284806238225
Ptchd1,-0.4376882457233256
Tat,-0.4321117474779869
Ticam1,-0.48801764785980073
Gip,-0.44040618304832657
Cldn22,-0.4298311379365224
Stxbp5,-0.42651037589827356
Vmn2r25,-0.4482599816123137
Eif2b1,-0.4664777410426456
Csrp1,0.44066477361818046
Cryga,-0.42619837608227484
Plekhf2,-0.429689183161293
Olfr483,-0.42919873831417626
LOC118568632,-0.473239845802804
Vmn1r196,-0.45196031873592846
Olfr1366,-0.4312295685847251
4930519G04Rik,-0.42845990912316784
Arhgap5,0.4272427965642433
Capg,-0.4463190116281914
Gipc3,-0.454600973100212
Cyb5r2,-0.4371815266538129
Gkap1,0.4511320966333229
Sytl4,-0.45372941952234525
Gm382,-0.454768187776855
Olfr168,-0.43314412262783436
Dact1,-0.44429482916451923
Tmprss2,-0.43322284025864594
D630003M21Rik,-0.44719303308747804
Srsx,-0.5014514550963446
Mrgpra4,-0.43083815033302275
Dnase1l1,-0.4261645896653899
Gm52436,-0.4559769965174654
Gm12830,-0.4382261763093868
Qsox2,-0.4366430449049754
4933436I01Rik,-0.432320908969317
1700018B08Rik,-0.4268858884833328
Mrgprb2,-0.4376972906009024
Tmem30c,-0.44319381942849495
Serpinb12,-0.42406576004792695
Dsg1a,-0.43841876193803725
Tm2d1,0.4465009534259292
Dynlt4,-0.44834397195522835
Vegfb,0.44294098328757114
Urah,-0.42778268717352874
Gucy2d,-0.4401166421288896
Lsmem2,-0.4508999134984616
Ehd1,-0.43358275766804133
Plin5,-0.4386457547239873
S100a2,-0.4314652337684602
Hax1,0.4243050652531451
Ilf3,0.4417769781957179
Mei1,-0.4691371503296865
Scgb2b2,-0.4696262967214862
Mgam,-0.47481719361365626
Vmn1r198,-0.4485185631432449
Vill,-0.4398934985723031
1700057G04Rik,-0.43164886645683986
Pate14,-0.4290381984918841
3425401B19Rik,-0.48009440189102276
Arf3,-0.43022168728954324
Lama4,-0.44070883280718753
Iscu,0.43540736809334596
Inpp4a,0.43219782482862457
Esp6,-0.4449673478068647
Cd99l2,0.4707604348994565
Slurp1,-0.43416452717117376
Sprr1b,-0.43717537575185345
Snx17,0.4381562433074005
Abhd17c,-0.43148149891738297
Shank2,-0.44783751742761113
Ccdc42,-0.42643232688264093
Ccdc184,0.4485497378178211
Tril,-0.43237039764240337
Adat3,-0.431830148994348
Bex3,0.43503226453378724
Znrf3,-0.42667132411084135
Olfr846,-0.4646072419399543
Lnp1,-0.4397159717161452
Pyroxd1,-0.4377278156243164
Atp5l,0.44156536079743997
Spata9,-0.44599871244590994
Tubb2b,0.45093528491656326
Klrb1,-0.43417969040463866
Clcnka,-0.44043920987393764
Galc,-0.44087629537060236
Zfp36l3,-0.4624421034627002
9530002B09Rik,-0.4378319431096917
Gm51999,-0.47923080881014307
Lrrn1,0.4370567900083691
Klc2,0.4344959977357838
Vgll2,-0.43210204859633694
Ms4a12,-0.43931289333958323
Gm51591,-0.44609845241090895
Fli1,-0.4278880632070343
Prss58,-0.4245675272333994
Fam50b,-0.4379439257953989
Cenpl,-0.46449428122477565
Olfr1014,-0.44672223796695654
Actr10,0.5109565266610392
Lipi,-0.43370748381548346
Ccdc7a,-0.45151706169885
