region,capacity mode,capacity variance,decay mode,decay variance
cSMT,0.22128726076153743,0.3276783917131517,0.8571987328243502,0.3228745225704254
cPR,0.22468635711581575,0.3368102933587214,1.126271073502597,0.29611799667519756
cPVT,0.23971627140643548,0.3375383049852253,0.2947856991920313,0.25289815680433025
cRE,0.2982704771810482,0.3027568000017128,1.0638616956686138,0.2854917594106098
cXi,0.15405826413103624,0.18318088690101933,1.3127854010195672,0.1084394821627209
cRH,2.8665003526070323,0.04826714855752615,0.1525722482386381,0.0027871312247100557
cCM,0.7389229335714824,0.5405314848776881,0.21902753738356334,0.050265058385338186
cPCN,0.20813741166724403,0.3620997124167125,0.756942665406293,0.2936495369746319
cCL,0.21843346193374316,0.35478177864218213,0.43754295454124675,0.32514207434617637
cPF,0.2727930598456463,0.3462055623671204,0.3940006266004071,0.3799136441115488
cPIL,0.22297761716709524,0.3643731539291084,0.8457912114687051,0.3190069384228882
cRT,0.24699576308481494,0.3706290720567089,0.31855962130425686,0.3980508918438651
cIGL,0.23963220293084284,0.32575465042958757,0.47333267337113794,0.3399408233043352
cIntG,0.2081146345538126,0.35165541753397245,0.5535177253271314,0.365755361765671
cLGv,0.21755261760230235,0.34896300568597727,0.7201705653131869,0.3583349523871613
cSubG,0.25020971946810805,0.35826860253623605,0.40089508323437517,0.3640166479331082
cMH,0.2023549304194356,0.3433313846951176,0.584245861529317,0.31980485960200733
cLH,0.2097217227374738,0.35126448832947427,0.4854264608427413,0.33703426008079107
cHY,0.26437953682986215,0.34445239642788117,0.014069697533401867,1.00972564000282
cPVZ,0.22397889559389356,0.37194542409964704,0.22130920512432367,0.40828930791360424
cPVH,0.23514047511952976,0.3450334521699348,-0.06548910856935644,0.48505819509658754
cARH,0.3212206320426566,0.3452369266117316,0.3184347966093368,0.381727550379574
cPVR,0.22122120540665682,0.34863441159728303,-0.0248441673963386,0.5528005188500961
cADP,0.22421038636732823,0.3485678794500837,0.11129895770120499,0.4286207917521126
cAVP,0.22517350997264865,0.35692294522086393,0.32112852649072915,0.40958630615221003
cAVPV,0.2511186881897109,0.35845025028542954,0.2613658463830334,0.4051455472752839
cDMH,0.2779414003361838,0.3649655407754923,0.25532544550064645,0.3689009485541165
cMEPO,0.26336782415060733,0.3557760849113766,0.46751080838183395,0.37284439172366757
cMPO,0.2596006841956264,0.3547293783303313,0.1191149941627818,0.45464469265081886
cPS,0.2582226495318914,0.35085726996301175,0.05302806115448753,0.38676540714905866
cVLPO,0.24005680449553973,0.3429274811553803,0.10965352965982099,0.4678691824811028
cMEZ,0.2501034895400902,0.3551890117580608,0.22381255732405017,0.6030706180800632
cAHN,0.22224872160364784,0.3614632629361128,0.060284654483198315,0.41208940076066736
cLM,0.20336772073946655,0.3656705131816607,0.302610921707297,0.37138874721703646
cMM,0.24964032635327116,0.32985543593500655,0.17216341904923976,0.4052902893935014
cSUM,0.18938934625139192,0.37884343384010144,0.17417968819730253,0.3636802694167046
cTM,0.21731777668054322,0.3508708484428003,-0.025864000338635677,0.4108860208143243
cMPN,0.2098119372292188,0.3397107162866228,0.031038559856707542,0.4927777162207841
cPMd,0.22376442408593558,0.33884276298396837,0.34166517894563236,0.45234760913132654
cPMv,0.319808431115451,0.3438882862410342,0.17867292377158478,0.390319585408872
cVMH,0.21052748440241312,0.3603863376227822,0.20023871871249008,0.3796558675397997
cPH,0.329832488449059,0.3680547568793522,0.02052555937948172,0.4371600484305397
cLHA,0.22748462892735352,0.337921077152402,0.15918249551546276,0.4985243095802446
cLPO,0.21925809347026146,0.36221130942220314,0.19483084544415302,0.39217416758877466
cPST,0.23080822860402822,0.35256843184292647,0.22036778022061232,0.3847378508407908
cPSTN,0.22904492805722104,0.3549885976974652,0.22431242201337234,0.38498168875747235
cPeF,0.22859856145950194,0.37240697133452527,0.2569717718165971,0.3829264401685462
cRCH,0.22773671841457885,0.3478126634409852,0.011085474253097378,0.4372527326138881
cSTN,0.28721410667075314,0.35420017851399127,0.3293732623911097,0.36090411067848377
cTU,0.26190742697718117,0.3614051393178612,0.17592417629943197,0.4309748965882526
cZI,0.2858824863294165,0.356985608914102,0.2846463945530324,0.42666703265601186
cFF,0.3239496604743317,0.3521493789318075,0.23410899976106733,0.4140068353229212
cME,0.21934126193493633,0.36456085751840067,0.4661211606988844,0.35411746410167755
cMB,0.2863141969569051,0.35903507759736025,-0.1443635466460118,1.0353318777311984
cSCs,0.3572785425064151,0.3581271518967248,0.09435370712849857,0.4578436948026225
cIC,0.20642235548306898,0.36394917782797453,0.14587954084506918,0.4502159123697629
cSAG,0.25032222198277243,0.3464662207288182,0.4550852868147117,0.355097974355824
cPBG,0.23556340588663763,0.36006371609182874,0.3384424729551414,0.39032814824344664
cSCO,0.2555947948571836,0.32599647253161923,0.5074787652012498,0.3303644456664419
cSNr,0.2962038254778509,0.35337266151227364,0.21368021276844126,0.4389837289833244
cVTA,0.23588499135792557,0.344287249129949,0.19871020578121756,0.4026315361230634
cPN,0.20810050392331986,0.35652356981095584,0.2644696647650948,0.42259359531347496
cMRN,0.22411360621717563,0.3484748662193234,0.10451248621434088,0.6231491542107033
cSCm,0.2426287327555133,0.37327805754463017,0.21902861798910983,0.666338790634167
cPAG,0.3809745182024835,0.3424685526297059,0.1930753548377586,0.6949292729385127
cPRC,0.41105773837242643,0.35321601914560585,0.24570924243821726,0.38306505437440264
cINC,0.2306078073676581,0.3587126107766954,0.24058562554675353,0.39642213699633516
cND,0.2733435022867919,0.3572204190441308,0.2778354130545021,0.37140046265900384
cSu3,0.2531053341297673,0.34040211412792043,0.14204128056599644,0.4203153264632438
cAPN,0.2169518845555762,0.3624434378634527,0.18869559481777634,0.4487509540045996
cMPT,0.2795712198350388,0.3571657505362927,0.1888438418063644,0.4343819537663527
cNOT,0.2720211020703593,0.3590340667962453,0.16737668704611727,0.38954955703195404
cNPC,0.23090647105582646,0.3651253043937087,0.10479036018598903,0.4154411361342842
cOP,0.20417156161829883,0.3677941821362446,0.15796867059414335,0.4372705477111238
cPPT,0.23084986585790462,0.3593666502103233,0.19148657377709935,0.39719996195271984
cRPF,0.23285804818403272,0.3561662001939557,0.18728682768510516,0.4285620097868789
cCUN,0.2425977041432676,0.3450799910815902,0.16031946438805497,0.4072100340325815
cRN,0.2109185329145819,0.3830218997421075,0.13621082876155632,0.42005289266720686
cIII,0.21964679828501588,0.35453115564780746,0.07806285350669699,0.4323525784383861
cMA3,0.19399082893426636,0.3684334398139462,0.2953179305809038,0.3689819140906945
cIV,0.2111856265097257,0.3723786935379488,0.19493049502922596,0.3943254660301324
cPa4,0.23297151929890447,0.34202939361055645,0.23887715941021473,0.3816698461378269
cVTN,0.21016230516053055,0.34738744063588683,0.09213330146433943,0.47286486253381366
cAT,0.2606591969814221,0.3604318861304185,0.22744361402666302,0.3963502431800189
cLT,0.2240025741705739,0.35471936331550713,0.3844054350163551,0.35003842644609123
cDT,0.18837087715901674,0.3566491508703227,0.09199067682923211,0.7217074723096867
cMT,0.3166264626111333,0.3579187193263888,0.3168333964426065,0.3750575785601759
cSNc,0.2175695219910129,0.39629415528592177,0.23708592898490868,0.39344662719891926
cPPN,0.4085301487190754,0.34371465198469714,0.08037331360530274,0.45145686481402003
cIF,0.34363715601531875,0.34593595324424725,0.3179768096495883,0.39754021666897965
cIPN,0.2552533952344901,0.33945564285756225,0.2795459439212411,0.4099778288103369
cRL,0.21685363960650333,0.35717086351800154,0.4662579733716559,0.37093657760833554
cCLI,0.23155176036233052,0.3302352724983787,0.15050294812244044,0.416549342003064
cDR,0.25026333151107916,0.3684710956861389,0.053223268811729875,0.37397947683228594
cP,0.2586652688190068,0.366421759620434,0.05321867278680396,0.8106746160240933
cNLL,0.24764742878203375,0.3526206817530654,0.2282090039851546,0.41321309613325363
cPSV,0.24834722321147015,0.3648346369602263,0.13497117092095415,0.4123790582123591
cSOC,0.2001129045086758,0.3642560701675466,0.18696613789297784,0.424885844387784
cP-mot,0.35344696267563236,0.3473837985988,0.024032755455626758,0.5859175856960367
cPG,0.2247525976950577,0.35016467365305015,0.1701630486284133,0.4219838509131035
cSUT,0.22512927330728363,0.34117310945673757,0.08176028198024739,0.46745093006155874
cTRN,0.22619860103215364,0.37937321262422036,0.19685144598544158,0.40582872094889694
cP5,0.2751066755482955,0.34422043351617176,0.025272867192557148,0.49338805747375597
cPC5,0.3464421353462403,0.3383213108422615,0.15196913141418322,0.3974122789653446
cCS,0.20216060636122307,0.33681871922309814,0.40630829473954755,0.39025529037576406
cPRNr,0.2625768113211085,0.3644688910995565,0.20041419557480233,0.4678488734302333
cMY,0.32495582528613076,0.3539269809076831,-0.03838159709626634,0.7168739683066379
cNTB,0.23291924065578096,0.35009522359476697,0.04018709167428099,0.5255275054676533
cCB,0.225457422093898,0.3740502210931255,0.022379026110360672,0.5838263093253336
