region,capacity mode,capacity variance,decay mode,decay variance
cECT,3.351550893530771,0.022264733928772918,-0.17854909172212421,0.0005809466214380895
cOLF,0.2050913437479275,0.3585264537714508,-0.2575486094838426,1.214331021539115
cMOB,0.2161735066481764,0.31077159945910576,-0.6129586043901276,0.5801540070994926
cAON,0.18539309272101667,0.26779856919477285,-0.2321733551976308,0.0504038022686353
cTT,0.30130080496457196,0.2913497784263875,0.22921597208400094,0.1721850708747935
cDP,0.21408288877253887,0.3238814520555693,0.43481684776312,0.32596328320285306
cPIR,0.25851061808353776,0.3470621850910175,0.7137869930078516,0.33018629485430445
cCOA,0.3569102356536931,0.33715760870664613,0.7788317667260369,0.35182620235203815
cCOAp,0.19618659163460236,0.36847540202192863,0.5792859243987262,0.3354881526744488
cPAA,0.29313517010386375,0.3556486198533446,0.7917923459204266,0.2718764823256773
cTR,0.23643193957165293,0.33385243267096537,0.6404987373816862,0.25670387762866426
cHPF,0.23732393026710608,0.34639421748663957,0.04428713506308042,0.9168344717337484
cCA1,0.23933808212446062,0.347757796239481,0.34577761445167826,0.545019374315611
cCA2,0.23040914763280487,0.35521767704504204,0.662307305261576,0.3296103793410638
cCA3,0.26708996090090686,0.33595987692542734,0.34738942021240904,0.4450561522227813
cDG,0.24655821265720584,0.34686472207738595,0.09962439588871196,0.5143124209581508
cFC,0.2829858118186213,0.3451033647335137,0.35384604977447126,0.3504241588391625
cIG,0.2188479968998269,0.3584522609743843,0.6705945219743371,0.32231219192327665
cENTl,1.671427090411806,0.8197222339666951,-0.12445045201545346,0.02008917248663473
cENTm,0.228457881400395,0.3628615457664278,0.7281866537410954,0.38194156269985524
cPAR,0.20188690374119753,0.34865092657343133,0.33062773134838885,0.3805439410165053
cPOST,0.24165861376327327,0.33405496902128895,0.5061415613274229,0.3521805154109548
cPRE,0.2533850188951579,0.3625237321979435,0.45312984712867416,0.38226077127385477
cSUB,0.3626898638220845,0.3277516844641483,0.7112582202608776,0.35553911985042114
cProS,0.2213594412940038,0.32953836441813966,0.8441106693390942,0.3115240350868958
cHATA,0.20533270433495251,0.3652307982880063,0.8363415334991299,0.34248605891363665
cAPr,0.30729085071795403,0.36676360977017225,0.27715755793048413,0.38232876683023903
cCTXsp,0.2470760296478737,0.4670168607366802,-0.5031064491768305,0.3935922979110216
cCLA,0.8464998241980748,0.2932662593865466,0.047860786599460386,0.009478028123262256
cEP,0.47204549098509135,0.37712821819872216,0.11389490911624503,0.05079606917225203
cLA,0.5799534266506704,0.2569621979859313,0.48861337955506556,0.04160486311767654
cBLA,3.1358627579933875,0.01774273969403349,-0.32247801841984114,0.0004912413242772196
cBMA,2.6258478108118433,0.4693168636825768,-0.04499582584332253,0.00832140893470213
cPA,0.24642291839319966,0.33411910708809195,0.8446572151592568,0.2982067094439829
cSTR,0.21725209068983856,0.3796042536699632,-0.004231802056166526,0.9888045090155787
cCP,0.20413647674568014,0.36809279686602103,0.10261223143588516,0.9384400721150014
cACB,0.32020684406946287,0.367675200857759,-0.8779078667012202,0.593636788913405
cFS,0.24910608308586446,0.39385295128762393,-0.16754957285153546,0.416369085149848
cOT,0.22268404599872613,0.36406675819864764,0.257537588495167,0.4582600763663771
cLS,0.2930845357693502,0.3363875295631395,-0.1341085871241922,0.5431591353385516
cSF,0.1865433036159949,0.36721001893280697,0.010556502883686425,0.43836663355715344
cSH,0.25054207355185104,0.35561199297245405,-0.16866905298481605,0.4759403772757517
cBA,0.25322501939869785,0.34217636421924963,0.449385865242917,0.3519589160126389
cCEA,0.247831813907113,0.36866674555582457,0.0004100966141674069,0.35985475225311137
cIA,0.357187804322833,0.3635013979357646,0.14052226473662857,0.31317377785634587
cMEA,0.23907244548860926,0.3486871556033201,0.08862017510833105,0.4368620563420167
cPAL,0.24459194649774163,0.3817240465826934,0.219575980779275,0.7104520108817465
cPALd,0.2375710551890446,0.35636232822228514,0.5394455928388426,0.377909367938307
cSI,0.30647925761909994,0.3409794589174659,0.28248236860792914,0.43809432802136294
cMA,0.22395028863814978,0.34588305546175874,0.485272624570849,0.35752799949069136
cMS,0.22913605353449426,0.31638473659596406,0.6236015205388313,0.37266376625530584
cNDB,0.2962643860363625,0.3650316321223467,0.23366356976641248,0.39126028311039257
cBST,0.25190837557063445,0.3518703261155062,0.1969701480922359,0.49472760001924687
cTH,0.2977758410516372,0.35392114616826637,0.14210550787759765,0.999452341922592
cVAL,0.32416636528990483,0.3492379863388367,0.6742531481809819,0.31076233695351213
cVM,0.3170511020706806,0.3515184014142524,0.6023982764099747,0.34764886983091475
cVP,0.28614017137966596,0.36866276164651535,0.34557462359497043,0.4261110168308284
cVPL,0.20749037698314435,0.36350013017021976,0.5492215217416562,0.36482139808351144
cVPM,0.29114852815891085,0.3553813832662306,0.4564712775063983,0.38665910918986773
cPoT,0.30282558011487004,0.3384365362454908,0.7274370394945393,0.33612778810332694
cSPF,0.224758506878847,0.33387524526391943,0.7213506475967231,0.32827063900597336
cSPA,0.23150459648860403,0.3139890510509504,0.6431493448755908,0.2934083359458683
cPP,0.24242543233727623,0.3332074804427696,0.5742494205910524,0.31170966123006366
cMG,0.24815813380917798,0.35639704023150215,0.6450836876655965,0.3577710174324652
cLGd,0.22922426288025624,0.3584054150180709,0.2347207520371549,0.36668324723329637
cLP,0.25472050348686975,0.3490864699028916,0.39943358791646755,0.3960928624774326
cPO,0.22171469944523664,0.3566798970909936,0.42714560674200935,0.371761427330397
cPOL,0.23279572763681738,0.3400139496013042,0.8219964609986466,0.31296625601434014
cSGN,0.4124847669932459,0.33722774484710955,0.7410586005310184,0.3332201329896978
cEth,0.18222029630874348,0.3516675413319705,0.589102756669078,0.34546147346898226
cLD,0.31033543227251703,0.3779412354288943,0.2883895850529261,0.4089655825978313
cIMD,0.31709811568950247,0.4913452363969375,0.3979612796612166,0.1381984839814759
cMD,0.2033295124775667,0.3611505506650685,0.67588234215602,0.33662745489289
