index,μA,μB,diff,category
1,0.23772631312275275,-0.1974993147049062,-0.43522562782765895,A only
2,1.2212709290753845,-0.05940981085866324,-1.2806807399340476,A only
3,2.439343008697423,-0.046906635697295265,-2.486249644394718,A only
4,-1.2207976783759265,-0.14369597944303195,1.0771016989328945,A only
5,-0.352255723475322,-0.12085812673452201,0.23139759674080002,A only
6,-0.5390417607701311,-0.1603113468876027,0.37873041388252837,A only
7,-1.1556645925706388,-0.13135222723775217,1.0243123653328867,none
8,-0.0631780596800458,-0.1200314263265146,-0.0568533666464688,A only
9,-0.4212289146928523,-0.2026002507353646,0.21862866395748767,A only
10,-0.5411694969228815,-0.14889569124227417,0.3922738056806073,A only
11,1.773824984081792,-0.07535346092584484,-1.8491784450076367,A only
12,-0.007549634489458368,-0.37738581502617125,-0.36983618053671286,A only
13,0.22347796394392466,-0.1510144894759235,-0.37449245341984816,A only
14,0.0540637445713648,-0.07459192998651439,-0.12865567455787918,both
15,-0.04596746121621968,0.018818530258004743,0.06478599147422442,both
16,-1.099984022523337,-0.0622584786906894,1.0377255438326476,both
17,0.6849013970172577,-0.0731237374951201,-0.7580251345123779,both
18,-1.1495929603488497,-0.24506185033443817,0.9045311100144116,A only
19,-0.8889350840040882,-0.33679328147523147,0.5521418025288567,both
20,-0.9336487861296501,-0.25557578042387624,0.6780730057057738,none
21,-0.09228231113092437,-0.07588526268995993,0.016397048440964443,none
22,-0.9029980667600964,-0.3715113873028023,0.5314866794572941,B only
23,-1.2366379470687017,-0.4117193238583208,0.8249186232103809,none
24,-1.310392155829578,-0.3167548034326168,0.993637352396961,A only
25,-0.3055797463827056,-0.24380257077162282,0.06177717561108276,both
26,1.0857694827066435,-0.1490842080878477,-1.2348536907944911,A only
27,-1.1392077115058106,-0.23324017683302753,0.905967534672783,A only
28,0.8915518438712633,-0.18318944747351973,-1.074741291344783,A only
29,-0.4544849244855111,-0.32928284067882974,0.12520208380668135,A only
30,0.4922558137645043,-0.126253489106844,-0.6185093028713483,A only
31,-0.1869849326941831,-0.20090628720890819,-0.013921354514725093,A only
32,0.37228282722552375,-0.1958394341885305,-0.5681222614140542,A only
33,0.8223980999553778,-0.16006439251061763,-0.9824624924659955,A only
34,0.026650517205936877,-0.24463562749112594,-0.2712861446970628,A only
35,-0.26611609757986865,-0.16822886183198726,0.09788723574788138,A only
36,-0.5818993232033154,-0.26037886040714764,0.32152046279616775,A only
37,-0.9342636325890917,-0.20808128084192098,0.7261823517471707,none
38,-1.2434023558363032,-0.3329965811519685,0.9104057746843347,none
39,-0.3365324750070247,-0.1563422679708439,0.1801902070361808,A only
40,-0.028915384206695132,-0.23428886473746427,-0.20537348053076915,both
41,1.3104103793393396,-0.06260059589844907,-1.3730109752377886,both
42,-0.17962328143910758,-0.28187978699468463,-0.10225650555557705,both
43,0.5173243439996665,-0.20008265424053134,-0.7174069982401978,both
44,-0.4725817139921857,-0.17246147113218396,0.3001202428600017,none
45,-0.21409833179352109,-0.16496620380444718,0.049132127989073904,A only
46,-0.809304999515454,-0.25230470767602015,0.5570002918394339,A only
47,-1.1517564073136857,-0.3562538305899274,0.7955025767237582,none
48,-0.7972366716441401,-0.2333975924253782,0.563839079218762,A only
49,-1.487162128337785,-0.3437221058929991,1.1434400224447858,none
50,0.5305576208583318,-0.4087736390461326,-0.9393312599044644,A only
51,-1.4042526162437845,-0.37620191104768635,1.028050705196098,A only
52,-0.04424900591111597,-0.412401499532528,-0.36815249362141206,A only
53,-0.48980219698572214,-0.41285863327823935,0.07694356370748279,B only
54,-1.1496601073717085,-1.5315294940282547,-0.38186938665654613,B only
55,-0.5341797311037723,0.8980974378696688,1.432277168973441,B only
56,-0.3493152403408986,2.1457469826264424,2.495062222967341,B only
57,-0.8986038047376845,-2.6174494601162275,-1.718845655378543,none
58,-0.9477255812894599,-1.654905222750331,-0.707179641460871,none
59,-0.40875677941217553,-0.4613352762678238,-0.05257849685564825,both
60,0.04433883772411542,-0.7320549029226094,-0.7763937406467248,A only
61,-0.8545317418289,-0.7415216005772391,0.11301014125166087,none
62,-0.968660435844238,-1.6691626225367635,-0.7005021866925255,none
63,-0.9334245286567342,-1.210116760289255,-0.2766922316325209,none
64,-1.1201919281276218,-2.2073947363942525,-1.0872028082666307,none
65,-1.4178877308587825,-1.7491062146207361,-0.3312184837619536,none
66,-1.5447527854543428,-0.9375872586675046,0.6071655267868382,none
67,-0.7483218741602754,-0.5009626609826898,0.24735921317758558,none
68,-0.5779726070100615,-0.24818318278881962,0.32978942422124186,A only
69,-0.0823971536104977,-0.327797506039491,-0.24540035242899327,A only
70,-0.29300037907254173,-0.3148687726060733,-0.021868393533531594,A only
71,1.259801279818193,-0.30638048394923173,-1.5661817637674247,A only
72,0.4925008505949143,-0.39375929683584693,-0.8862601474307612,A only
73,0.16611894236132893,-0.47391814149968026,-0.6400370838610092,A only
74,10.577520083736083,-0.01486483240738426,-10.592384916143468,A only
75,1.3067229572055217,-0.09565055175942534,-1.402373508964947,A only
76,-0.5634447719274152,-0.21059089123946315,0.352853880687952,none
77,-0.6703128110901956,-0.16788556106061908,0.5024272500295766,none
78,-0.36425515272065334,-0.31558377752346123,0.04867137519719211,none
79,-0.7318076194022816,-0.3251469869064438,0.4066606324958378,none
80,0.31996388846872487,-0.41689382625997107,-0.7368577147286959,A only
81,-1.5873221542411788,-0.3412726503521062,1.2460495038890727,none
82,0.8783342805144598,-0.17513525836072266,-1.0534695388751825,A only
83,-0.29769585545615895,-0.2671246062917447,0.030571249164414227,A only
