index,μA,μB,diff,category
1,0.27388182760413643,0.27182678081879563,-0.002055046785340797,A only
2,1.9262138484097946,1.89554471123733,-0.030669137172464556,A only
3,2.979404771949464,2.850116198760551,-0.12928857318891307,A only
4,-1.399923364601455,-1.3926033135751805,0.007320051026274532,A only
5,0.42347950597423256,0.42160999426941176,-0.0018695117048208032,A only
6,0.09742655321383102,0.09431268329366299,-0.0031138699201680303,A only
7,-1.0800577241936427,-1.0895083627165778,-0.00945063852293515,A only
8,0.6678177425793718,0.6618602507670717,-0.0059574918123000975,A only
9,0.35628772844843315,0.35391303327078527,-0.0023746951776478786,A only
10,0.29435541430350953,0.2904055631062146,-0.003949851197294907,A only
11,2.706435773518507,2.4961753667168134,-0.21026040680169356,both
12,0.3496107878845346,0.3256761172519763,-0.023934670632558275,A only
13,0.5685954553447627,0.5687234848467755,0.00012802950201273866,both
14,1.0196876173183205,1.0216186977957775,0.0019310804774570478,both
15,1.273798247620239,1.2858282085483361,0.012029960928097161,both
16,-0.743626073491376,-0.714162767450669,0.029463306040707016,both
17,1.491988687401193,1.474848886097358,-0.017139801303834856,both
18,-0.34277600680971915,-0.3451959557112626,-0.002419948901543456,both
19,0.17568060924718407,0.14919207016224612,-0.02648853908493795,both
20,-0.6685229588017666,-0.6783194503238872,-0.009796491522120587,both
21,-0.02882149445857768,-0.07135252334259184,-0.042531028884014166,A only
22,-0.6563868639745296,-0.6688887692735425,-0.01250190529901285,both
23,-1.262431066543348,-1.2718081491787467,-0.009377082635398715,A only
24,-0.9318808206285776,-0.9391085091333935,-0.007227688504815921,both
25,0.49421073436113827,0.46994846621164593,-0.02426226814949234,both
26,1.4926937333851795,1.4800832237889856,-0.01261050959619392,A only
27,-0.42753703989960723,-0.44253026361412284,-0.014993223714515613,A only
28,1.2166574458663677,1.2095218826750833,-0.007135563191284389,A only
29,-0.3591048798312614,-0.3693636265916787,-0.010258746760417325,A only
30,0.6449750993160406,0.6409963243476333,-0.0039787749684072615,A only
31,-0.8076124175081884,-0.8115406588949179,-0.003928241386729536,A only
32,-0.1428607495611725,-0.13834681827253079,0.0045139312886417204,A only
33,0.9989789539348795,0.9960550555699922,-0.0029238983648872674,A only
34,0.28038318374927884,0.2776587389384843,-0.002724444810794535,both
35,-0.02939161909943689,-0.032338439143662155,-0.002946820044225265,A only
36,-0.057774194016813114,-0.08503019478545126,-0.02725600076863815,A only
37,-1.0363843788181342,-1.0398518619253394,-0.003467483107205238,none
38,-1.6486290959350844,-1.6532434925923865,-0.004614396657302011,none
39,0.8887687354423527,0.8874506755934215,-0.0013180598489311857,both
40,0.9580040780693544,0.9493958244898972,-0.008608253579457159,both
41,2.098765260092047,1.9541107534087132,-0.14465450668333357,both
42,0.4143089802089158,0.4112450656456452,-0.0030639145632705977,both
43,1.110068982557376,1.0963082915932725,-0.013760690964103484,both
44,0.08012774445549448,-0.07788485056368448,-0.15801259501917897,none
45,-0.6821759385383578,-0.7093945789468451,-0.027218640408487316,A only
46,-1.4065364369700994,-1.4048561775026758,0.0016802594674236726,A only
47,-1.2534840957070832,-1.2634862421902773,-0.010002146483194085,both
48,-0.9323369966308437,-0.9477738287949817,-0.015436832164138048,A only
49,-1.7109577963329738,-1.7299769848708717,-0.019019188537897858,none
50,-0.6772876361264355,-0.6822230519642333,-0.004935415837797774,A only
51,-1.8719840940507857,-1.8766886352746623,-0.004704541223876646,A only
52,0.03334938952900453,0.02246195366174441,-0.010887435867260119,both
53,-0.7861710741676567,-2.3767848038679102,-1.5906137297002534,B only
54,-1.4898807472754487,-2.452348154645815,-0.9624674073703663,B only
55,-0.7493407161820581,3.4531007177684847,4.2024414339505425,B only
56,-0.4814594015965387,4.138499685917249,4.619959087513787,B only
57,-1.0588454446835285,-2.866263688742472,-1.8074182440589435,B only
58,-0.9727389561043335,-2.1663050657964136,-1.19356610969208,A only
59,0.889886759033718,0.5165041243986979,-0.3733826346350201,both
60,0.04470620663634759,-0.13886177476565575,-0.18356798140200334,both
61,-1.0444820955394198,-1.2816134580877905,-0.23713136254837064,none
62,-1.2389055523654284,-2.5217651713582865,-1.282859618992858,none
63,-1.1046303253911562,-1.8981931916549528,-0.7935628662637966,none
64,-1.441287444637657,-3.1878533808831735,-1.7465659362455166,A only
65,-2.055112830198391,-3.0218086755896687,-0.9666958453912775,B only
66,-2.1611127674469457,-2.270427245530503,-0.1093144780835571,A only
67,-0.8104306470561644,-0.9511723650606142,-0.1407417180044498,none
68,-0.5620122889014695,-0.5591885386679718,0.0028237502334976794,A only
69,0.023431875967677665,0.01656872929427406,-0.006863146673403604,A only
70,-0.23257318880134303,-0.23492828437064298,-0.002355095569299942,both
71,2.5925650412242445,1.8999205302709719,-0.6926445109532726,both
72,2.4012462110619017,1.7682456249572769,-0.6330005861046248,A only
73,-0.44120012375899736,-0.44496851682562033,-0.003768393066622966,A only
74,3.082363625937901,2.958584503368378,-0.12377912256952284,A only
75,1.8476765898626406,1.8275387164918897,-0.020137873370750903,A only
76,-0.3771044718687007,-0.3883643826040943,-0.011259910735393563,A only
77,-0.7268357141291384,-0.772674228837708,-0.04583851470856959,none
78,-0.2522811755375501,-0.4362522706605647,-0.18397109512301463,none
79,-0.7575634843857565,-0.7958524934949953,-0.038289009109238825,none
80,0.26402268616742186,0.26363028615099376,-0.0003924000164280961,A only
81,-1.6831821333378223,-1.6902503983757058,-0.007068265037883492,none
82,0.6015294708175032,0.5997751098147605,-0.0017543610027427325,A only
83,-0.2018617298835805,-0.206872886115061,-0.00501115623148049,A only
